"JASID","自治体コード","遺跡番号","ふりがな","遺跡名","所在地","時代","種別","主な遺構/概要","主な出土品","経度","緯度","奈良時代"
1311103400,13111,"34","みなみくがはらにちょうめよこあなぼぐん","南久が原二丁目横穴墓群","大田区 南久が原二丁目","[古墳時代][奈良時代]","横穴墓","1基","人骨",139.6849954,35.57589009,"1"
1311103700,13111,"37","しもぬまべしおみだいよこあなぼぐん","下沼部汐見台横穴墓群","大田区 田園調布三丁目","[古墳時代][奈良時代]","横穴墓","","人骨",139.6665735,35.59169219,"1"
1311103900,13111,"39","かみぬまべほうらいよこあなぼぐん","上沼部宝来横穴墓群","大田区 田園調布四丁目","[古墳時代][奈良時代]","横穴墓","","直刀　人骨",139.6622981,35.59404778,"1"
1311104000,13111,"40","かみぬまべはなのよこあなぼぐん","上沼部花野横穴墓群","大田区 田園調布四丁目","[古墳時代][奈良時代]","横穴墓","","",139.6616543,35.59408267,"1"
1311104100,13111,"41","かみぬまべにいのさとよこあなぼぐん","上沼部新居里横穴墓群","大田区 田園調布四丁目","[古墳時代][奈良時代]","横穴墓","","",139.6619011,35.59460613,"1"
1311104200,13111,"42","かみぬまべふきあげほくぶよこあなぼぐん","上沼部吹上北部横穴墓群","大田区 田園調布五丁目","[古墳時代][奈良時代]","横穴墓","","木製品　人骨",139.6603512,35.59931764,"1"
1311104300,13111,"43","かみぬまべふきあげなんぶよこあなぼぐん","上沼部吹上南部横穴墓群","大田区 田園調布五丁目","[古墳時代][奈良時代]","横穴墓","","人骨",139.6582484,35.59718903,"1"
1311104400,13111,"44","かみぬまべ29ばんちよこあなぼ","上沼部29番地横穴墓","大田区 田園調布五丁目","[古墳時代][奈良時代]","横穴墓","","",139.6576046,35.59610725,"1"
1311104600,13111,"46","でんえんちょうふほんちょう24ばんよこあなぼ","田園調布本町24番横穴墓","大田区 田園調布本町","[古墳時代][奈良時代]","横穴墓","","",139.6745531,35.58391891,"1"
1311104700,13111,"47","でんえんちょうふほんちょう26ばんよこあなぼ","田園調布本町26番横穴墓","大田区 田園調布本町","[古墳時代][奈良時代]","横穴墓","","人骨",139.6743063,35.5827497,"1"
1311104900,13111,"49","ゆきがやぎょうにんづか","雪ヶ谷行人塚","大田区 東雪谷二丁目","[奈良時代][平安時代]","墳墓","","",139.6847028,35.5965309,"1"
1311106100,13111,"61","みなみまごめいっちょうめよこあなぼぐん","南馬込一丁目横穴墓群","大田区 南馬込一丁目","[古墳時代][奈良時代]","横穴墓","","直刀　人骨",139.7128043,35.59316087,"1"
1311106400,13111,"64","つかごしよこあなぼぐん","塚越横穴墓群","大田区 南馬込五丁目　 西馬込二丁目　 仲池上一丁目　 仲池上二丁目　 上池台五丁目","[古墳時代][奈良時代]","横穴墓","[古墳時代][奈良時代]切石羨門","鉄鏃　刀子　金銅製頭椎大刀　金銅製圭頭大刀　直刀　轡　杏葉　挂甲小札　人骨",139.7028265,35.58682673,"1"
1311106800,13111,"68","さんのういっちょうめよこあなぼぐん","山王一丁目横穴墓群","大田区 山王一丁目","[古墳時代][奈良時代]","横穴墓","","人骨",139.7217452,35.59301536,"1"
1311107000,13111,"70","くまのじんじゃまえかいづか・あらいじゅくじょうあと","熊野神社前貝塚・新井宿城跡","大田区 山王三丁目","[奈良時代][平安時代][中世]","貝塚・城館","","土師器　須恵器　獣骨",139.721874,35.58434285,"1"
1311107300,13111,"73","さんのういせき・さんのういせきないよこあなぼぐん","山王遺跡・山王遺跡内横穴墓群","大田区 山王二丁目　 山王三丁目","[弥生時代（中期～後期）][古墳時代][奈良時代]","集落・貝塚・横穴墓","[弥生時代]環濠　住居　方形周溝墓　[古墳時代]住居　[奈良時代]横穴墓3基　[時期不明]地下式土坑","弥生土器　石器　土師器　須恵器　鉄鏃　刀子　直刀　人骨",139.7252696,35.58752753,"1"
1311107900,13111,"79","くがはらよんちょうめよこあなぼぐん","久が原四丁目横穴墓群","大田区 久が原四丁目","[古墳時代][奈良時代]","横穴墓","","人骨",139.6921765,35.5802942,"1"
1311108000,13111,"80","くがはらよこあなぼぐん","久ヶ原横穴墓群","大田区 久が原四丁目　 久が原五丁目　 久が原六丁目　 南久が原一丁目　 千鳥一丁目","[古墳時代][奈良時代]","横穴墓","[古墳時代][奈良時代]組合式石棺　切石羨門","土師器　須恵器　鉄鏃　刀子　管玉　勾玉　丸玉　金環　人骨",139.6937644,35.57514582,"1"
1311108200,13111,"82","ゆきがやささまるおおつか","雪ヶ谷笹丸大塚","大田区 東雪谷一丁目","[奈良時代][平安時代]","墳墓","","",139.6880781,35.5987558,"1"
1311108800,13111,"88","ねぎしよこあなぼぐん","根岸横穴墓群","大田区 南久が原一丁目　 千鳥三丁目","[古墳時代][奈良時代]","横穴墓","[古墳時代][奈良時代]横穴墓（切石羨門）","須恵器　切石羨門　人骨",139.6880959,35.5740285,"1"
1311108900,13111,"89","こうみょうじよこあなぼぐん","光明寺横穴墓群","大田区 鵜の木一丁目","[古墳時代][奈良時代]","横穴墓","3基","土師器　須恵器　刀子　人骨",139.6837453,35.57359218,"1"
1311109001,13111,"90-1","こうみょうじいせき","光明寺遺跡","大田区 鵜の木一丁目","[旧石器時代][縄文時代（早期）][弥生時代][古墳時代][奈良時代][中世][近世]","集落・その他（墓地）","[旧石器時代]石器集中　礫群　[縄文時代]陥し穴　[弥生時代]住居　方形周溝墓　[中世][近世]竪穴状遺構　墓地　集石土坑　集石","石器　礫　縄文土器　弥生土器　陶磁器　蔵骨器　板碑",139.684314,35.57385397,"1"
1311109100,13111,"91","きりがやよこあなぼぐん","桐ヶ谷横穴墓群","大田区 中央五丁目","[古墳時代][奈良時代]","横穴墓","13基　[古墳時代][奈良時代]切石羨門　横穴墓","人骨",139.7125128,35.58064849,"1"
1311109200,13111,"92","じゅうにてん（じゅうにてんにし）いせき","十二天（十二天西）遺跡","大田区 中央八丁目","[奈良時代][平安時代]","官衙","","須恵器　土師器　灰釉陶器　銅製?帯　木製品",139.7176412,35.57159067,"1"
1311109300,13111,"93","おなづかかいづか","女塚貝塚","大田区 西蒲田四丁目　 西蒲田五丁目","[弥生時代（後期）][奈良時代][平安時代]","貝塚・その他（祭祀遺構）","井戸","土師器　砥石　鉄器　滑石製紡錘車　石製品",139.717035,35.56813481,"1"
1311109500,13111,"95","えんとんじかいづか","円頓寺貝塚","大田区 蒲田二丁目","[奈良時代][平安時代]","貝塚","","土師器　須恵器",139.7239014,35.56501045,"1"
1311109900,13111,"99","みちづかかいづか","道塚貝塚","大田区 新蒲田三丁目","[奈良時代][平安時代]","貝塚","","土師器　須恵器",139.7061345,35.55748705,"1"
1311110200,13111,"102","てんそじんじゃかいづか","天祖神社貝塚","大田区 西糀谷四丁目","[奈良時代][平安時代]","貝塚","","土師器",139.7305748,35.5558112,"1"
1311110300,13111,"103","しもぶくろかいづか","下袋貝塚","大田区 北糀谷一丁目","[奈良時代][平安時代]","貝塚","","須恵器",139.7354457,35.56139721,"1"
1311110400,13111,"104","まえかたかいづか","前方貝塚","大田区 大森中二丁目　 大森中三丁目","[奈良時代][平安時代]","貝塚","","土師器",139.731695,35.56634979,"1"
1311110500,13111,"105","じゅうにてんひがし（せんろひがしがわ）かいづか","十二天東（線路東側）貝塚","大田区 大森西七丁目","[奈良時代]","貝塚","","土師器　須恵器",139.7221432,35.56990786,"1"
1311110800,13111,"108","いけがみ・ひらつかいせき","池上・平塚遺跡","大田区 上池台一丁目","[奈良時代][平安時代]","墳墓","","",139.6992915,35.59965382,"1"
1311110900,13111,"109","かめづかよこあなぼぐん","亀塚横穴墓群","大田区 田園調布一丁目","[古墳時代][奈良時代]","横穴墓","","",139.6674304,35.58826255,"1"
1311111100,13111,"111","ひがしまごめいっちょうめ2ばんよこあなぼ","東馬込一丁目2番横穴墓","大田区 東馬込一丁目","[古墳時代][奈良時代]","横穴墓","","人骨",139.7139231,35.59992413,"1"
1311111800,13111,"118","にしまごめにちょうめ2ばんよこあなぼ","西馬込二丁目2番横穴墓","大田区 西馬込二丁目","[古墳時代][奈良時代]","横穴墓","","",139.7055335,35.58684706,"1"
1311112300,13111,"123","にしみねまち33ばんよこあなぼ","西嶺町33番横穴墓","大田区 西嶺町","[古墳時代][奈良時代]","横穴墓","","人骨",139.6772339,35.58187841,"1"
1311112400,13111,"124","ほんもんじうらよこあなぼぐん","本門寺裏横穴墓群","大田区 池上一丁目　 中央五丁目","[古墳時代][奈良時代]","横穴墓","9基　[古墳時代][奈良時代]切石羨門","人骨",139.7067972,35.58163921,"1"
1311112500,13111,"125","あらいじゅくよこあなぼぐん","新井宿横穴墓群","大田区 山王四丁目","[古墳時代][奈良時代]","横穴墓","[古墳時代][奈良時代]横穴墓18基","直刀　人骨",139.7218012,35.58782117,"1"
1311113200,13111,"132","さんのうよこあなぼぐん","山王横穴墓群","大田区 山王一丁目","[古墳時代][奈良時代]","横穴墓","[古墳時代]横穴墓8基","須恵器　土師器　人骨",139.7241028,35.59222927,"1"
1311113300,13111,"133","でんえんちょうふほんちょう19ばんよこあなぼ","田園調布本町19番横穴墓","大田区 田園調布本町","[古墳時代][奈良時代]","横穴墓","","",139.6749924,35.58523967,"1"
1311114400,13111,"144","たまがわだいこうえんないよこあなぼ","多摩川台公園内横穴墓","大田区 田園調布一丁目","[古墳時代][奈良時代]","横穴墓","","埴輪　人骨",139.6659315,35.58950333,"1"
1311114600,13111,"146","きたせんぞくさんちょうめ10ばんよこあなぼ","北千束三丁目10番横穴墓","大田区 北千束三丁目","[古墳時代][奈良時代]","横穴墓","","人骨",139.6886765,35.60609209,"1"
1311114900,13111,"149","こいけよこあなぼ","小池横穴墓","大田区 上池台一丁目","[古墳時代][奈良時代]","横穴墓","","",139.6969071,35.60115284,"1"
1311115000,13111,"150","どりこのさかよこあなぼぐん","どりこの坂横穴墓群","大田区 田園調布二丁目","[古墳時代][奈良時代]","横穴墓","2基　[古墳時代][奈良時代]横穴墓","人骨",139.6691194,35.59193157,"1"
1311115200,13111,"152","みなみまごめよんちょうめ27ばんよこあなぼ","南馬込四丁目27番横穴墓","大田区 南馬込四丁目","[古墳時代][奈良時代]","横穴墓","","",139.7137962,35.58605791,"1"
1311115400,13111,"154","ほうようじうらよこあなぼ","法養寺裏横穴墓","大田区 池上一丁目","[古墳時代][奈良時代]","横穴墓","","",139.707876,35.57802057,"1"
1311116100,13111,"161","ちょうしょうじうらよこあなぼぐん","長勝寺裏横穴墓群","大田区 中央六丁目","[古墳時代][奈良時代]","横穴墓","","",139.7113694,35.5784336,"1"
1311116700,13111,"167","ひらはりよこあなぼぐん","平張横穴墓群","大田区 南馬込三丁目","[古墳時代][奈良時代]","横穴墓","","人骨",139.718069,35.58562107,"1"
1311116800,13111,"168","うのきいっちょうめよこあなぼぐん","鵜の木一丁目横穴墓群","大田区 鵜の木一丁目","[古墳時代][奈良時代]","横穴墓","2基　[古墳時代][奈良時代]横穴墓","土師器　須恵器　人骨",139.6814408,35.57724445,"1"
1311117400,13111,"174","なかまごめさんちょうめ2・11ばんよこあなぼ","中馬込三丁目2・11番横穴墓","大田区 中馬込三丁目","[古墳時代][奈良時代]","横穴墓","","人骨",139.7036202,35.59313895,"1"
1311117500,13111,"175","さんのうさんちょうめ37ばんよこあなぼ","山王三丁目37番横穴墓","大田区 山王三丁目","[古墳時代][奈良時代]","横穴墓","","人骨",139.723946,35.58572289,"1"
1311117600,13111,"176","くぼよこあなぼ","久保横穴墓","大田区 南馬込一丁目","[古墳時代][奈良時代]","横穴墓","[古墳時代][奈良時代]横穴墓1基","人骨",139.715143,35.59172559,"1"
1311117700,13111,"177","かみいけがみよこあなぼ","上池上横穴墓","大田区 上池台五丁目","[古墳時代][奈良時代]","横穴墓","[古墳時代][奈良時代]横穴墓1基","人骨",139.7020967,35.59533746,"1"
1311117800,13111,"178","おおもりしゃてきばあとよこあなぼぐん","大森射的場跡横穴墓群","大田区 山王二丁目","[古墳時代][奈良時代]","横穴墓","","",139.722665,35.58984764,"1"
1311117900,13111,"179","もとはっけいえんうらよこあなぼ","元八景園裏横穴墓","大田区 山王二丁目","[古墳時代][奈良時代]","横穴墓","","須恵器　人骨",139.7268606,35.58769639,"1"
1311118000,13111,"180","さんのうにちょうめ14・24ばんよこあなぼ","山王二丁目14・24番横穴墓","大田区 山王二丁目","[古墳時代][奈良時代]","横穴墓","","須恵器",139.7242232,35.58875384,"1"
1311118600,13111,"186","みわいつくしまじんじゃいせき","三輪厳島神社遺跡","大田区 大森東四丁目","[奈良時代]","社寺","","瓦",139.7363434,35.56694695,"1"
1311120100,13111,"201","せいこうあんかいづか","清光庵貝塚","大田区 西糀谷一丁目","[奈良時代][平安時代]","貝塚","","",139.7308758,35.55996708,"1"
1311120200,13111,"202","にしこうじやこうしんづか","西糀谷庚申塚","大田区 西糀谷一丁目　 西糀谷二丁目　 西糀谷三丁目　 西糀谷四丁目","[奈良時代][平安時代]","貝塚","","",139.7333488,35.55691223,"1"
1311120600,13111,"206","まちやいなりかいづか","町屋稲荷貝塚","大田区 西六郷一丁目","[奈良時代][平安時代]","貝塚","","",139.7094385,35.55430802,"1"
1311120800,13111,"208","にしろくごういっちょうめ22ばんかいづか","西六郷一丁目22番貝塚","大田区 西六郷一丁目","[奈良時代][平安時代][中世]","貝塚","","",139.7065417,35.55395887,"1"
1311121100,13111,"211","ふるかわやくしどうあといせき","古川薬師堂跡遺跡","大田区 西六郷二丁目","[奈良時代]","社寺","","",139.7042618,35.54952485,"1"
1311121200,13111,"212","たかはたかいづか","高畑貝塚","大田区 西六郷二丁目","[奈良時代][平安時代]","貝塚","","",139.707502,35.54839006,"1"
1311121300,13111,"213","まちや242ばんかいづか","町屋242番貝塚","大田区 仲六郷一丁目","[奈良時代][平安時代]","貝塚","","",139.7134392,35.55298868,"1"
1311121700,13111,"217","とうよういんうらかいづか","東陽院裏貝塚","大田区 仲六郷四丁目","[奈良時代][平安時代]","貝塚","","",139.7096275,35.54425197,"1"
1311121900,13111,"219","ろくごうばしふきんかいづか","六郷橋付近貝塚","大田区 仲六郷四丁目","[奈良時代][平安時代]","貝塚","","土器",139.7079967,35.54011399,"1"
1311122000,13111,"220","かんじょうじうらかいづか","勧乗寺裏貝塚","大田区 東六郷三丁目","[奈良時代][平安時代]","貝塚","","",139.7120093,35.54222665,"1"
1311122400,13111,"224","でんえんちょうふいっちょうめ30ばんよこあなぼ","田園調布一丁目30番横穴墓","大田区 田園調布一丁目","[古墳時代][奈良時代]","横穴墓","","",139.6709017,35.58843123,"1"
1311123100,13111,"231","にいのさとよこあなぼぐん","新居里横穴墓群","大田区 田園調布五丁目","[古墳時代][奈良時代]","横穴墓","[古墳時代][奈良時代]横穴墓2基","人骨",139.659344,35.59489354,"1"
1311123200,13111,"232","どうでらよこあなぼ","堂寺横穴墓","大田区 東馬込一丁目","[古墳時代][奈良時代]","横穴墓","[古墳時代][奈良時代]横穴墓1基","人骨　須恵器",139.712795,35.59553912,"1"
1311123500,13111,"235","ちゅうおうろくちょうめ4ばんよこあなぼ","中央六丁目4番横穴墓","大田区 中央六丁目","[古墳時代][奈良時代]","横穴墓","[古墳時代][奈良時代]横穴墓1基","人骨",139.7108853,35.57889179,"1"
1311123600,13111,"236","みなみくがはらにちょうめ4ばんよこあなぼ","南久が原二丁目4番横穴墓","大田区 南久が原二丁目","[古墳時代][奈良時代]","横穴墓","[古墳時代][奈良時代]横穴墓1基","人骨",139.6873466,35.5780418,"1"
1311200100,13112,"1","からすやまいせき","烏山遺跡","世田谷区 北烏山六丁目　 北烏山七丁目　 北烏山八丁目　 北烏山九丁目","[旧石器時代][縄文時代（早期～後期）][古墳時代][奈良時代][平安時代][近世]","集落","ピット　陥穴　円形土坑　溝　畝　道路","縄文土器　石器　土師器　石墨　陶磁器　銭貨　煙管",139.59153,35.67412332,"1"
1311200300,13112,"3","そしがやおおみちきたいせき","祖師谷大道北遺跡","世田谷区 上祖師谷六丁目　上祖師谷七丁目　給田一丁目","[旧石器時代][縄文時代（中期～後期）][弥生時代（後期）][古墳時代][奈良時代][平安時代][中世][近世]","集落","[旧石器時代]ブロック　[縄文時代]住居　竪穴　[古墳時代]住居　[中世][近世]井戸　地下式土坑　[時期不明]ピット　溝","ナイフ形石器　削器　縄文土器　石器　土師器　鉄鏃　陶器　カワラケ　土師質土器　羽釜　内耳鍋　鉄片　石臼　板碑　漆器　桶",139.596436,35.659981,"1"
1311201800,13112,"18","しものしんめいいせき","下神明遺跡","世田谷区 成城一丁目　成城三丁目","[旧石器時代][縄文時代（早期・中期～後期）][弥生時代][古墳時代][奈良時代][平安時代][中世][近世]","集落","[旧石器時代]ブロック　ブロック　礫群　[縄文時代]土坑　ピット　土坑　[古墳時代]住居址　[平安時代]住居址　[近世]溝　土坑　ピット　溝","（旧石器）石器・剥片　（縄文）縄文土器・石器　（古墳）土師器・石器　（平安）土師器・須恵器・砥石　（近世）煙管",139.5990011,35.63509307,"1"
1311202300,13112,"23","みやのはらいせき","宮之原遺跡","世田谷区 喜多見四丁目","[旧石器時代][縄文時代（早期～中期）][古墳時代][奈良時代][平安時代][近世]","集落","[縄文時代]集石　[弥生時代]住居　[古墳時代]住居","縄文土器　石器　弥生土器　土師器　須恵器　灰釉陶器　鉄鏃　刀子　鉄製農工具　土師質土器　瓦　砥石　土器片錘　土錘",139.5935426,35.62879711,"1"
1311204500,13112,"45","にしやとおうけつぼぐん・にしやといせき","西谷戸横穴墓群・西谷戸遺跡","世田谷区 大蔵四丁目　 岡本三丁目","[旧石器時代][古墳時代][奈良時代][平安時代]","集落・横穴墓","[旧石器時代]ブロック　礫群　[古墳時代]33基　[奈良～平安時代]住居","縄文土器　弥生土器　土師器　須恵器　石器　鉄鏃　直刀　刀子　装飾品（玉類他）",139.611984,35.63039,"1"
1311204800,13112,"48","うえのだいいせき","上之台遺跡","世田谷区 砧八丁目　 祖師谷三丁目","[旧石器時代][縄文時代（早期～中期）][弥生時代（後期）][古墳時代][奈良時代][中世]","集落","[縄文時代]住居　集石　集石土坑　土坑　[古墳時代]住居　[時期不明]溝　段状遺溝","石器　縄文土器　石器　焼礫　弥生土器　土師器　須恵器　鉄鏃　鉄製品　青銅製品　泥人形",139.604996,35.64027,"1"
1311204900,13112,"49","おかもとやとおうけつぼぐん","岡本谷戸横穴墓群","世田谷区 岡本一丁目","[古墳時代][奈良時代]","横穴墓","","鉄鏃　刀子　鉄製品　円頭大刀　人骨",139.620575,35.624981,"1"
1311205200,13112,"52","どうがやといせき","堂ヶ谷戸遺跡","世田谷区 岡本一丁目　 岡本二丁目　 岡本三丁目","[旧石器時代][縄文時代（早期～晩期）][弥生時代（後期）][古墳時代][奈良時代][平安時代][中世][近世]","集落","[縄文時代]住居　集石　集石土坑　土坑　ピット　[弥生時代][古墳時代][奈良時代][平安時代]住居　竪穴　[近世]溝","石器　縄文土器　弥生土器　土製品　土師器　須恵器　鉄製品　銅鏃　玉類　陶磁器　砥石　煙管",139.620575,35.624981,"1"
1311205400,13112,"54","ふなばしほんむらきたいせき","船橋本村北遺跡","世田谷区 船橋四丁目　 船橋七丁目","[縄文時代（早期～中期）][古墳時代][奈良時代][平安時代]","集落","[縄文時代]集石　炉穴群　土坑　[奈良時代][平安時代]住居　井戸","縄文土器　石珠　土師器",139.619125,35.65461,"1"
1311210500,13112,"105","せたいせき・せたじょうせき","瀬田遺跡・瀬田城跡","世田谷区 瀬田一丁目 瀬田二丁目","[旧石器時代][縄文時代（早期～後期）][弥生時代（後期）][古墳時代][奈良時代][平安時代][中世][近世]","集落・城館","[旧石器時代]ブロック 礫群 [縄文時代]住居 土坑 ピット [弥生時代～古墳時代]住居 [奈良～平安時代]住居 [近世]ピット 土坑 井戸 溝 配石","石器 縄文土器 石器 礫 けつ状耳飾 弥生土器 土師器 須恵器 陶器 灰釉陶器 土製品 陶磁器",139.6318,35.61599,"1"
1311210700,13112,"107","しもやまいせき","下山遺跡","世田谷区 瀬田四丁目 瀬田五丁目","[旧石器時代][縄文時代（早期～晩期）][弥生時代（後期）][古墳時代][奈良時代][平安時代][中世][近世]","集落","[旧石器時代]ブロック 礫群 [縄文時代]住居 集石 炉穴 土坑 ピット [弥生時代]環濠 住居 方形周溝墓 墓壙 甕棺 溝状遺構 [古墳時代]住居 円形周溝墓 [奈良時代][平安時代]住居","ナイフ形石器 尖頭器 礫器 縄文土器 打斧 石鏃 土錘 けつ状耳飾 弥生土器 抉入石斧 石包丁 石皿 土師器 須恵器 土製紡錘車 土製勾玉 ソロバン玉状土製品 石櫃 陶磁器 カワラケ 瓦質土器 煙管 銭貨",139.6244,35.62158,"1"
1311211700,13112,"117","かまがやいせき","鎌ヶ谷遺跡","世田谷区 瀬田一丁目","[旧石器時代][縄文時代（早期～中期）][弥生時代（後期）][古墳時代][奈良時代][平安時代][中世][近世]","集落","[旧石器時代]ブロック 礫群 [縄文時代]土坑 ピット [弥生時代][古墳時代]V字溝 溝状遺構","縄文土器 石器 弥生土器 土師器 須恵器 陶器",139.6336,35.6134,"1"
1311212600,13112,"126","しものげきしおうけつぼぐん","下野毛岸横穴墓群","世田谷区 野毛三丁目","[古墳時代][奈良時代]","横穴墓","","須恵器 人骨",139.6397,35.60726,"1"
1311215900,13112,"159","きたみじんやいせき","喜多見陣屋遺跡","世田谷区 喜多見一丁目 喜多見三丁目 喜多見四丁目","[旧石器時代][縄文時代（早期～晩期）][弥生時代（中期～後期][古墳時代][奈良時代][平安時代][中世][近世]","集落","[旧石器時代]ブロック [縄文時代]住居 炉穴 土坑 [弥生時代]住居 溝 [古墳時代]住居 竪穴 方形周溝墓 周溝 棺 墓壙 [奈良～平安時代]住居 地下式土坑 [中世～近世]掘立柱建物 ピット 礎石 土坑 井戸 溝 堀 池","石器 縄文土器 弥生土器 土師器 須恵器 埴輪 臼玉 ガラス玉 灰釉 緑釉 陶磁器 土師質土器 鉄製品 鉄鏃 釘 茶臼 羽口 瓦 板碑 銭貨 胞衣容器 人骨 灰釉陶器 円筒埴輪 土製品 鉱滓",139.5966,35.6261,"1"
1311219700,13112,"197","いしいどみなみおうけつ","石井土南横穴","世田谷区 大蔵四丁目","[古墳時代][奈良時代]","横穴墓","","人骨",139.6109078,35.62903015,"1"
1311221500,13112,"215","しょうぎやまいせき","将監山遺跡","世田谷区 瀬田四丁目","[旧石器時代][縄文時代][古墳時代][奈良時代]","包蔵地","","剥片 縄文土器 石器 土師器 陶磁器",139.6279678,35.61990997,"1"
1311223300,13112,"233","みしまのやしき・しもがくとうみなみいせき","三島野屋敷・下覚東南遺跡","世田谷区 喜多見九丁目","[縄文時代（草創期～中期）][弥生時代][古墳時代][奈良時代][平安時代][近世]","集落","","縄文土器 弥生土器 土師器 陶磁器",139.585719,35.64107299,"1"
1311223500,13112,"235","あいのはら","相之原遺跡","世田谷区 喜多見四丁目","[縄文時代（中期）][古墳時代][奈良時代][近世]","集落","[古墳時代]住居 [奈良時代]住居 ピット 土坑 溝 [近世]ピット","縄文土器 土師器 須恵器 鉄鏃 砥石 滑石製臼玉 石製模造品 陶磁器 鉄滓 埴輪 紡錘車",139.5926841,35.63108708,"1"
1311224500,13112,"245","いしいどづか","石井土塚","世田谷区 大蔵三丁目","[古墳時代][奈良時代][平安時代][中世][近世]","塚？","方墳","",139.6073487,35.63401113,"1"
1311224600,13112,"246","かるたいせき","嘉留多遺跡","世田谷区 成城一丁目","[旧石器時代][縄文時代（早期～晩期）][奈良時代][平安時代]","集落","[旧石器時代]ブロック 礫群 炭化物集中箇所 [縄文時代]住居 竪穴状遺構 集石土坑 炉穴群 土坑 ピット [近世]溝状遺構 道路","縄文土器 石器 弥生土器 土師器 須恵器 炭化果核 銭貨",139.6031945,35.63250431,"1"
1311224900,13112,"249","せたうえはらいせき","瀬田上原遺跡","世田谷区 瀬田五丁目","[奈良時代][平安時代][中世]","包蔵地","","土師器 須恵器 カワラケ",139.6246306,35.62443671,"1"
1311226400,13112,"264","きたみしみずいせき","喜多見清水遺跡","世田谷区 喜多見五丁目","[縄文時代（早期・中期～後期）][古墳時代][奈良時代][平安時代][中世][近世]","集落","[奈良時代][平安時代]住居 [中世][近世]土坑 地下式土坑 井戸 溝","縄文土器 土師器 須恵器 土師質土器 陶磁器 石臼 鉄製品",139.6029495,35.62791983,"1"
1311226500,13112,"265","しものだやまいせき","下野田山遺跡","世田谷区 喜多見六丁目","[旧石器時代][古墳時代][奈良時代][平安時代][中世][近世]","集落","[旧石器時代]ブロック","石器 焼礫 土師器 陶器 カワラケ",139.6039245,35.6300624,"1"
1311227400,13112,"274","たきがやいせき","滝ヶ谷遺跡","世田谷区 瀬田四丁目","[旧石器時代][縄文時代（早期～中期）][奈良時代][近世]","集落","[旧石器時代]ブロック 礫群 [縄文時代]住居 土坑 溝 [古墳時代]土坑? [奈良時代]住居","主な出土品",139.6263713,35.62034255,"1"
1311228000,13112,"280","きたみなかどおりいせき","喜多見中通遺跡","世田谷区 喜多見七丁目","[縄文時代（中期～晩期）][古墳時代][奈良時代][平安時代][中世][近世]","集落","","土師器",139.5953277,35.63203595,"1"
