JASID,自治体コード,遺跡番号,ふりがな,遺跡名,所在地,時代,種別,主な遺構/概要,主な出土品,経度,緯度,色
1311200400,13112,4,かすやはちまんじんじゃ,粕谷八幡神社,世田谷区 粕谷一丁目　 粕谷二丁目,[縄文時代（中期）],包蔵地,,縄文土器,139.611902,35.66315993,"rgb(165,42,42)"
1311200500,13112,5,めぐりさわきたいせき,廻沢北遺跡,世田谷区 船橋七丁目　 千歳台四丁目,[旧石器時代][縄文時代（早期～後期）][近世],集落,[旧石器時代]ブロック　[縄文時代]住居　集石土坑　土坑　土壙　[近世]溝,ナイフ形石器　尖頭器　細石刃　細石刃核　掻器　削器　彫器　錐　斧形石器　敲石　石核　縄文土器　土製品　陶磁器　和釘　玩具,139.6152536,35.65838154,"rgb(165,42,42)"
1311200700,13112,7,つりがねいけきたいせき,釣鐘池北遺跡,世田谷区 上祖師谷三丁目　 祖師谷六丁目,[縄文時代（早期～晩期）][平安時代][中世][近世],集落,[縄文時代]住居　集石土坑　土坑　ピット　[平安時代][中世][近世]竪穴　ピット　土坑　溝　炭窯,縄文土器　打斧　磨斧　石鏃　土製円板　大珠　土師器　須恵器　土師質土器　陶磁器　カワラケ　銭貨,139.6035377,35.65423201,"rgb(165,42,42)"
1311200900,13112,9,きぬたちゅうがっこういせき,砧中学校遺跡,世田谷区 成城一丁目　 成城三丁目,[旧石器時代][縄文時代（早期～晩期）][弥生時代][古墳時代][平安時代][近世],集落,[縄文時代]住居址　土坑　集石　ピット　礫群　[弥生時代]住居址　[古墳時代]住居址　古墳周溝　[古（以降）]集石土坑　土坑　ピット　溝　[近世]竪穴　土坑　ピット　溝,（縄文）縄文土器・石器　（弥生）土器、　（古墳）土師器・須恵器・石器・刀子　（近世）陶器,139.6006734,35.63379948,"rgb(165,42,42)"
1311201800,13112,18,しものしんめいいせき,下神明遺跡,世田谷区 成城一丁目　成城三丁目,[旧石器時代][縄文時代（早期・中期～後期）][弥生時代][古墳時代][奈良時代][平安時代][中世][近世],集落,[旧石器時代]ブロック　ブロック　礫群　[縄文時代]土坑　ピット　土坑　[古墳時代]住居址　[平安時代]住居址　[近世]溝　土坑　ピット　溝,（旧石器）石器・剥片　（縄文）縄文土器・石器　（古墳）土師器・石器　（平安）土師器・須恵器・砥石　（近世）煙管,139.5990011,35.63509307,"rgb(165,42,42)"
1311201900,13112,19,かみのしんめいいせき,上神明遺跡,世田谷区 成城四丁目　 成城五丁目,[旧石器時代][縄文時代（早期～晩期）][弥生時代][古墳時代][平安時代][中世][近世],集落,[縄文時代]住居　土坑　[弥生時代][古墳時代]住居　ピット群　方形周溝墓,石器　縄文土器　弥生土器　土師器　須恵器　鉄製品　土製品,139.5923661,35.6414265,"rgb(165,42,42)"
1311202200,13112,22,ひがしのはらいせき,東之原遺跡,世田谷区 成城六丁目,[縄文時代（中期）],包蔵地,,縄文土器,139.5986874,35.64361844,"rgb(165,42,42)"
1311202300,13112,23,みやのはらいせき,宮之原遺跡,世田谷区 喜多見四丁目,[旧石器時代][縄文時代（早期～中期）][古墳時代][奈良時代][平安時代][近世],集落,[縄文時代]集石　[弥生時代]住居　[古墳時代]住居,縄文土器　石器　弥生土器　土師器　須恵器　灰釉陶器　鉄鏃　刀子　鉄製農工具　土師質土器　瓦　砥石　土器片錘　土錘,139.5935426,35.62879711,"rgb(165,42,42)"
1311204800,13112,48,うえのだいいせき,上之台遺跡,世田谷区 砧八丁目　 祖師谷三丁目,[旧石器時代][縄文時代（早期～中期）][弥生時代（後期）][古墳時代][奈良時代][中世],集落,[縄文時代]住居　集石　集石土坑　土坑　[古墳時代]住居　[時期不明]溝　段状遺溝,石器　縄文土器　石器　焼礫　弥生土器　土師器　須恵器　鉄鏃　鉄製品　青銅製品　泥人形,139.604996,35.64027,"rgb(165,42,42)"
1311205200,13112,52,どうがやといせき,堂ヶ谷戸遺跡,世田谷区 岡本一丁目　 岡本二丁目　 岡本三丁目,[旧石器時代][縄文時代（早期～晩期）][弥生時代（後期）][古墳時代][奈良時代][平安時代][中世][近世],集落,[縄文時代]住居　集石　集石土坑　土坑　ピット　[弥生時代][古墳時代][奈良時代][平安時代]住居　竪穴　[近世]溝,石器　縄文土器　弥生土器　土製品　土師器　須恵器　鉄製品　銅鏃　玉類　陶磁器　砥石　煙管,139.620575,35.624981,"rgb(165,42,42)"
1311205300,13112,53,はちまんやまいせき,八幡山遺跡,世田谷区 八幡山一丁目　 八幡山二丁目,[縄文時代（早期～後期）][中世][近世],集落,[縄文時代]住居　[近世]竪穴　井戸　炭窯,縄文土器　石器　石皿　台石　砥石　土錘　陶器　瓦　砥石　石臼　鉄製品,139.62178,35.660549,"rgb(165,42,42)"
1311205400,13112,54,ふなばしほんむらきたいせき,船橋本村北遺跡,世田谷区 船橋四丁目　 船橋七丁目,[縄文時代（早期～中期）][古墳時代][奈良時代][平安時代],集落,[縄文時代]集石　炉穴群　土坑　[奈良時代][平安時代]住居　井戸,縄文土器　石珠　土師器,139.619125,35.65461,"rgb(165,42,42)"
1311205500,13112,55,ちとせいせき,千歳遺跡,世田谷区 船橋三丁目,[縄文時代（早期～中期）],集落,,縄文土器　石器　土偶,139.623856,35.652687,"rgb(165,42,42)"
1311205600,13112,56,ふなばしほんむらみなみいせき,船橋本村南遺跡,世田谷区 船橋四丁目,[縄文時代（中期）],包蔵地,,縄文土器,139.619125,35.65461,"rgb(165,42,42)"
1311205700,13112,57,とのたけいせき,殿竹遺跡,世田谷区 上北沢二丁目,[縄文時代（中期）],包蔵地,,縄文土器,139.619995,35.666279,"rgb(165,42,42)"
1311205800,13112,58,むかいやまいせき,向山遺跡,世田谷区 桜上水三丁目,[旧石器時代][縄文時代（中期）][中世][近世],集落,[縄文時代]住居　竪穴　土坑　ピット　[中世]井戸　溝,,139.633484,35.660751,"rgb(165,42,42)"
1311205900,13112,59,みどりがおかちゅうがっこういせき,緑ヶ丘中学校遺跡,世田谷区 桜上水三丁目,[縄文時代],包蔵地,,縄文土器　石器,139.633484,35.660751,"rgb(165,42,42)"
1311206000,13112,60,ひがしきょうどうだんちいせき,東経堂団地遺跡,世田谷区 桜上水一丁目,[縄文時代（中期）],包蔵地,,縄文土器,139.631516,35.658089,"rgb(165,42,42)"
1311206100,13112,61,えげのやまいせき,江下山遺跡,世田谷区 桜上水一丁目　 宮坂三丁目,[縄文時代（中期）],包蔵地,,縄文土器,139.631516,35.658089,"rgb(165,42,42)"
1311206200,13112,62,あらいいせき,新井遺跡,世田谷区 赤堤一丁目,[縄文時代（早期・中期）][近世],集落,[近世]溝,縄文土器　石器,139.641525,35.655247,"rgb(165,42,42)"
1311206400,13112,64,まえやといせき・あかつつみじんやあと,前谷戸遺跡・赤堤陣屋跡,世田谷区 赤堤一丁目　 赤堤二丁目　 豪徳寺一丁目,[旧石器時代][縄文時代（中期）][弥生時代][近世],包蔵地・その他（陣屋）,,石器　縄文土器　弥生土器,139.641525,35.655247,"rgb(165,42,42)"
1311206500,13112,65,みやまいせき,宮前遺跡,世田谷区 赤堤二丁目,[縄文時代（中期）][弥生時代],包蔵地,,縄文土器　石器　弥生土器,139.645782,35.658005,"rgb(165,42,42)"
1311206600,13112,66,うしろやといせき,後谷戸遺跡,世田谷区 赤堤三丁目,[縄文時代（中期）][弥生時代][近世],集落,[近世]溝,縄文土器　陶磁器　土師質土器　弥生土器,139.638824,35.658394,"rgb(165,42,42)"
1311206800,13112,68,えんじょういんいせき,円乗院遺跡,世田谷区 代田二丁目,[縄文時代（早期）][弥生時代（後期）][古墳時代],集落,[弥生時代]住居 竪穴 [弥生時代][古墳時代]住居 溝,縄文土器 弥生土器 石器 土師器,139.6633,35.65531,"rgb(165,42,42)"
1311207000,13112,70,ねづやまいせき,根津山遺跡,世田谷区 代田四丁目 松原六丁目,[旧石器時代][縄文時代（草創期～中期）][近世],集落,,,139.6555,35.65914,"rgb(165,42,42)"
1311207200,13112,72,だいたにしまるいせき,代田西丸遺跡,世田谷区 代田四丁目,[縄文時代],包蔵地,,石棒,139.6592,35.66143,"rgb(165,42,42)"
1311207300,13112,73,ひがしおおはらいせき,東大原遺跡,世田谷区 大原一丁目 代田六丁目,[縄文時代（中期）],包蔵地,,縄文土器,139.6628,35.66686,"rgb(165,42,42)"
1311207400,13112,74,まもりやまいせき,守山遺跡,世田谷区 代田六丁目,[縄文時代（中期）][弥生時代],包蔵地,,縄文土器 石器 弥生土器,139.6617,35.66532,"rgb(165,42,42)"
1311207500,13112,75,めいだいまええきいせき,明大前駅遺跡,世田谷区 松原一丁目,[縄文時代（後期）][近世],集落,[縄文時代]竪穴 土坑 ピット [近世]井戸,縄文土器 石器,139.6512,35.66923,"rgb(165,42,42)"
1311207600,13112,76,まつばらはねぎどおりいせき,松原羽根木通遺跡,世田谷区 羽根木二丁目 松原一丁目 松原五丁目,[縄文時代（早期～晩期）][近世],集落,[縄文時代]住居 掘立柱建物 竪穴 炉 焼土 土坑 ピット [近世]建物 溝,尖頭器 縄文土器 石器 石製品 陶磁器,139.6543,35.66495,"rgb(165,42,42)"
1311207700,13112,77,まつばらしょうがっこういせき,松原小学校遺跡,世田谷区 松原五丁目,[縄文時代（中期～後期）],包蔵地,,縄文土器 石器 石棒 石剣 土偶,139.6511,35.66374,"rgb(165,42,42)"
1311207900,13112,79,はねぎやまだていまえいせき,羽根木山田邸前遺跡,世田谷区 羽根木一丁目 代田四丁目,[縄文時代（中期）],集落,[縄文時代]住居,縄文土器,139.6581,35.66298,"rgb(165,42,42)"
1311208100,13112,81,さくらがおかいせき,桜ヶ丘遺跡,世田谷区 羽根木一丁目 松原五丁目,[縄文時代（中期）],包蔵地,,縄文土器,139.6566,35.66301,"rgb(165,42,42)"
1311208200,13112,82,しもざんやいせき,下山谷遺跡,世田谷区 北沢三丁目,[縄文時代（中期）],包蔵地,,縄文土器,139.672,35.66532,"rgb(165,42,42)"
1311208300,13112,83,おおざんやいせき,大山谷遺跡,世田谷区 大原一丁目 北沢四丁目 北沢五丁目,[縄文時代（中期）],包蔵地,,縄文土器,139.6664,35.66835,"rgb(165,42,42)"
1311208400,13112,84,いけのうえいせき,池之上遺跡,世田谷区 代沢二丁目,[縄文時代（中期）],包蔵地,,縄文土器,139.6736,35.65812,"rgb(165,42,42)"
1311208500,13112,85,たもんやまいせき・みしゅくじょうあと,多聞山遺跡・三宿城跡,世田谷区 三宿二丁目,[縄文時代（早期～後期）][古墳時代][中世][近世],集落 城館,[縄文時代]炉 土坑 [古墳時代]住居 [中世]溝,縄文土器 石器 土師器 炭化物,139.6755,35.65216,"rgb(165,42,42)"
1311208600,13112,86,さくらぎいせき,桜木遺跡,世田谷区 桜一丁目,[旧石器時代][縄文時代（早期～後期）][弥生時代（中期）][古墳時代][平安][その他（近代）],集落,,縄文土器 石器 貝斧,139.6412,35.64488,"rgb(165,42,42)"
1311208700,13112,87,みやのさかいせき,宮ノ坂遺跡,世田谷区 宮坂一丁目,[縄文時代（中期）],包蔵地,,縄文土器 石器,139.6439,35.64958,"rgb(165,42,42)"
1311208900,13112,89,おおとりやまいせき,大鶏山遺跡,世田谷区 豪徳寺二丁目,[縄文時代（中期）][弥生時代],包蔵地,,縄文土器 石器 弥生土器,139.6485,35.64927,"rgb(165,42,42)"
1311209000,13112,90,じょうこうじいせき,浄光寺遺跡,世田谷区 世田谷一丁目,[縄文時代（中期）],包蔵地,,縄文土器,139.647,35.64023,"rgb(165,42,42)"
1311209100,13112,91,もとじゅくいせき,元宿遺跡,世田谷区 世田谷四丁目,[縄文時代（早期～前期）],集落,,縄文土器,139.6526,35.64828,"rgb(165,42,42)"
1311209200,13112,92,まつがおかいせき,松ヶ丘遺跡,世田谷区 桜三丁目 弦巻五丁目,[縄文時代（中期）],包蔵地,,縄文土器 打斧 石鏃,139.6409,35.63985,"rgb(165,42,42)"
1311209500,13112,95,いなりしたいせき,稲荷下遺跡,世田谷区 弦巻二丁目 弦巻三丁目 新町三丁目,[縄文時代],包蔵地,,縄文土器 石鏃,139.6484,35.635,"rgb(165,42,42)"
1311209600,13112,96,じゃくずれいせき,蛇崩遺跡,世田谷区 下馬一丁目 池尻一丁目,[旧石器時代][縄文時代（早期～中期）][近世],集落,[縄文時代]住居 集石 屋外炉 炉穴 土坑 [近世]溝,縄文土器 打斧 磨斧 土錘 土偶 土製品 陶磁器 銭貨,139.6846,35.6413,"rgb(165,42,42)"
1311209900,13112,99,さんげんちゃやいせき,三軒茶屋遺跡,世田谷区 三軒茶屋二丁目,[縄文時代（中期）],包蔵地,,縄文土器 打斧,139.6704,35.64323,"rgb(165,42,42)"
1311210000,13112,100,きたまるいせき,北丸遺跡,世田谷区 野沢一丁目,[縄文時代（中期）],包蔵地,,縄文土器 石器,139.6699,35.63502,"rgb(165,42,42)"
1311210300,13112,103,まみだにいせき,狸谷遺跡,世田谷区 駒沢一丁目,[縄文時代（中期）],包蔵地,,縄文土器 石器,139.6581,35.62882,"rgb(165,42,42)"
1311210500,13112,105,せたいせき・せたじょうせき,瀬田遺跡・瀬田城跡,世田谷区 瀬田一丁目 瀬田二丁目,[旧石器時代][縄文時代（早期～後期）][弥生時代（後期）][古墳時代][奈良時代][平安時代][中世][近世],集落・城館,[旧石器時代]ブロック 礫群 [縄文時代]住居 土坑 ピット [弥生時代～古墳時代]住居 [奈良～平安時代]住居 [近世]ピット 土坑 井戸 溝 配石,石器 縄文土器 石器 礫 けつ状耳飾 弥生土器 土師器 須恵器 陶器 灰釉陶器 土製品 陶磁器,139.6318,35.61599,"rgb(165,42,42)"
1311210700,13112,107,しもやまいせき,下山遺跡,世田谷区 瀬田四丁目 瀬田五丁目,[旧石器時代][縄文時代（早期～晩期）][弥生時代（後期）][古墳時代][奈良時代][平安時代][中世][近世],集落,[旧石器時代]ブロック 礫群 [縄文時代]住居 集石 炉穴 土坑 ピット [弥生時代]環濠 住居 方形周溝墓 墓壙 甕棺 溝状遺構 [古墳時代]住居 円形周溝墓 [奈良時代][平安時代]住居,ナイフ形石器 尖頭器 礫器 縄文土器 打斧 石鏃 土錘 けつ状耳飾 弥生土器 抉入石斧 石包丁 石皿 土師器 須恵器 土製紡錘車 土製勾玉 ソロバン玉状土製品 石櫃 陶磁器 カワラケ 瓦質土器 煙管 銭貨,139.6244,35.62158,"rgb(165,42,42)"
1311211200,13112,112,しもやまきたいせき,下山北遺跡,世田谷区 岡本一丁目,[旧石器時代][縄文時代（早期～前期）][弥生時代][古墳時代][中世][近世],集落,[旧石器時代]ブロック [縄文時代]住居 集石 土坑 [弥生時代]住居 溝 [古墳時代]住居 [中世]掘立柱建物 井戸 [近世]建物 門,石器 縄文土器 石器 弥生土器 土師器 ガラス玉,139.6227,35.62252,"rgb(165,42,42)"
1311211600,13112,116,たにくぼいせき,谷久保遺跡,世田谷区 上野毛四丁目 瀬田二丁目,[縄文時代（中期）],包蔵地,,縄文土器 石器,139.6354,35.61884,"rgb(165,42,42)"
1311211700,13112,117,かまがやいせき,鎌ヶ谷遺跡,世田谷区 瀬田一丁目,[旧石器時代][縄文時代（早期～中期）][弥生時代（後期）][古墳時代][奈良時代][平安時代][中世][近世],集落,[旧石器時代]ブロック 礫群 [縄文時代]土坑 ピット [弥生時代][古墳時代]V字溝 溝状遺構,縄文土器 石器 弥生土器 土師器 須恵器 陶器,139.6336,35.6134,"rgb(165,42,42)"
1311212100,13112,121,やがわうえいせき,谷川上遺跡,世田谷区 野毛一丁目,[旧石器時代][縄文時代（中期）][古墳時代][中世][近世],集落,[縄文時代]住居 ピット [中世][近世]竪穴土坑 溝,縄文土器 石器 土師器 陶磁器,139.6451,35.60425,"rgb(165,42,42)"
1311212300,13112,123,しものげいせき,下野毛遺跡,世田谷区 野毛一丁目 野毛二丁目,[旧石器時代][縄文時代（早期～後期）][中世][近世],集落,[縄文時代]住居 集石 炉 土坑,縄文土器 石器 剥片 礫 陶器,139.6424,35.60424,"rgb(165,42,42)"
1311212500,13112,125,ろくしょひがしいせき,六所東遺跡,世田谷区 野毛一丁目 野毛二丁目 野毛三丁目 上野毛一丁目,[縄文時代（前期～中期）],集落・貝塚,[縄文時代]住居,縄文土器 石器 魚骨,139.6408,35.60633,"rgb(165,42,42)"
1311214200,13112,142,だいおんじやまいせき,大音寺山遺跡,世田谷区 奥沢一丁目,[縄文時代（中期）],包蔵地,,縄文土器,139.6797,35.6018,"rgb(165,42,42)"
1311214300,13112,143,すわやまいせき,諏訪山遺跡,世田谷区 奥沢一丁目 奥沢三丁目,[旧石器時代][縄文時代（早期～後期）][弥生時代（後期）][平安時代][中世][近世],集落,[縄文時代]住居 竪穴 集石 集石土坑 焼土 土坑 ピット [平安時代]土坑 火葬墓 [中世]焼土 溝 [近世]溝,縄文土器 石器 土錘 耳栓 土製品 礫 土師器 須恵器 土師質土器 陶器 陶磁器 鉄板 人骨,139.6748,35.60334,"rgb(165,42,42)"
1311214400,13112,144,はちまんまえいせき,八幡前遺跡,世田谷区 奥沢五丁目,[縄文時代（中期）],包蔵地,,縄文土器 石器,139.6707,35.60486,"rgb(165,42,42)"
1311214500,13112,145,おくさわだいいせき,奥沢台遺跡,世田谷区 奥沢六丁目 玉川田園調布二丁目,[旧石器時代][縄文時代（前期～後期）][弥生時代（後期）][古墳時代][近世],集落,[縄文時代]住居 竪穴 炉 屋外炉 土坑 ピット [弥生時代]住居 [古墳時代]竪穴 [近世]ピット 土坑 井戸 溝,縄文土器 石器 けつ状耳飾 石棒 石製品 土製品 礫 弥生土器 陶磁器,139.6635,35.6037,"rgb(165,42,42)"
1311214600,13112,146,やまねいせき,山根遺跡,世田谷区 玉川田園調布一丁目 尾山台一丁目,[縄文時代（中期）],包蔵地,,縄文土器,139.6588,35.60078,"rgb(165,42,42)"
1311215200,13112,152,そしきたいせき,祖師北遺跡,世田谷区 祖師谷四丁目,[縄文時代（中期）],包蔵地,,縄文土器,139.6033,35.64713,"rgb(165,42,42)"
1311215300,13112,153,せいじょうみなみいせき,成城南遺跡,世田谷区 成城一丁目 成城二丁目,[縄文時代（早期・中期）],集落,[縄文時代]住居 炉 土坑 ピット [近世]溝,縄文土器 石器,139.6029,35.6368,"rgb(165,42,42)"
1311215400,13112,154,せいじょうえきいせき,成城駅遺跡,世田谷区 成城二丁目 成城六丁目,[縄文時代（中期）][古墳時代],集落,[縄文時代]土坑 [古墳時代]住居址,縄文土器 剥片 土師器,139.5999,35.64037,"rgb(165,42,42)"
1311215500,13112,155,ふどうばし・ふどうざかいせき,不動橋・不動坂遺跡,世田谷区 成城三丁目 成城四丁目,[旧石器時代][縄文時代（早期～後期）][古墳時代],集落,[古墳時代]住居 [時期不明]集石 焼土 土坑 井戸,石器 縄文土器 石器 土師器,139.5937,35.63851,"rgb(165,42,42)"
1311215800,13112,158,にしだいいせき,西台遺跡,世田谷区 成城九丁目,[縄文時代（中期）],集落,[縄文時代]住居 ピット,縄文土器 石器,139.6001,35.6511,"rgb(165,42,42)"
1311215900,13112,159,きたみじんやいせき,喜多見陣屋遺跡,世田谷区 喜多見一丁目 喜多見三丁目 喜多見四丁目,[旧石器時代][縄文時代（早期～晩期）][弥生時代（中期～後期][古墳時代][奈良時代][平安時代][中世][近世],集落,[旧石器時代]ブロック [縄文時代]住居 炉穴 土坑 [弥生時代]住居 溝 [古墳時代]住居 竪穴 方形周溝墓 周溝 棺 墓壙 [奈良～平安時代]住居 地下式土坑 [中世～近世]掘立柱建物 ピット 礎石 土坑 井戸 溝 堀 池,石器 縄文土器 弥生土器 土師器 須恵器 埴輪 臼玉 ガラス玉 灰釉 緑釉 陶磁器 土師質土器 鉄製品 鉄鏃 釘 茶臼 羽口 瓦 板碑 銭貨 胞衣容器 人骨 灰釉陶器 円筒埴輪 土製品 鉱滓,139.5966,35.6261,"rgb(165,42,42)"
1311219400,13112,194,いしいどいせき,石井土遺跡,世田谷区 砧五丁目 砧七丁目,[縄文時代],包蔵地,,縄文土器 石器,139.6072457,35.63671774,"rgb(165,42,42)"
1311220000,13112,200,かわらけづかいせき,土器塚遺跡,世田谷区 代沢一丁目 池尻四丁目,[旧石器時代][縄文時代（中期）][弥生時代（後期）][古墳時代],集落,[弥生時代]後期住居跡 [近世以降]溝,縄文土器 弥生土器 石器 陶磁器類,139.6803853,35.65597217,"rgb(165,42,42)"
1311220100,13112,201,きへいやまいせき,騎兵山遺跡,世田谷区 池尻四丁目,[縄文時代（早期・中期）][古墳時代][近世][近代],集落,[縄文時代]炉穴 住居 ピット [古墳時代]住居 [近世]建物基礎,縄文土器 陶磁器,139.679939,35.65312672,"rgb(165,42,42)"
1311220300,13112,203,だいたくりはらいせき,代田栗原遺跡,世田谷区 代田三丁目,[縄文時代][古墳時代][近世],包蔵地,,縄文土器 石器 土師器 板碑,139.6583617,35.65471759,"rgb(165,42,42)"
1311220500,13112,205,わかばやしほんむらいせき,若林本村遺跡,世田谷区 若林五丁目,[縄文時代],包蔵地,,石器,139.6578811,35.64964026,"rgb(165,42,42)"
1311220600,13112,206,わかばやしさんかくやまいせき,若林三角山遺跡,世田谷区 若林二丁目 若林三丁目,[縄文時代],包蔵地,,縄文土器 石器,139.660559,35.64994714,"rgb(165,42,42)"
1311221100,13112,211,うさまえみなみいせき,宇佐前南遺跡,世田谷区 用賀一丁目,[縄文時代],包蔵地,,土錘,139.6385478,35.62389877,"rgb(165,42,42)"
1311221400,13112,214,まるやまみなみいせき,丸山南遺跡,世田谷区 深沢五丁目,[縄文時代（中期）],包蔵地,,縄文土器,139.6465816,35.61714492,"rgb(165,42,42)"
1311221500,13112,215,しょうぎやまいせき,将監山遺跡,世田谷区 瀬田四丁目,[旧石器時代][縄文時代][古墳時代][奈良時代],包蔵地,,剥片 縄文土器 石器 土師器 陶磁器,139.6279678,35.61990997,"rgb(165,42,42)"
1311221700,13112,217,やざわだいいせき,谷沢台遺跡,世田谷区 中町二丁目,[縄文時代],包蔵地,,縄文土器 石器,139.6426677,35.61209313,"rgb(165,42,42)"
