JASID,自治体コード,遺跡番号,ふりがな,遺跡名,変換元住所,時代,種別,主な遺構/概要,主な出土品,取得住所,色,画面経度,画面緯度
13222004600,13222,46,,東久留米市№46遺跡,東久留米市 柳窪四丁目,[縄文時代（中期）],包蔵地,,縄文土器,東京都東久留米市柳窪四丁目,blue,139.48786373279125,35.74878865687387
13222004700,13222,47,,東久留米市№47遺跡,東久留米市 柳窪五丁目,[縄文時代（早期・中期）],包蔵地,,縄文土器,東京都東久留米市柳窪五丁目,blue,139.4921209341539,35.7515192431609
13222004800,13222,48,,東久留米市№48遺跡,東久留米市 滝山六丁目,[縄文時代（中期）],包蔵地,,縄文土器,東京都東久留米市滝山六丁目,blue,139.50307292921772,35.74767410484951
13222004900,13222,49,,東久留米市№49遺跡,東久留米市 前沢四丁目,[旧石器時代],包蔵地,,ナイフ形石器,東京都東久留米市前沢四丁目,blue,139.51197286079991,35.74660447071204
13222005000,13222,50,,東久留米市№50遺跡,東久留米市 柳窪四丁目,[縄文時代],包蔵地,,縄文土器,東京都東久留米市柳窪四丁目,blue,139.4895116817481,35.74530562785229
13222005100,13222,51,,東久留米市№51遺跡,東久留米市 柳窪二丁目,[縄文時代（中期）],包蔵地,,縄文土器,東京都東久留米市柳窪二丁目,blue,139.49198360583813,35.74692177319773
13222005200,13222,52,,東久留米市№52遺跡,東久留米市 柳窪二丁目,[縄文時代],包蔵地,,縄文土器,東京都東久留米市柳窪二丁目,blue,139.4934942251695,35.74630875692527
13222005300,13222,53,,東久留米市№53遺跡,東久留米市 柳窪二丁目,[縄文時代],包蔵地,,縄文土器,東京都東久留米市柳窪二丁目,blue,139.49582882094384,35.74694963808966
13222005400,13222,54,,東久留米市№54遺跡,東久留米市 柳窪四丁目,[縄文時代（中期）],包蔵地,,縄文土器,東京都東久留米市柳窪四丁目,blue,139.48772640316582,35.747757696580166
13222005500,13222,55,,東久留米市№55遺跡,東久留米市 柳窪四丁目,[縄文時代],包蔵地,,縄文土器,東京都東久留米市柳窪四丁目,blue,139.48934002037112,35.748147791579456
13222005600,13222,56,,東久留米市№56遺跡,東久留米市 柳窪四丁目,[縄文時代（早期・中期）],包蔵地,,縄文土器,東京都東久留米市柳窪四丁目,blue,139.48920269074569,35.74951310689522
13222005700,13222,57,,東久留米市№57遺跡,東久留米市 柳窪四丁目,[縄文時代],包蔵地,,打斧,東京都東久留米市柳窪四丁目,blue,139.4899236693147,35.750822673873344
13222005800,13222,58,,東久留米市№58遺跡,東久留米市 下里五丁目,[縄文時代],包蔵地,,縄文土器,東京都東久留米市下里五丁目,blue,139.50049800856343,35.75653436311576
13222005900,13222,59,,東久留米市№59遺跡,東久留米市 下里七丁目,[縄文時代（中期）],包蔵地,,縄文土器,東京都東久留米市下里七丁目,blue,139.50602020083932,35.75847174646695
13222006000,13222,60,,東久留米市№60遺跡,東久留米市 滝山七丁目,[平安時代?],包蔵地？,,土師器,東京都東久留米市滝山七丁目,blue,139.5047208794842,35.74903942829076
13222006100,13222,61,,東久留米市№61遺跡,東久留米市 南町四丁目,[平安時代],包蔵地,,土師質土器,東京都東久留米市南町四丁目,blue,139.52174237512386,35.745982353941216
13222006200,13222,62,,東久留米市№62遺跡,東久留米市 小山五丁目,[縄文時代（中期）],包蔵地,,縄文土器,東京都東久留米市小山五丁目,blue,139.51918453126777,35.76573191771389
13222006300,13222,63,,東久留米市№63遺跡,東久留米市 小山五丁目,[縄文時代],包蔵地,,縄文土器,東京都東久留米市小山五丁目,blue,139.5198025126177,35.7649797567788
13222006400,13222,64,,東久留米市№64遺跡,東久留米市 小山四丁目,[縄文時代（中期）],包蔵地,,縄文土器,東京都東久留米市小山四丁目,blue,139.52062648709608,35.765899063150144
13222006500,13222,65,,東久留米市№65遺跡,東久留米市 小山四丁目,[縄文時代（前期）],包蔵地,,縄文土器,東京都東久留米市小山四丁目,blue,139.52110713882058,35.76514690379561
13222006600,13222,66,,東久留米市№66遺跡,東久留米市 小山三丁目　 小山四丁目,[縄文時代],包蔵地,,縄文土器,東京都東久留米市小山三丁目４番,blue,139.5227550890871,35.76478475077349
13222006700,13222,67,,東久留米市№67遺跡,東久留米市 小山四丁目,[縄文時代（中期）],包蔵地,,縄文土器,東京都東久留米市小山四丁目,blue,139.5221714401435,35.76341969747617
13222006800,13222,68,,東久留米市№68遺跡,東久留米市 小山三丁目,[縄文時代],包蔵地,,縄文土器,東京都東久留米市小山三丁目,blue,139.5237163925361,35.76754264583717
13222006900,13222,69,,東久留米市№69遺跡,東久留米市 小山三丁目,[縄文時代],包蔵地,,縄文土器,東京都東久留米市小山三丁目,blue,139.52412838010272,35.766567643508324
13222007000,13222,70,,東久留米市№70遺跡,東久留米市 小山一丁目,[縄文時代],包蔵地,,縄文土器,東京都東久留米市小山一丁目,blue,139.52663463594428,35.76701335991656
13222007100,13222,71,,東久留米市№71遺跡,東久留米市 神宝町二丁目,[縄文時代],包蔵地,,縄文土器,東京都東久留米市神宝町二丁目,blue,139.54606670460123,35.76829478147447
13222007200,13222,72,,東久留米市№72遺跡,東久留米市 神宝町二丁目,[縄文時代],包蔵地,,縄文土器,東京都東久留米市神宝町二丁目,blue,139.546265,35.767365
13222007300,13222,73,きたうらいせき,北浦遺跡,東久留米市 八幡町二丁目,[縄文時代（早期・中期）],集落,[縄文時代]炉穴状遺構,縄文土器　打斧　石鏃,東京都東久留米市八幡町二丁目,blue,139.51153295979154,35.75339934542245
13222007400,13222,74,かみじゅくいせき,上宿遺跡,東久留米市 八幡町二丁目,[縄文時代（前期）],包蔵地,,縄文土器　石皿　剥片,東京都東久留米市八幡町二丁目,blue,139.51318090874832,35.75590688513378
13222007500,13222,75,,東久留米市№75遺跡,東久留米市 幸町四丁目,[縄文時代（中期）],包蔵地,,縄文土器,東京都東久留米市幸町四丁目,blue,139.51609915215653,35.755990468217405
13222007600,13222,76,,東久留米市№76遺跡,東久留米市 幸町二丁目,[縄文時代],包蔵地,,縄文土器,東京都東久留米市幸町二丁目,blue,139.51612253098904,35.75690098839634
13222007700,13222,77,,東久留米市№77遺跡,東久留米市 幸町三丁目,[縄文時代（中期）],包蔵地,,縄文土器,東京都東久留米市幸町三丁目,blue,139.52063101277002,35.75835862512463
13222007800,13222,78,,東久留米市№78遺跡,東久留米市 幸町三丁目,[縄文時代],包蔵地,,縄文土器,東京都東久留米市幸町三丁目,blue,139.5230342720474,35.7584979262771
13222007900,13222,79,,東久留米市№79遺跡,東久留米市 幸町二丁目,[縄文時代],包蔵地,,縄文土器,東京都東久留米市幸町二丁目,blue,139.52185602255088,35.76094069680789
13222008000,13222,80,,東久留米市№80遺跡,東久留米市 小山二丁目,[縄文時代],包蔵地,,縄文土器,東京都東久留米市小山二丁目,blue,139.52618831531646,35.76180388822573
13222008100,13222,81,,東久留米市№81遺跡,東久留米市 八幡町二丁目,[縄文時代（中期）],包蔵地,,縄文土器,東京都東久留米市八幡町二丁目,blue,139.51338690187683,35.75306500061161
13222008200,13222,82,,東久留米市№82遺跡,東久留米市 中央町二丁目,[縄文時代],包蔵地,,縄文土器,東京都東久留米市中央町二丁目,blue,139.52155798315786,35.75585116214356
13222008300,13222,83,,東久留米市№83遺跡,東久留米市 中央町二丁目,[平安時代?],包蔵地,,土師器,東京都東久留米市中央町二丁目,blue,139.52303426942805,35.756659131319964
13222008400,13222,84,,東久留米市№84遺跡,東久留米市 中央町一丁目,[縄文時代],包蔵地,,縄文土器,東京都東久留米市中央町一丁目,blue,139.52728052180066,35.75673382299135
13222008500,13222,85,,東久留米市№85遺跡,東久留米市 本町一丁目,[縄文時代（中期）],包蔵地,,縄文土器,東京都東久留米市本町一丁目,blue,139.53150339141177,35.759687016147595
13222008600,13222,86,,東久留米市№86遺跡,東久留米市 本町一丁目,[縄文時代],包蔵地,,縄文土器,東京都東久留米市本町一丁目,blue,139.53380365412488,35.75818257285317
13222008700,13222,87,,東久留米市№87遺跡,東久留米市 新川町一丁目,[縄文時代（中期）],包蔵地,,縄文土器,東京都東久留米市新川町一丁目,blue,139.53709955072887,35.76180433156753
13222008800,13222,88,,東久留米市№88遺跡,東久留米市 新川町一丁目,[縄文時代],包蔵地,,縄文土器,東京都東久留米市新川町一丁目,blue,139.53603525071563,35.76135858490848
13222008900,13222,89,,東久留米市№89遺跡,東久留米市 新川町一丁目,[縄文時代],包蔵地,,縄文土器,東京都東久留米市新川町一丁目,blue,139.536584566598,35.76063424272205
13222009000,13222,90,,東久留米市№90遺跡,東久留米市 新川町一丁目,[縄文時代（中期）][平安時代?],包蔵地,,縄文土器　土師器?,東京都東久留米市新川町一丁目,blue,139.53785486104937,35.76068996183115
13222009100,13222,91,しんばしいせき,新橋遺跡,東久留米市 新川町二丁目,[縄文時代（前期）],集落,[縄文時代]住居土坑,縄文土器　打斧　石匙　磨石,東京都東久留米市新川町二丁目,blue,139.53878183274685,35.7625843808828
13222009200,13222,92,,東久留米市№92遺跡,東久留米市 新川町二丁目,[縄文時代],包蔵地,,縄文土器,東京都東久留米市新川町二丁目,blue,139.5396058078801,35.76085711786163
13222009300,13222,93,,東久留米市№93遺跡,東久留米市 新川町二丁目,[縄文時代],包蔵地,,縄文土器,東京都東久留米市新川町二丁目,blue,139.54060144308062,35.761275007463965
13222009400,13222,94,,東久留米市№94遺跡,東久留米市 新川町二丁目,[縄文時代（早期～中期）],包蔵地,,縄文土器,東京都東久留米市新川町二丁目,blue,139.5422150615956,35.76144216226517
13222009500,13222,95,,東久留米市№95遺跡,東久留米市 八幡町三丁目,[縄文時代（中期）],包蔵地,,縄文土器,東京都東久留米市八幡町三丁目,blue,139.5125413255811,35.751332174709816
13222009600,13222,96,,東久留米市№96遺跡,東久留米市 中央町五丁目,[縄文時代（早期）],包蔵地,,縄文土器　石錘,東京都東久留米市中央町五丁目,blue,139.5170045213819,35.75188942706008
13222009700,13222,97,,東久留米市№97遺跡,東久留米市 中央町五丁目,[縄文時代],包蔵地,,縄文土器,東京都東久留米市中央町五丁目,blue,139.51611188274558,35.75088636991394
13222009800,13222,98,,東久留米市№98遺跡,東久留米市 中央町五丁目,[縄文時代],包蔵地,,縄文土器,東京都東久留米市中央町五丁目,blue,139.51621487930984,35.749381760225134
13222009900,13222,99,,東久留米市№99遺跡,東久留米市 中央町五丁目,[縄文時代],包蔵地,,縄文土器,東京都東久留米市中央町五丁目,blue,139.51988843303857,35.74940962425586
13222010000,13222,100,,東久留米市№100遺跡,東久留米市 中央町三丁目,[縄文時代（中期？）],包蔵地,,縄文土器,東京都東久留米市中央町三丁目,blue,139.522263,35.75118999999998
13222010100,13222,101,,東久留米市№101遺跡,東久留米市 中央町三丁目,[縄文時代],包蔵地,,縄文土器,東京都東久留米市中央町三丁目,blue,139.522263,35.75118999999998
13222010200,13222,102,ろくせんいせき,六仙遺跡,東久留米市 中央町三丁目　 中央町四丁目,[旧石器時代][縄文時代（中期）],集落,[旧石器時代]礫群　[縄文時代]住居　土坑,ナイフ形石器　剥片　縄文土器　打斧　石鏃　掻器　石皿　磨石　凹石　土製円板　石棒,東京都東久留米市中央町三丁目４番,blue,139.522629,35.75307800000003
13222010300,13222,103,,東久留米市№103遺跡,東久留米市 南沢一丁目,[縄文時代（早期～中期）],包蔵地,,縄文土器,東京都東久留米市南沢一丁目,blue,139.5296817081327,35.75383977902679
13222010400,13222,104,たもんじまえいせき,多聞寺前遺跡,東久留米市 南沢一丁目,[旧石器時代][縄文時代（早期～後期）],集落,[旧石器時代]石器礫群　[縄文時代]住居跡　集石土坑　炉穴　土坑,ナイフ形石器　尖頭器　斧形石器　石核　剥片　縄文土器　打斧　磨斧　石鏃　削器　石皿　磨石,東京都東久留米市南沢一丁目,blue,139.53211930178094,35.75534430443358
13222010500,13222,105,,東久留米市№105遺跡,東久留米市 南沢一丁目,[縄文時代（中期）][平安時代?],包蔵地,,縄文土器　土師器,東京都東久留米市南沢一丁目,blue,139.534148587223,35.755738026284774
13222010600,13222,106,たてのいせき,立野遺跡,東久留米市 南沢一丁目　 学園町一丁目,[旧石器時代][縄文時代（早期～晩期）],集落,[縄文時代]住居　集石炉　土坑　ピット群,尖頭器　縄文土器　石器,東京都東久留米市南沢一丁目１番,blue,139.5360235173349,35.75524704727225
13222010700,13222,107,,東久留米市№107遺跡,東久留米市 浅間町一丁目,[縄文時代（前期～中期）],包蔵地,,縄文土器,東京都東久留米市浅間町一丁目,blue,139.53921641999398,35.756138605510884
13222010800,13222,108,,東久留米市№108遺跡,東久留米市 浅間町二丁目,[縄文時代（前期？・中期）,包蔵地,,縄文土器　剥片,東京都東久留米市浅間町二丁目,blue,139.54224939334708,35.757291037516666
13222010900,13222,109,,東久留米市№109遺跡,東久留米市 浅間町二丁目,[縄文時代（前期～中期）],包蔵地,,縄文土器　石器,東京都東久留米市浅間町二丁目,blue,139.54382867749118,35.7587119175316
13222011000,13222,110,,東久留米市№110遺跡,東久留米市 中央町四丁目,[縄文時代],包蔵地,,縄文土器,東京都東久留米市中央町四丁目,blue,139.52380231295697,35.74754275514462
13222011100,13222,111,,東久留米市№111遺跡,東久留米市 南沢四丁目,[縄文時代（中期）],包蔵地,,縄文土器,東京都東久留米市南沢四丁目,blue,139.5248322812187,35.746957607480795
13222011200,13222,112,,東久留米市№112遺跡,東久留米市 南沢四丁目,[縄文時代（中期）],包蔵地,,縄文土器,東京都東久留米市南沢四丁目,blue,139.52644589711431,35.746846151054456
13222011300,13222,113,,東久留米市№113遺跡,東久留米市 南沢四丁目,[縄文時代],包蔵地,,縄文土器,東京都東久留米市南沢四丁目,blue,139.5267548881167,35.74804430610202
13222011400,13222,114,むこうやまいせき,向山遺跡,東久留米市 南沢三丁目,[旧石器時代][縄文時代（早期～中期）][平安時代][近世],集落,[縄文時代]住居　集石土坑　炉穴　焼土　土坑　配石　[平安時代]住居　土坑,ナイフ形石器　尖頭器　細石刃　細石刃核　縄文土器　打斧　石鏃　掻器　石匙　石皿　磨石　スタンプ形石器　敲石　土師器　陶器（灰釉）　刀子　銭貨,東京都東久留米市南沢三丁目,blue,139.52781918813,35.75049628833689
13222011500,13222,115,,東久留米市№115遺跡,東久留米市 南沢四丁目,[縄文時代（前期～中期）],包蔵地,,縄文土器,東京都東久留米市南沢四丁目,blue,139.52912381564252,35.74807216953806
13222011600,13222,116,,東久留米市№116遺跡,東久留米市 南沢四丁目,[縄文時代],包蔵地,,縄文土器,東京都東久留米市南沢四丁目,blue,139.53104642254053,35.74743129847468
13222011700,13222,117,,東久留米市№117遺跡,東久留米市 南沢二丁目,[縄文時代（中期）],包蔵地,,縄文土器　石鏃,東京都東久留米市南沢二丁目,blue,139.53198197215548,35.748991672336516
13222011800,13222,118,,東久留米市№118遺跡,東久留米市 南沢二丁目,[縄文時代（中期）],包蔵地,,縄文土器,東京都東久留米市南沢二丁目,blue,139.53373291767653,35.74993902623193
13222011900,13222,119,じゆうがくえんにしいせき,自由学園西遺跡,東久留米市 学園町一丁目,[縄文時代（早期～後期）],集落,[縄文時代]住居土坑,縄文土器　石器,東京都東久留米市学園町一丁目,blue,139.5359548525222,35.752377277265936
13222012000,13222,120,かわぎしいせき,川岸遺跡,東久留米市 浅間町二丁目,[旧石器時代][縄文時代（前期～中期）],集落,[旧石器時代]ブロック　礫群　[縄文時代]住居　竪穴住居跡　[近世]井戸?,ナイフ形石器　尖頭器　縄文土器　石鏃　敲石　砥石　陶磁器　煙管,東京都東久留米市浅間町二丁目,blue,139.54606027539157,35.7619993448791
13222012100,13222,121,,東久留米市№121遺跡,東久留米市 前沢一丁目,[縄文時代],包蔵地,,縄文土器,東京都東久留米市前沢一丁目,blue,139.5147642527757,35.74677148558932
13222012200,13222,122,,東久留米市№122遺跡,東久留米市 前沢一丁目,[平安時代?],包蔵地,,土師器,東京都東久留米市前沢一丁目,blue,139.51579422103742,35.74643711506026
13222012300,13222,123,,東久留米市№123遺跡,東久留米市 前沢二丁目,[縄文時代],包蔵地,,縄文土器,東京都東久留米市前沢二丁目,blue,139.51605840209527,35.74490472587979
13222012400,13222,124,,東久留米市№124遺跡,東久留米市 南町四丁目,[縄文時代（中期）],包蔵地,,縄文土器,東京都東久留米市南町四丁目,blue,139.5231156674492,35.74478416679287
13222012500,13222,125,,東久留米市№125遺跡,東久留米市 南町三丁目,[縄文時代（中期）],包蔵地,,縄文土器,東京都東久留米市南町三丁目,blue,139.5222038786044,35.742146046106924
