JASID,自治体コード,遺跡番号,ふりがな,遺跡名,変換元住所,時代,種別,主な遺構/概要,主な出土品,取得住所,色,画面経度,画面緯度
13120004300,13120,43,ふじみいけきたいせき,富士見池北遺跡,練馬区 関町北四丁目,[旧石器時代][縄文時代（早期～中期）],集落,[旧石器時代]石器ブロック　炉穴,縄文土器　石器,東京都練馬区関町北四丁目,blue,139.56842269373894,35.72885033925792
13120004400,13120,44,,練馬区No.44遺跡,練馬区 上石神井三丁目,[近世],塚,,,東京都練馬区上石神井三丁目,blue,139.5969157260898,35.73184361041669
13120004500,13120,45,しろやまいせき・あたごやまるい,城山遺跡・愛宕山塁,練馬区 上石神井三丁目,[旧石器時代][縄文時代（早期～晩期）][弥生時代][中世],集落・城館,[旧石器時代]礫群　[縄文時代]住居　石器集中部　礫群　炉穴　集石土坑　濠状遺構　住居址　[中世]堀,石器　縄文土器　弥生土器　ナイフ形石器　尖頭器　細石刃　細石刃核　石鏃　扶入磨石　鉄製品,東京都練馬区上石神井三丁目,blue,139.5927615212914,35.7324009991942
13120004900,13120,49,,練馬区No.49遺跡,練馬区 上石神井一丁目,[縄文時代（中期～後期）],包蔵地,,縄文土器,東京都練馬区上石神井一丁目,blue,139.58782042933467,35.72344326099696
13120005000,13120,50,しゃくじいだいいせき・しゃくじいじょうあと,石神井台遺跡・石神井城跡,練馬区 石神井台一丁目,[旧石器時代][縄文時代（早期～後期）][古墳時代][奈良時代][平安時代][中世],集落・城館,[旧石器時代]礫群　[中世]ピット　地下式土坑　溝状遺構　[時代不明]住居　柱穴群　溝状遺構,石器　縄文土器　弥生土器　土師器　須恵器　陶磁器　木製品　素焼土器　瓦器　鉄器　石臼,東京都練馬区石神井台一丁目,blue,139.59582238199624,35.736082880165426
13120005600,13120,56,,練馬区No.56遺跡,練馬区 石神井台一丁目,[旧石器時代][縄文時代（中期～後期）],包蔵地,,縄文土器,東京都練馬区石神井台一丁目,blue,139.5968180171968,35.73934337580698
13120005700,13120,57,おうぎやまいせき,扇山遺跡,練馬区 石神井台四丁目,[旧石器時代][縄文時代（草創期・中期～後期）],集落,[旧石器時代]礫群　ブロック　[縄文時代]竪穴住居址　土坑　礫群　石器ブロック　住居址　集中土坑　土器埋設遺構　集石,縄文土器　石器　細石刃　ナイフ形石器　尖頭器　有舌尖頭器　打製石斧　石鏃　石皿,東京都練馬区石神井台四丁目,blue,139.58709669847127,35.732568214907275
13120005800,13120,58,,練馬区No.58遺跡,練馬区 石神井台七丁目,[旧石器時代],集落,[旧石器時代]礫群,石器,東京都練馬区石神井台七丁目,blue,139.57879104116884,35.73024385625827
13120005900,13120,59,,練馬区No.59遺跡,練馬区 下石神井六丁目,[縄文時代（前期～中期）],包蔵地,,縄文土器,東京都練馬区下石神井六丁目,blue,139.6014872074357,35.73402061818837
13120006000,13120,60,,練馬区No.60遺跡,練馬区 下石神井六丁目,[旧石器時代][縄文時代（中期）],包蔵地,,剥片　縄文土器　石器,東京都練馬区下石神井六丁目,blue,139.605984734988,35.73457799172921
13120006100,13120,61,,練馬区No.61遺跡,練馬区 下石神井六丁目,[縄文時代（中期）],包蔵地,,縄文土器,東京都練馬区下石神井六丁目,blue,139.60468010878515,35.73271077479903
13120006200,13120,62,,練馬区No.62遺跡,練馬区 石神井町一丁目,[縄文時代（中期）],包蔵地,,縄文土器,東京都練馬区石神井町一丁目,blue,139.6128055648797,35.74112689821746
13120006400,13120,64,いけぶちいせき,池淵遺跡,練馬区 石神井町五丁目,[旧石器時代][縄文時代（草創期～後期）][弥生時代（後期）][古墳時代][中世],集落,[旧石器時代]礫群　[縄文時代]住居　土坑　ピット　[中世]溝状遺構,石器（打製石斧　石皿　石鏃）　縄文土器　弥生土器　土師器　須恵器　陶磁器,東京都練馬区石神井町五丁目,blue,139.60203652331808,35.737977884997946
13120006800,13120,68,,練馬区No.68遺跡,練馬区 石神井町三丁目,[旧石器時代][縄文時代（中期）],包蔵地,,（旧石器）剥片　ナイフ形石器　（縄文）　土器,東京都練馬区石神井町三丁目,blue,139.6060533971814,35.74123830304225
13120006900,13120,69,わだいせき,和田遺跡,練馬区 石神井町三丁目,[旧石器時代][縄文時代（中期）],集落,[旧石器時代]礫群　[縄文時代]住居　石器ブロック　礫群　陥穴　土坑,縄文土器　削器　剥片　調整剥片　尖頭器,東京都練馬区石神井町三丁目,blue,139.60704903369157,35.74299385766031
13120007000,13120,70,,練馬区No.70遺跡,練馬区 土支田四丁目,[縄文時代（中期）],包蔵地,,縄文土器,東京都練馬区土支田四丁目,blue,139.61284186491966,35.7680412529501
13120007200,13120,72,,練馬区No.72遺跡,練馬区 高松一丁目,[縄文時代（早期）],包蔵地,,縄文土器,東京都練馬区高松一丁目,blue,139.6367879518805,35.746117231892825
13120007300,13120,73,たかまつにちょうめいせき,高松二丁目遺跡,練馬区 高松二丁目,[旧石器時代][縄文時代（早期・中期）],集落,[旧石器時代]石器ブロック　礫群,縄文土器　削器　ナイフ形石器　錐　礫器　ハンマーストーン　ノッヂ　焼礫,東京都練馬区高松二丁目,blue,139.63027494593734,35.74707283967396
13120007400,13120,74,,練馬区No.74遺跡,練馬区 旭町三丁目,[旧石器時代][縄文時代（後期）],包蔵地,,石器　縄文土器,東京都練馬区旭町三丁目,blue,139.6270604283776,35.77399357200437
13120007500,13120,75,,練馬区No.75遺跡,練馬区 旭町三丁目,[縄文時代（中期）],包蔵地,,縄文土器　弥生土器,東京都練馬区旭町三丁目,blue,139.62616778974132,35.77708539301359
13120007600,13120,76,きたやくしどういせき,北薬師堂遺跡,練馬区 高野台一丁目,[縄文時代（早期～後期）],包蔵地,[縄文時代]土坑,縄文土器　石器,東京都練馬区高野台一丁目,blue,139.6156208077947,35.74059743524063
13120007700,13120,77,,練馬区No.77遺跡,練馬区 高野台一丁目,[近世],塚?古墳？,,,東京都練馬区高野台一丁目,blue,139.61641044986672,35.741656355015664
13120007800,13120,78,,練馬区No.78遺跡,練馬区 高野台一丁目,[縄文時代（中期～後期）],包蔵地,,縄文土器　礫,東京都練馬区高野台一丁目,blue,139.61623878848977,35.74279885658153
13120007900,13120,79,,練馬区No.79遺跡,練馬区 高野台四丁目,[縄文時代（中期～後期）],包蔵地,,(旧石器)剥片　（縄文）土器　石器,東京都練馬区高野台四丁目,blue,139.61908836708525,35.74853898439517
13120008000,13120,80,,練馬区No.80遺跡,練馬区 南田中五丁目,[縄文時代（早期・中期）],包蔵地,,縄文土器,東京都練馬区南田中五丁目,blue,139.61136360905138,35.73828448594334
13120008100,13120,81,やくしどういせき,薬師堂遺跡,練馬区 下石神井三丁目,[縄文時代（早期～中期）],包蔵地,,縄文土器,東京都練馬区下石神井三丁目,blue,139.6081820011369,35.737253331058895
13120008200,13120,82,みなみたなかさんちょうめいせき,南田中三丁目遺跡,練馬区 南田中三丁目,[縄文時代（前期～中期）][近世],集落,[縄文時代]住居址　集石　溝,縄文土器　石器　近世陶磁器,東京都練馬区南田中三丁目,blue,139.61922569933003,35.73836808753384
13120008300,13120,83,,練馬区No.83遺跡,練馬区 下石神井三丁目　 南田中五丁目,[旧石器時代][縄文時代（中期・後期）],集落,[古墳時代]竪穴住居址,(旧石器)剥片　（縄文）土器　(古墳)土師器,東京都練馬区下石神井三丁目５番,blue,139.6087656487708,35.73914830803632
13120008400,13120,84,ふじみだいさんちょうめいせき,富士見台三丁目遺跡,練馬区 富士見台三丁目,[旧石器時代][縄文時代（中期）],集落,住居址　集石,縄文土器　石器,東京都練馬区富士見台三丁目,blue,139.6208736469772,35.739148366584146
13120008500,13120,85,はるきやまいせき,春木山遺跡,練馬区 富士見台四丁目,[旧石器時代][縄文時代（中期～後期）],包蔵地,,縄文土器　石器,東京都練馬区富士見台四丁目,blue,139.6223499358667,35.744777297230115
13120008600,13120,86,ほりきたいせき,堀北遺跡,練馬区 富士見台四丁目,[縄文時代（中期～後期）][古墳時代],集落,[縄文時代]住居　土坑　住居址,縄文土器　石器　石鏃　打製石斧　凹石　土師坏　甕　甑　支脚,東京都練馬区富士見台四丁目,blue,139.62063332209718,35.74207434571669
13120008700,13120,87,,練馬区No.87遺跡,練馬区 石神井町一丁目,[旧石器時代][縄文時代(中期)],集落,[旧石器時代]礫群,縄文土器,東京都練馬区石神井町一丁目,blue,139.611054618049,35.74070890280784
13120008800,13120,88,,練馬区No.88遺跡,練馬区 貫井一丁目,[縄文時代（前期）][古墳時代][奈良時代][平安時代],包蔵地,,縄文土器　土師器,東京都練馬区貫井一丁目,blue,139.63347338289046,35.73681426025574
13120008900,13120,89,なかむらばしいせき,中村橋遺跡,練馬区 貫井二丁目,[旧石器時代][縄文時代（中期～後期）][弥生時代（後期）][古墳時代][奈良時代][平安時代],集落,[縄文時代]住居　炉　集石土坑　土坑　[平安時代]住居址,縄文土器　石器　土偶　弥生土器　土師器　打製石斧　石匙　掻器　須恵器坏（墨書土器）,東京都練馬区貫井二丁目,blue,139.6368036125556,35.73993539254822
13120009100,13120,91,ぬくいにちょうめいせき,貫井二丁目遺跡,練馬区 貫井二丁目,[旧石器時代][縄文時代（中期～後期）][弥生時代（後期）][奈良時代][平安時代][近世],集落・その他の墓,[縄文時代]住居　土坑　[弥生時代]住居　[奈良時代][平安時代]住居　土師器焼成坑　[近世]墓壙　溝状遺構,石器　縄文土器　弥生土器　土師器　須恵器　馬具　家牛骨　人骨,東京都練馬区貫井二丁目,blue,139.6338510373959,35.740436991437036
13120009300,13120,93,,練馬区No.93遺跡,練馬区 貫井三丁目,[弥生時代],包蔵地,,弥生土器,東京都練馬区貫井三丁目,blue,139.62955950297209,35.736424109718214
13120009400,13120,94,たじまいせき,田島遺跡,練馬区 貫井四丁目,[旧石器時代][縄文時代（草創期～中期）][弥生時代（後期）],集落,[旧石器時代]石器ブロック　[縄文時代]集石　[弥生時代]住居,縄文土器　石器　弥生土器,東京都練馬区貫井四丁目,blue,139.62719057675588,35.743418652819784
13120009500,13120,95,,練馬区No.95遺跡,練馬区 貫井五丁目,[縄文時代（前期）],包蔵地,,縄文土器,東京都練馬区貫井五丁目,blue,139.63611696835744,35.7415237780113
13120009800,13120,98,おさきいせき,尾崎遺跡,練馬区 春日町五丁目,[旧石器時代][縄文時代（早期～晩期）][弥生時代][奈良時代][平安時代][中世][近世],集落・墓地,[旧石器時代]礫群　[縄文時代]焼土　[弥生時代]土坑　溝状遺構　[平安時代]住居　井戸　[中世]柱穴群　井戸　土坑　溝状遺構　[近世]溝状遺構,石器　縄文土器　弥生土器　土師器　須恵器　陶磁器　木器,東京都練馬区春日町五丁目,blue,139.63980919185292,35.74706462000093
13120010000,13120,100,,練馬区No.100遺跡,練馬区 早宮一丁目,[旧石器時代][縄文時代（中期）][弥生時代],集落,[弥生時代]住居址,縄文土器　弥生土器,東京都練馬区早宮一丁目,blue,139.66194097460098,35.751064140599695
13120010100,13120,101,なかみやいせき,中宮遺跡,練馬区 早宮三丁目,[縄文時代（早期）][弥生時代（後期）][古墳時代],集落,[縄文時代]住居　土坑　陥穴　ピット　[古墳時代]住居,縄文土器　石器　弥生土器　土師器,東京都練馬区早宮三丁目,blue,139.65256826368125,35.748444993573514
13120010200,13120,102,,練馬区No.102遺跡,練馬区 早宮三丁目,[旧石器時代],包蔵地,[旧石器時代]礫群,石器,東京都練馬区早宮三丁目,blue,139.65201894779887,35.74568643436437
13120010300,13120,103,,練馬区No.103遺跡,練馬区 平和台一丁目,[縄文時代（中期）][弥生時代（後期）],包蔵地,,縄文土器　弥生土器,東京都練馬区平和台一丁目,blue,139.66589023393993,35.759981382978296
13120010400,13120,104,,練馬区No.104遺跡,練馬区 氷川台二丁目,[旧石器時代],集落,[旧石器時代]礫群,石器,東京都練馬区氷川台二丁目,blue,139.6674684717247,35.75675086859792
13120010500,13120,105,,練馬区No.105遺跡,練馬区 氷川台二丁目,[旧石器時代][縄文時代（後期）],包蔵地,,縄文土器,東京都練馬区氷川台二丁目,blue,139.66757146828894,35.75544139917163
13120010600,13120,106,,練馬区No.106遺跡,練馬区 氷川台二丁目,[縄文時代（後期）],包蔵地,,縄文土器,東京都練馬区氷川台二丁目,blue,139.66794912279437,35.75792101455592
13120010700,13120,107,もろえーちてんいせき,茂呂A地点遺跡,練馬区 羽沢三丁目,[縄文時代（早期～前期・後期）][弥生時代][近世],包蔵地,溝,縄文土器　石器　弥生土器　土師器　緑釉陶器,東京都練馬区羽沢三丁目,blue,139.67337362335383,35.7531567420331
13120010800,13120,108,くりやま・うまのかみやしきあといせき,栗山・右馬頭屋敷跡遺跡,練馬区 練馬二丁目,[旧石器時代][縄文時代（草創期～後期）][弥生時代（後期）][古墳時代][平安時代][中世],集落,[旧石器時代]石器ブロック　礫群　[縄文時代]住居　炉穴　陥穴　土坑　ピット　[平安時代]住居　[時代不明]溝状遺構,縄文土器　石器　弥生土器　土師器　須恵器,東京都練馬区練馬二丁目,blue,139.65313011575225,35.7429963376927
13120011200,13120,112,,練馬区№112遺跡,練馬区 桜台三丁目,[縄文時代],包蔵地,,(縄文)縄文土器　（近世）陶磁器,東京都練馬区桜台三丁目,blue,139.66544286564306,35.74554711503674
13120011300,13120,113,,練馬区№113遺跡,練馬区 桜台六丁目,[縄文時代（中期）],包蔵地,,縄文土器,東京都練馬区桜台六丁目,blue,139.66224996298402,35.747553351266006
13120011400,13120,114,たかいなりいせき,高稲荷遺跡,練馬区 桜台六丁目,[旧石器時代][縄文時代（早期・中期）][弥生時代],集落,[縄文時代]土坑　[弥生時代]溝状遺構,,東京都練馬区桜台六丁目,blue,139.65830175262374,35.7484449946364
13120011500,13120,115,,練馬区№115遺跡,練馬区 栄町,[近世],塚,,須恵器,東京都練馬区栄町,blue,139.669495,35.73851800000001
13120011600,13120,116,こたけいせき,小竹遺跡,練馬区 小竹一丁目,[旧石器時代][縄文時代（早期・中期）][近世],集落,[縄文時代]住居　土坑　住居址　屋外埋甕,縄文土器　石器　石鏃　スタンプ形石器　大珠　ナイフ形石器,東京都練馬区練馬一丁目,blue,139.67833000379352,35.74126865054143
13120011700,13120,117,,練馬区№117遺跡,練馬区 小竹一丁目,[近世],塚,,,東京都練馬区練馬一丁目,blue,139.67263084791216,35.738091832431294
13120011800,13120,118,こたけちょうにちょうめいせき,小竹町二丁目遺跡,練馬区 小竹二丁目,[旧石器時代][縄文時代（早期、中期、後期）][近世],包蔵地,[縄文時代]土坑　柱穴,旧石器　縄文土器　石器（打製石斧　石鏃等）　陶磁器　土器　瓦　鉄釘　銭貨,東京都練馬区練馬二丁目,blue,139.67608587363347,35.743596558788994
13120011900,13120,119,,練馬区№119遺跡,練馬区 小竹二丁目,[縄文時代（中期～後期）],包蔵地,,縄文土器,東京都練馬区練馬二丁目,blue,139.6748842439948,35.74231473837142
13120012000,13120,120,なかむらみなみいせき,中村南遺跡,練馬区 中村南一丁目,[旧石器時代][縄文時代（中期）][古墳時代],集落,[縄文時代]住居　竪穴住居址　屋外炉址　集石土坑　土坑　ピット,石器　縄文土器　土師器,東京都練馬区中村南一丁目,blue,139.646805,35.728279000000015
13120012200,13120,122,,練馬区№122遺跡,練馬区 中村南一丁目 中村南二丁目,[縄文時代（中期）][近世],包蔵地,,(縄文)縄文土器　(中世)陶磁器,東京都練馬区中村南一丁目２番,blue,139.648514,35.729378
13120012300,13120,123,,練馬区№123遺跡,練馬区 豊玉南二丁目,[縄文時代（前期～中期）],包蔵地,,縄文土器,東京都練馬区豊玉南二丁目,blue,139.656189,35.728069000000005
13120012400,13120,124,,練馬区№124遺跡,練馬区 豊玉南二丁目,[近世],塚,,,東京都練馬区豊玉南二丁目,blue,139.656189,35.728069000000005
13120012600,13120,126,,練馬区№126遺跡,練馬区 豊玉南三丁目,[縄文時代（中期）],包蔵地,,縄文土器,東京都練馬区豊玉南三丁目,blue,139.651611,35.728554
13120012700,13120,127,,練馬区№127遺跡,練馬区 豊玉南三丁目,[旧石器時代][縄文時代（中期～後期）],集落,[縄文時代]住居,石器　縄文土器,東京都練馬区豊玉南三丁目,blue,139.651611,35.728554
13120012800,13120,128,きたあらいいせき,北新井遺跡,練馬区 豊玉北二丁目,[旧石器時代][縄文時代（中期）][近世],集落,[旧石器時代]石器ブロック[縄文時代]堅穴住居跡　屋外炉　[近世]溝状遺構,ナイフ形石器　縄文土器　土偶　耳栓　石鏃　石皿　打製石斧　磨製石斧　近世陶磁器,東京都練馬区豊玉北二丁目,blue,139.665527,35.73407400000001
13120012900,13120,129,くりはらいせき,栗原遺跡,練馬区 氷川台一丁目,[旧石器時代][縄文時代（早期～後期）][弥生時代（後期）][奈良時代][平安時代],集落,[旧石器時代]礫群　[弥生時代][奈良時代][平安時代]住居,石器　縄文土器　弥生土器　土師器　須恵器　砥石　石製紡錘車,東京都練馬区氷川台一丁目,blue,139.67251531646903,35.755469260549376
13120013000,13120,130,ねりまじょうあと,練馬城跡,練馬区 向山三丁目,[旧石器時代][縄文時代（早期～中期）][弥生時代][古墳時代][奈良時代][平安時代][中世],集落・城館,[旧石器時代]石器ブロック　[縄文時代]炉穴　集石　土坑　[古墳時代]住居[中世]堀切り,縄文土器　石器　土師器　須恵器,東京都練馬区向山三丁目,blue,139.64582746642736,35.74255871006726
13120014300,13120,143,ひがしはやぶちいせき,東早淵遺跡,練馬区 早宮一丁目,[旧石器時代][縄文時代（早期～前期）][弥生時代][古墳時代][平安時代],集落,[縄文時代]住居　炉穴　土坑　ピット　[弥生時代]方形周溝墓　[古墳時代]住居,縄文土器　石器　弥生土器,東京都練馬区早宮一丁目,blue,139.65974370976178,35.751064140599695
13120014600,13120,146,くずはらいせきび－ちてん,葛原遺跡B地点,練馬区 関町北二丁目,[旧石器時代][縄文時代（早期～前期）],集落,[旧石器時代]礫群　[縄文時代]住居　炉穴,縄文土器　石器,東京都練馬区関町北二丁目,blue,139.57590712951216,35.72595174325042
13120014800,13120,148,べんてんいけていしっちいせき,弁天池低湿地遺跡,練馬区 東大泉三丁目,[縄文時代（後期）][中世][近世],包蔵地,水田,縄文土器　陶器　木製品　（近世）陶磁器,東京都練馬区東大泉三丁目,blue,139.59042289066116,35.7559783143257
13120014900,13120,149,いなりやまいせき,稲荷山遺跡,練馬区 大泉町一丁目,[縄文時代（早期～中期）],集落,[縄文時代]土抗　炉穴,縄文土器,東京都練馬区大泉町一丁目,blue,139.60940863999994,35.76553409461124
13120015000,13120,150,あたごしたいせき,愛宕下遺跡,練馬区 大泉町四丁目,[旧石器時代][縄文時代（草創期～後期）][弥生時代（後期）][近世],集落,[旧石器時代]礫群　石器ブロック　[縄文時代]住居　陥穴　集石　竪穴住居,縄文土器　石器　陶磁器,東京都練馬区大泉町四丁目,blue,139.59996726164815,35.75929406771965
