"JASID","自治体コード","遺跡番号","ふりがな","遺跡名","所在地","時代","種別","主な遺構/概要","主な出土品","経度","緯度","旧石器時代","縄文時代","弥生時代","古墳時代","奈良時代","平安時代","中世","近世","時代不明","色"
1311111500,13111,"115","ほんもんじれきだいぼしょふきんいせき","本門寺歴代墓所付近遺跡","大田区 池上二丁目","[中世]","包蔵地・その他（板碑出土地）","","板碑",139.7040512,35.58080663,"0","0","0","0","0","0","1","0","0","yellow"
1311111700,13111,"117","かじわらづか","梶原塚","大田区 中馬込三丁目","[中世]","墳墓","","",139.7098304,35.59407108,"0","0","0","0","0","0","1","0","0","yellow"
1311112000,13111,"120","なかいけがみいっちょうめ10ばんよこあなぼ","仲池上一丁目10番横穴墓","大田区 仲池上一丁目","[中世？]","横穴墓","","人骨",139.7008917,35.58685135,"0","0","0","0","0","0","1","0","0","yellow"
1311112100,13111,"121","でんえんちょうふよんちょうめ12ばんよこあなぼ","田園調布四丁目12番横穴墓","大田区 田園調布四丁目","[中世]","地下式横穴","","人骨",139.6626147,35.59356136,"0","0","0","0","0","0","1","0","0","yellow"
1311112700,13111,"127","いけがみしやかたあと","池上氏館跡","大田区 池上二丁目","[中世]","居館跡","","",139.703487,35.58029991,"0","0","0","0","0","0","1","0","0","yellow"
1311112800,13111,"128","まごめじょうあと","馬込城跡","大田区 南馬込五丁目","[中世]","城館","","",139.7095363,35.58952412,"0","0","0","0","0","0","1","0","0","yellow"
1311112900,13111,"129","おおもりほりのうちいせき","大森堀ノ内遺跡","大田区 大森中三丁目","[中世]","居館跡","","",139.7330972,35.56494478,"0","0","0","0","0","0","1","0","0","yellow"
1311113000,13111,"130","なめかたしやかたあと","行方氏館跡","大田区 蒲田二丁目　 蒲田三丁目","[中世]","城館","","",139.7239992,35.56503206,"0","0","0","0","0","0","1","0","0","yellow"
1311113100,13111,"131","はちまんづかなめかたしやかたあと","八幡塚行方氏館跡","大田区 東六郷三丁目","[中世]","城館","","",139.7129699,35.54410093,"0","0","0","0","0","0","1","0","0","yellow"
1311113900,13111,"139","さいとうしやしきあと","斎藤氏屋敷跡","大田区 蒲田四丁目","[中世]","居館跡","","",139.7224016,35.56050941,"0","0","0","0","0","0","1","0","0","yellow"
1311114000,13111,"140","まんぷくじいせき","万福寺遺跡","大田区 南馬込一丁目","[中世]","包蔵地・その他（板碑出土地）","","板碑",139.7134845,35.59031662,"0","0","0","0","0","0","1","0","0","yellow"
1311114800,13111,"148","みわいつくしまじんじゃづか","三輪厳島神社塚","大田区 大森東四丁目","[中世]","墳墓","","陶器（常滑壷）　カワラケ　土師質土器　擂鉢　土錘　瓦　板碑　銭貨",139.7364313,35.56703332,"0","0","0","0","0","0","1","0","0","yellow"
1311115300,13111,"153","ちょうおんじいせき","長遠寺遺跡","大田区 南馬込五丁目","[中世]","包蔵地・その他（板碑出土地）","","板碑",139.7094886,35.59103109,"0","0","0","0","0","0","1","0","0","yellow"
1311116200,13111,"162","さんぼんまつづか","三本松塚","大田区 北馬込二丁目","[中世]","その他（塚）","","",139.7107203,35.59649433,"0","0","0","0","0","0","1","0","0","yellow"
1311116300,13111,"163","にったよしおきづか","新田義興塚","大田区 矢口一丁目","[中世]","墳墓・その他（塚）","","刀子　刀　懸神",139.6906627,35.56506429,"0","0","0","0","0","0","1","0","0","yellow"
1311116400,13111,"164","かなやまじんじゃづか","金山神社塚","大田区 大森西二丁目","[中世]","その他（塚）","","",139.7301142,35.57581576,"0","0","0","0","0","0","1","0","0","yellow"
1311116500,13111,"165","おおざくらおおつか","大桜大塚","大田区 南久が原二丁目","[中世]","その他（塚）","","土器　板碑",139.6860204,35.57527545,"0","0","0","0","0","0","1","0","0","yellow"
1311117000,13111,"170","さんのうづか","山王塚","大田区 山王一丁目","[中世]","塚","[中世]溝","陶器",139.7212286,35.59318545,"0","0","0","0","0","0","1","0","0","yellow"
1311117200,13111,"172","いけがみにちょうめ1ばんいせき","池上二丁目1番遺跡","大田区 池上二丁目","[縄文時代（前期）][中世][近世]","包蔵地","[縄文時代]炉穴　[近世]供養塔　石組　石畳","縄文土器　カワラケ　蔵骨器　甕棺　板碑　石塔　経石",139.7038385,35.58116395,"0","1","0","0","0","0","1","1","0","yellow"
1311118200,13111,"182","きねんじづか","祈念寺塚","大田区 大森北一丁目","[中世]","墳墓","","",139.7292311,35.58552474,"0","0","0","0","0","0","1","0","0","yellow"
1311118300,13111,"183","うちかわこうちかいづか","内川耕地貝塚","大田区 大森北六丁目","[中世]","貝塚","","",139.7336619,35.57917748,"0","0","0","0","0","0","1","0","0","yellow"
1311118700,13111,"187","みょうれんづか","妙蓮塚","大田区 下丸子二丁目","[中世]","墳墓","","",139.6860345,35.56790833,"0","0","0","0","0","0","1","0","0","yellow"
1311118900,13111,"189","かまたやしきあと","鎌田屋敷跡","大田区 東矢口二丁目","[中世]","屋敷","","",139.7018703,35.56481887,"0","0","0","0","0","0","1","0","0","yellow"
1311119000,13111,"190","やまぶしぎいせき","山伏木遺跡","大田区 東矢口二丁目","[中世]","包蔵地","","",139.7005613,35.56464432,"0","0","0","0","0","0","1","0","0","yellow"
1311119100,13111,"191","じゅっきみょうじんづか","十騎明神塚","大田区 矢口二丁目","[中世]","墳墓","","",139.6917637,35.56295117,"0","0","0","0","0","0","1","0","0","yellow"
1311119900,13111,"199","みょうでんじいせき","妙典寺遺跡","大田区 蒲田二丁目","[中世]","包蔵地・その他（板碑出土地）","","",139.7247515,35.5674357,"0","0","0","0","0","0","1","0","0","yellow"
1311120800,13111,"208","にしろくごういっちょうめ22ばんかいづか","西六郷一丁目22番貝塚","大田区 西六郷一丁目","[奈良時代][平安時代][中世]","貝塚","","",139.7065417,35.55395887,"0","0","0","0","1","1","1","0","0","yellow"
1311122200,13111,"222","もりにゅうどうづか","森入道塚","大田区 南六郷二丁目","[中世]","墳墓","","",139.7212147,35.54592805,"0","0","0","0","0","0","1","0","0","yellow"
1311122600,13111,"226","うめだいせき","梅田遺跡","大田区 南馬込六丁目","[平安時代][中世]","墳墓","地下式坑","人骨（1体）",139.7058846,35.58289697,"0","0","0","0","0","1","1","0","0","yellow"
1311200300,13112,"3","そしがやおおみちきたいせき","祖師谷大道北遺跡","世田谷区 上祖師谷六丁目　上祖師谷七丁目　給田一丁目","[旧石器時代][縄文時代（中期～後期）][弥生時代（後期）][古墳時代][奈良時代][平安時代][中世][近世]","集落","[旧石器時代]ブロック　[縄文時代]住居　竪穴　[古墳時代]住居　[中世][近世]井戸　地下式土坑　[時期不明]ピット　溝","ナイフ形石器　削器　縄文土器　石器　土師器　鉄鏃　陶器　カワラケ　土師質土器　羽釜　内耳鍋　鉄片　石臼　板碑　漆器　桶",139.596436,35.659981,"1","1","1","1","1","1","1","1","0","yellow"
1311200600,13112,"6","とうがくいんいせき","東覚院遺跡","世田谷区 千歳台四丁目　 千歳台五丁目","[中世][近世]","包蔵地","[中世]地下式土壙","朱塗土器　板碑",139.6124427,35.65667294,"0","0","0","0","0","0","1","1","0","yellow"
1311200700,13112,"7","つりがねいけきたいせき","釣鐘池北遺跡","世田谷区 上祖師谷三丁目　 祖師谷六丁目","[縄文時代（早期～晩期）][平安時代][中世][近世]","集落","[縄文時代]住居　集石土坑　土坑　ピット　[平安時代][中世][近世]竪穴　ピット　土坑　溝　炭窯","縄文土器　打斧　磨斧　石鏃　土製円板　大珠　土師器　須恵器　土師質土器　陶磁器　カワラケ　銭貨",139.6035377,35.65423201,"0","1","0","0","0","1","1","1","0","yellow"
1311201800,13112,"18","しものしんめいいせき","下神明遺跡","世田谷区 成城一丁目　成城三丁目","[旧石器時代][縄文時代（早期・中期～後期）][弥生時代][古墳時代][奈良時代][平安時代][中世][近世]","集落","[旧石器時代]ブロック　ブロック　礫群　[縄文時代]土坑　ピット　土坑　[古墳時代]住居址　[平安時代]住居址　[近世]溝　土坑　ピット　溝","（旧石器）石器・剥片　（縄文）縄文土器・石器　（古墳）土師器・石器　（平安）土師器・須恵器・砥石　（近世）煙管",139.5990011,35.63509307,"1","1","1","1","1","1","1","1","0","yellow"
1311201900,13112,"19","かみのしんめいいせき","上神明遺跡","世田谷区 成城四丁目　 成城五丁目","[旧石器時代][縄文時代（早期～晩期）][弥生時代][古墳時代][平安時代][中世][近世]","集落","[縄文時代]住居　土坑　[弥生時代][古墳時代]住居　ピット群　方形周溝墓","石器　縄文土器　弥生土器　土師器　須恵器　鉄製品　土製品",139.5923661,35.6414265,"1","1","1","1","0","1","1","1","0","yellow"
1311204700,13112,"47","きぬたおおつか","砧大塚","世田谷区 砧公園一丁目","[中世]","その他（塚）","移築保存","陶器　カワラケ　銭貨",139.621231,35.631836,"0","0","0","0","0","0","1","0","0","yellow"
1311204800,13112,"48","うえのだいいせき","上之台遺跡","世田谷区 砧八丁目　 祖師谷三丁目","[旧石器時代][縄文時代（早期～中期）][弥生時代（後期）][古墳時代][奈良時代][中世]","集落","[縄文時代]住居　集石　集石土坑　土坑　[古墳時代]住居　[時期不明]溝　段状遺溝","石器　縄文土器　石器　焼礫　弥生土器　土師器　須恵器　鉄鏃　鉄製品　青銅製品　泥人形",139.604996,35.64027,"1","1","1","1","1","0","1","0","0","yellow"
1311205200,13112,"52","どうがやといせき","堂ヶ谷戸遺跡","世田谷区 岡本一丁目　 岡本二丁目　 岡本三丁目","[旧石器時代][縄文時代（早期～晩期）][弥生時代（後期）][古墳時代][奈良時代][平安時代][中世][近世]","集落","[縄文時代]住居　集石　集石土坑　土坑　ピット　[弥生時代][古墳時代][奈良時代][平安時代]住居　竪穴　[近世]溝","石器　縄文土器　弥生土器　土製品　土師器　須恵器　鉄製品　銅鏃　玉類　陶磁器　砥石　煙管",139.620575,35.624981,"1","1","1","1","1","1","1","1","0","yellow"
1311205300,13112,"53","はちまんやまいせき","八幡山遺跡","世田谷区 八幡山一丁目　 八幡山二丁目","[縄文時代（早期～後期）][中世][近世]","集落","[縄文時代]住居　[近世]竪穴　井戸　炭窯","縄文土器　石器　石皿　台石　砥石　土錘　陶器　瓦　砥石　石臼　鉄製品",139.62178,35.660549,"0","1","0","0","0","0","1","1","0","yellow"
1311205800,13112,"58","むかいやまいせき","向山遺跡","世田谷区 桜上水三丁目","[旧石器時代][縄文時代（中期）][中世][近世]","集落","[縄文時代]住居　竪穴　土坑　ピット　[中世]井戸　溝","",139.633484,35.660751,"1","1","0","0","0","0","1","1","0","yellow"
1311208000,13112,"80","しんぱちやまががわいせき","新八山賀川遺跡","世田谷区 桜上水五丁目","[中世]","包蔵地","","板碑",139.6273,35.66404,"0","0","0","0","0","0","1","0","0","yellow"
1311208500,13112,"85","たもんやまいせき・みしゅくじょうあと","多聞山遺跡・三宿城跡","世田谷区 三宿二丁目","[縄文時代（早期～後期）][古墳時代][中世][近世]","集落 城館","[縄文時代]炉 土坑 [古墳時代]住居 [中世]溝","縄文土器 石器 土師器 炭化物",139.6755,35.65216,"0","1","0","1","0","0","1","1","0","yellow"
1311208800,13112,"88","せたがやじょうせき","世田谷城跡","世田谷区 豪徳寺二丁目 梅丘二丁目","[中世]","城館","※遺跡範囲のすべてが、東京都指定旧跡世田谷城跡となっています。","陶器 板碑",139.6476,35.64749,"0","0","0","0","0","0","1","0","0","yellow"
1311210500,13112,"105","せたいせき・せたじょうせき","瀬田遺跡・瀬田城跡","世田谷区 瀬田一丁目 瀬田二丁目","[旧石器時代][縄文時代（早期～後期）][弥生時代（後期）][古墳時代][奈良時代][平安時代][中世][近世]","集落・城館","[旧石器時代]ブロック 礫群 [縄文時代]住居 土坑 ピット [弥生時代～古墳時代]住居 [奈良～平安時代]住居 [近世]ピット 土坑 井戸 溝 配石","石器 縄文土器 石器 礫 けつ状耳飾 弥生土器 土師器 須恵器 陶器 灰釉陶器 土製品 陶磁器",139.6318,35.61599,"1","1","1","1","1","1","1","1","0","yellow"
1311210700,13112,"107","しもやまいせき","下山遺跡","世田谷区 瀬田四丁目 瀬田五丁目","[旧石器時代][縄文時代（早期～晩期）][弥生時代（後期）][古墳時代][奈良時代][平安時代][中世][近世]","集落","[旧石器時代]ブロック 礫群 [縄文時代]住居 集石 炉穴 土坑 ピット [弥生時代]環濠 住居 方形周溝墓 墓壙 甕棺 溝状遺構 [古墳時代]住居 円形周溝墓 [奈良時代][平安時代]住居","ナイフ形石器 尖頭器 礫器 縄文土器 打斧 石鏃 土錘 けつ状耳飾 弥生土器 抉入石斧 石包丁 石皿 土師器 須恵器 土製紡錘車 土製勾玉 ソロバン玉状土製品 石櫃 陶磁器 カワラケ 瓦質土器 煙管 銭貨",139.6244,35.62158,"1","1","1","1","1","1","1","1","0","yellow"
1311211100,13112,"111","しょうげんづか（にしおか2ごうふん）","将監塚（西岡2号墳）","世田谷区 瀬田四丁目","[中世][近世]","塚","","",139.6283,35.61972,"0","0","0","0","0","0","1","1","0","yellow"
1311211200,13112,"112","しもやまきたいせき","下山北遺跡","世田谷区 岡本一丁目","[旧石器時代][縄文時代（早期～前期）][弥生時代][古墳時代][中世][近世]","集落","[旧石器時代]ブロック [縄文時代]住居 集石 土坑 [弥生時代]住居 溝 [古墳時代]住居 [中世]掘立柱建物 井戸 [近世]建物 門","石器 縄文土器 石器 弥生土器 土師器 ガラス玉",139.6227,35.62252,"1","1","1","1","0","0","1","1","0","yellow"
1311211700,13112,"117","かまがやいせき","鎌ヶ谷遺跡","世田谷区 瀬田一丁目","[旧石器時代][縄文時代（早期～中期）][弥生時代（後期）][古墳時代][奈良時代][平安時代][中世][近世]","集落","[旧石器時代]ブロック 礫群 [縄文時代]土坑 ピット [弥生時代][古墳時代]V字溝 溝状遺構","縄文土器 石器 弥生土器 土師器 須恵器 陶器",139.6336,35.6134,"1","1","1","1","1","1","1","1","0","yellow"
1311212100,13112,"121","やがわうえいせき","谷川上遺跡","世田谷区 野毛一丁目","[旧石器時代][縄文時代（中期）][古墳時代][中世][近世]","集落","[縄文時代]住居 ピット [中世][近世]竪穴土坑 溝","縄文土器 石器 土師器 陶磁器",139.6451,35.60425,"1","1","0","1","0","0","1","1","0","yellow"
1311212300,13112,"123","しものげいせき","下野毛遺跡","世田谷区 野毛一丁目 野毛二丁目","[旧石器時代][縄文時代（早期～後期）][中世][近世]","集落","[縄文時代]住居 集石 炉 土坑","縄文土器 石器 剥片 礫 陶器",139.6424,35.60424,"1","1","0","0","0","0","1","1","0","yellow"
1311213100,13112,"131","にしおか3ごうふん","西岡3号墳","世田谷区 等々力三丁目","[中世]","その他（塚）","","鉄鏃 鉄刀 仏像",139.6475,35.61235,"0","0","0","0","0","0","1","0","0","yellow"
1311213800,13112,"138","はちまんづか（にしおか14ごうふん・しんめいづか）こふん","八幡塚(西岡14号墳・神明塚)古墳","世田谷区 尾山台二丁目","[古墳時代][中世]","古墳","円墳","土師器 ヤリガンナ <U+9299>帯金具 刀身 石製模造品 銅鏡 直刀 鉄槍 鉄鏃 ガラス小玉",139.6552,35.60042,"0","0","0","1","0","0","1","0","0","yellow"
1311214300,13112,"143","すわやまいせき","諏訪山遺跡","世田谷区 奥沢一丁目 奥沢三丁目","[旧石器時代][縄文時代（早期～後期）][弥生時代（後期）][平安時代][中世][近世]","集落","[縄文時代]住居 竪穴 集石 集石土坑 焼土 土坑 ピット [平安時代]土坑 火葬墓 [中世]焼土 溝 [近世]溝","縄文土器 石器 土錘 耳栓 土製品 礫 土師器 須恵器 土師質土器 陶器 陶磁器 鉄板 人骨",139.6748,35.60334,"1","1","1","0","0","1","1","1","0","yellow"
1311215900,13112,"159","きたみじんやいせき","喜多見陣屋遺跡","世田谷区 喜多見一丁目 喜多見三丁目 喜多見四丁目","[旧石器時代][縄文時代（早期～晩期）][弥生時代（中期～後期][古墳時代][奈良時代][平安時代][中世][近世]","集落","[旧石器時代]ブロック [縄文時代]住居 炉穴 土坑 [弥生時代]住居 溝 [古墳時代]住居 竪穴 方形周溝墓 周溝 棺 墓壙 [奈良～平安時代]住居 地下式土坑 [中世～近世]掘立柱建物 ピット 礎石 土坑 井戸 溝 堀 池","石器 縄文土器 弥生土器 土師器 須恵器 埴輪 臼玉 ガラス玉 灰釉 緑釉 陶磁器 土師質土器 鉄製品 鉄鏃 釘 茶臼 羽口 瓦 板碑 銭貨 胞衣容器 人骨 灰釉陶器 円筒埴輪 土製品 鉱滓",139.5966,35.6261,"1","1","1","1","1","1","1","1","0","yellow"
1311220700,13112,"207","ときわづか","常盤塚","世田谷区 上馬五丁目","[中世]","塚","※遺跡範囲のすべてが、世田谷区指定史跡常盤塚となっています。","鏡 くし",139.6587008,35.64156211,"0","0","0","0","0","0","1","0","0","yellow"
1311220800,13112,"208","あみだまるいせき","阿弥陀丸遺跡","世田谷区 弦巻二丁目","[中世]","包蔵地","","甕 石櫃 板碑",139.6532077,35.63405636,"0","0","0","0","0","0","1","0","0","yellow"
1311220900,13112,"209","せきやづか","関屋塚","世田谷区 桜新町一丁目","[中世][近世]","塚","","銭貨",139.6405734,35.62920097,"0","0","0","0","0","0","1","1","0","yellow"
1311221000,13112,"210","ながさきづかいせき","長崎塚遺跡","世田谷区 桜新町一丁目","[中世][近世]","その他（塚）","","陶磁器",139.641466,35.62864286,"0","0","0","0","0","0","1","1","0","yellow"
1311221200,13112,"212","せんぶづかいせき","千部塚遺跡","世田谷区 深沢五丁目","[中世][近世]","その他（塚）","","土師器",139.6508388,35.62021492,"0","0","0","0","0","0","1","1","0","yellow"
1311221800,13112,"218","いなりざかいせき","稲荷坂遺跡","世田谷区 上野毛二丁目 上野毛三丁目","[中世]","包蔵地","","板碑",139.6357599,35.61034736,"0","0","0","0","0","0","1","0","0","yellow"
1311222400,13112,"224","どうのさかいせき","堂の坂遺跡","世田谷区 尾山台一丁目 尾山台二丁目","[中世]","出土地","","板碑 人骨",139.6552733,35.59994465,"0","0","0","0","0","0","1","0","0","yellow"
1311222700,13112,"227","おおひらとりであと","大平砦跡","世田谷区 奥沢一丁目 奥沢三丁目","[中世]","城館","","",139.677948,35.601883,"0","0","0","0","0","0","1","0","0","yellow"
1311222800,13112,"228","ふかさわじょうあと","深沢城跡","世田谷区 中町二丁目 等々力三丁目 等々力八丁目","[中世]","城館","","",139.6476802,35.61371197,"0","0","0","0","0","0","1","0","0","yellow"
1311223700,13112,"237","しものげはらいなりいせき","下野毛原稲荷遺跡","世田谷区 野毛一丁目","[中世]","単独出土地","","板碑",139.644508,35.60183593,"0","0","0","0","0","0","1","0","0","yellow"
1311223800,13112,"238","はちまんやまいなりまえいせき","八幡山稲荷前遺跡","世田谷区 八幡山一丁目","[縄文時代（早期・中期）][中世][近世]","集落","[縄文時代]土坑 ピット [中世][近世]溝 井戸 土坑 ピット","縄文土器 石器 土製品 陶磁器 土師質土器 煙管 鉄製石 碁石",139.6198115,35.66199384,"0","1","0","0","0","0","1","1","0","yellow"
1311223900,13112,"239","かねづか","カネ塚","世田谷区 南烏山二丁目","[中世][近世]","塚","","陶器 石碑",139.6082034,35.66783259,"0","0","0","0","0","0","1","1","0","yellow"
1311224000,13112,"240","こがやいせき","児ヶ谷遺跡","世田谷区 八幡山三丁目","[中世][近世]","包蔵地","","土師器 陶磁器",139.6136568,35.66900123,"0","0","0","0","0","0","1","1","0","yellow"
1311224300,13112,"243","ほしのづか","星野塚","世田谷区 船橋五丁目","[中世]","塚","","",139.6265406,35.65754063,"0","0","0","0","0","0","1","0","0","yellow"
1311224500,13112,"245","いしいどづか","石井土塚","世田谷区 大蔵三丁目","[古墳時代][奈良時代][平安時代][中世][近世]","塚？","方墳","",139.6073487,35.63401113,"0","0","0","1","1","1","1","1","0","yellow"
1311224800,13112,"248","おかもとはらいせき","岡本原遺跡","世田谷区 岡本一丁目","[縄文時代（早期～中期）][古墳時代][中世][近世]","包蔵地","[古墳時代]溝","縄文土器 土師器 紡錘車 陶磁器",139.620332,35.62631979,"0","1","0","1","0","0","1","1","0","yellow"
1311224900,13112,"249","せたうえはらいせき","瀬田上原遺跡","世田谷区 瀬田五丁目","[奈良時代][平安時代][中世]","包蔵地","","土師器 須恵器 カワラケ",139.6246306,35.62443671,"0","0","0","0","1","1","1","0","0","yellow"
1311226400,13112,"264","きたみしみずいせき","喜多見清水遺跡","世田谷区 喜多見五丁目","[縄文時代（早期・中期～後期）][古墳時代][奈良時代][平安時代][中世][近世]","集落","[奈良時代][平安時代]住居 [中世][近世]土坑 地下式土坑 井戸 溝","縄文土器 土師器 須恵器 土師質土器 陶磁器 石臼 鉄製品",139.6029495,35.62791983,"0","1","0","1","1","1","1","1","0","yellow"
1311226500,13112,"265","しものだやまいせき","下野田山遺跡","世田谷区 喜多見六丁目","[旧石器時代][古墳時代][奈良時代][平安時代][中世][近世]","集落","[旧石器時代]ブロック","石器 焼礫 土師器 陶器 カワラケ",139.6039245,35.6300624,"1","0","0","1","1","1","1","1","0","yellow"
1311227800,13112,"278","からすやまじょう（とりで）せき・からすやまみなみはらいせき","烏山城(砦)跡・烏山南原遺跡","世田谷区 南烏山一丁目 南烏山二丁目","[旧石器時代][縄文時代（中期）][中世][近世]","集落・城館","[旧石器時代]ブロック 礫群 [近世]溝状遺構 [時期不明]溝","石器 焼礫 縄文土器 陶磁器",139.6085982,35.6676234,"1","1","0","0","0","0","1","1","0","yellow"
1311228000,13112,"280","きたみなかどおりいせき","喜多見中通遺跡","世田谷区 喜多見七丁目","[縄文時代（中期～晩期）][古墳時代][奈良時代][平安時代][中世][近世]","集落","","土師器",139.5953277,35.63203595,"0","1","0","1","1","1","1","1","0","yellow"
1311228100,13112,"281","たなおしいせき","田直遺跡","世田谷区 大蔵五丁目","[旧石器時代][縄文時代(早期～後期)][奈良時代][平安時代][中世][近世]","集落","[旧石器時代]ブロック [縄文時代]住居址 土坑 炉穴 集石 ピット 配石 遺物集中部 土器埋設土坑 [古代以降]溝 土坑 ピット [中世以降]土坑 [近世以降]段切り ピット","[旧石器時代]石器 [縄文時代]土器 石器 土製品 石製品（装飾品） [古代以降]土師器 須恵器 [中世以降]陶磁器 [近世以降]陶磁器",139.6064007,35.62882062,"1","1","0","0","1","1","1","1","0","yellow"
1311228200,13112,"282","しもそしがやまえいせき","下祖師谷前遺跡","世田谷区 成城九丁目","[中世]","包蔵地","","土師質土器",139.5975293,35.65114471,"0","0","0","0","0","0","1","0","0","yellow"
1311228500,13112,"285","うなねほんむらいせき","宇奈根本村遺跡","世田谷区 宇奈根二丁目","[古墳時代][奈良時代][平安時代][中世][近世]","包蔵地","","土師器 陶磁器",139.6021049,35.62118808,"0","0","0","1","1","1","1","1","0","yellow"
1311228800,13112,"288","おかもとまえこうちいせき","岡本前耕地遺跡","世田谷区 岡本二丁目","[縄文時代（早期～晩期）][弥生時代][古墳時代][奈良時代][平安時代][中世][近世]","集落","[縄文時代]集石 杭列 [近世]溝","縄文土器 石器 土製品 石製品 木製品 浮子 弥生土器 土師器 須恵器 灰釉 陶磁器",139.6192162,35.62029178,"0","1","1","1","1","1","1","1","0","yellow"
1311229600,13112,"296","とどろきはらいせき","等々力原遺跡","世田谷区 等々力一丁目","[旧石器時代][縄文時代（早期～後期）][弥生時代（後期）][古墳時代][中世][近世]","集落","[縄文時代]住居 土坑 [弥生時代]住居","石器 縄文土器 石器 弥生土器 陶磁器 銭貨",139.6479353,35.60406427,"1","1","1","1","0","0","1","1","0","yellow"
1311229700,13112,"297","とどろきねいせき","等々力根遺跡","世田谷区 等々力一丁目","[旧石器時代][縄文時代（早期～後期）][古墳時代][中世][近世]","集落","","縄文土器 石器 土製品 陶磁器 銭貨 鉄製品 土錘 砥石 瓦 土師質土器 硯 礫 埴輪 須恵器 金属製品 ガラス製品",139.6479182,35.60188694,"1","1","0","1","0","0","1","1","0","yellow"
1311232600,13112,"326","まるやまひがしいせき","丸山東遺跡","世田谷区 深沢五丁目","[縄文時代][中世][近世]","包蔵地","","",139.6481265,35.61929394,"0","1","0","0","0","0","1","1","0","yellow"
1320200200,13202,"2","とのがやしんでんいせき","殿ヶ谷新田遺跡","立川市 西砂町五丁目","[縄文時代（中期）][平安時代][中世]","包蔵地","畝状遺構 ピット 土杭（時代不明）","尖頭器 縄文土器 打斧 石鏃 土師器 陶器",139.3647032,35.73408838,"0","1","0","0","0","1","1","0","0","yellow"
1320201400,13202,"14","おおわだいせき","大和田遺跡","立川市 柴崎町四丁目 錦町五丁目","[旧石器時代][縄文時代（早期・中期～後期）][奈良時代][平安時代][中世][近世]","集落","[縄文時代]住居 集石 土坑 [奈良時代][平安時代]住居 土坑 溝","尖頭器 礫器 縄文土器 打斧 磨斧 石皿 磨石 スタンプ形石器 土師器 須恵器 陶磁器 銭貨",139.4089033,35.69072429,"1","1","0","0","1","1","1","1","0","yellow"
