"JASID","自治体コード","遺跡番号","ふりがな","遺跡名","所在地","時代","種別","主な遺構/概要","主な出土品","経度","緯度","旧石器時代","縄文時代","弥生時代","古墳時代","奈良時代","平安時代","中世","近世","時代不明"
1311102600,13111,"26","たまがわだいこふんぐん","多摩川台古墳群1～8号墳","大田区 田園調布一丁目　 田園調布四丁目","[古墳時代]","古墳","1号墳：前方後円墳　径39m　横穴式石室 2号墳：円墳？　礫槨　 3号墳：円墳　径13～14m　横穴式石室　 4号墳：円墳　径18m　横穴式石室　 5号墳：円墳　径20.1m　横穴式石室　 6号墳：円墳　径20m　横穴式石室　 7号墳：円墳　径18.5m　横穴式石室　 8号墳：円墳　径16m　横穴式石室","1号墳：土師器　須恵器　鉄鏃　円筒埴輪　形象埴輪　 2号墳：勾玉　 3号墳：土師器　須恵器　鉄鏃　直刀　金環　 4号墳：土師器　須恵器　鉄鏃　刀子　埴輪　直刀　轡　 5号墳：鉄鏃　刀子　玉類　直刀　金環　銅環　轡　 7号墳：鉄鏃　大刀　 8号墳：土師器　須恵器　鉄鏃　刀子　玉類　直刀　金環　鉾",139.6653353,35.59098393,"0","0","0","1","0","0","0","0","0"
1311102800,13111,"28","しもぬまべきつねづか1・2ごうふん","下沼部狐塚1・2号墳","大田区 田園調布二丁目","[古墳時代]","古墳","円墳2基","",139.6707426,35.5931476,"0","0","0","1","0","0","0","0","0"
1311102900,13111,"29","とうこういんうらいせき","東光院裏遺跡","大田区 田園調布本町","[中世]","包蔵地・その他（板碑出土地）","","板碑",139.6732746,35.58384688,"0","0","0","0","0","0","1","0","0"
1311103000,13111,"30","いしづかこふん","石塚古墳","大田区 西嶺町","[古墳時代]","古墳","円墳","",139.6774303,35.58177573,"0","0","0","1","0","0","0","0","0"
1311103100,13111,"31","はくさんじんじゃよこあなぼ","白山神社横穴墓","大田区 東嶺町","[古墳時代][奈良時代]","横穴墓","","",139.6833003,35.57892677,"0","0","0","1","1","0","0","0","0"
1311103200,13111,"32","ぞうみょういんないよこあなぼ","増明院内横穴墓","大田区 鵜の木一丁目","[古墳時代][奈良時代]","横穴墓","[古墳時代][奈良時代]切石羨門","鉄刀",139.6870554,35.57543632,"0","0","0","1","1","0","0","0","0"
1311103300,13111,"33","はいづか","灰塚","大田区 千鳥町三丁目","[中世]","墳墓","","板碑",139.6872485,35.57255659,"0","0","0","0","0","0","1","0","0"
1311103400,13111,"34","みなみくがはらにちょうめよこあなぼぐん","南久が原二丁目横穴墓群","大田区 南久が原二丁目","[古墳時代][奈良時代]","横穴墓","1基","人骨",139.6849954,35.57589009,"0","0","0","1","1","0","0","0","0"
1311103500,13111,"35","かめのこやまこふん（にしおか46ごうふん）","亀甲山古墳（西岡46号墳）","大田区 田園調布一丁目","[古墳時代]","古墳","※遺跡範囲のすべてが、国指定史跡亀甲山古墳となっています。 　 前方後円墳","",139.6672172,35.58937143,"0","0","0","1","0","0","0","0","0"
1311103600,13111,"36","にしおか47ごうふん","西岡47号墳","大田区 田園調布三丁目","[古墳時代]","古墳","円墳","",139.6673245,35.5914479,"0","0","0","1","0","0","0","0","0"
1311103700,13111,"37","しもぬまべしおみだいよこあなぼぐん","下沼部汐見台横穴墓群","大田区 田園調布三丁目","[古墳時代][奈良時代]","横穴墓","","人骨",139.6665735,35.59169219,"0","0","0","1","1","0","0","0","0"
1311103800,13111,"38","ほうらいさん（ほうらいづか）こふん","宝莱山（蓬莱塚）古墳","大田区 田園調布四丁目","[古墳時代]","古墳","※遺跡範囲のすべてが、都指定史跡宝莱山古墳となっています。 前方後円墳　[古墳時代]粘土槨","土器　鉄鏃　紡錘車形石製品　管玉　勾玉　丸玉　小玉　四獣鏡　鉄剣",139.6632476,35.59286127,"0","0","0","1","0","0","0","0","0"
1311103900,13111,"39","かみぬまべほうらいよこあなぼぐん","上沼部宝来横穴墓群","大田区 田園調布四丁目","[古墳時代][奈良時代]","横穴墓","","直刀　人骨",139.6622981,35.59404778,"0","0","0","1","1","0","0","0","0"
1311104000,13111,"40","かみぬまべはなのよこあなぼぐん","上沼部花野横穴墓群","大田区 田園調布四丁目","[古墳時代][奈良時代]","横穴墓","","",139.6616543,35.59408267,"0","0","0","1","1","0","0","0","0"
1311104100,13111,"41","かみぬまべにいのさとよこあなぼぐん","上沼部新居里横穴墓群","大田区 田園調布四丁目","[古墳時代][奈良時代]","横穴墓","","",139.6619011,35.59460613,"0","0","0","1","1","0","0","0","0"
1311104200,13111,"42","かみぬまべふきあげほくぶよこあなぼぐん","上沼部吹上北部横穴墓群","大田区 田園調布五丁目","[古墳時代][奈良時代]","横穴墓","","木製品　人骨",139.6603512,35.59931764,"0","0","0","1","1","0","0","0","0"
1311104300,13111,"43","かみぬまべふきあげなんぶよこあなぼぐん","上沼部吹上南部横穴墓群","大田区 田園調布五丁目","[古墳時代][奈良時代]","横穴墓","","人骨",139.6582484,35.59718903,"0","0","0","1","1","0","0","0","0"
1311104400,13111,"44","かみぬまべ29ばんちよこあなぼ","上沼部29番地横穴墓","大田区 田園調布五丁目","[古墳時代][奈良時代]","横穴墓","","",139.6576046,35.59610725,"0","0","0","1","1","0","0","0","0"
1311104500,13111,"45","でんえんちょうふほんちょうかいづか","田園調布本町貝塚","大田区 田園調布本町","[縄文時代（前期）]","貝塚","","縄文土器",139.6761517,35.58467801,"0","1","0","0","0","0","0","0","0"
1311104600,13111,"46","でんえんちょうふほんちょう24ばんよこあなぼ","田園調布本町24番横穴墓","大田区 田園調布本町","[古墳時代][奈良時代]","横穴墓","","",139.6745531,35.58391891,"0","0","0","1","1","0","0","0","0"
1311104700,13111,"47","でんえんちょうふほんちょう26ばんよこあなぼ","田園調布本町26番横穴墓","大田区 田園調布本町","[古墳時代][奈良時代]","横穴墓","","人骨",139.6743063,35.5827497,"0","0","0","1","1","0","0","0","0"
1311104800,13111,"48","しもぬまべかいづか","下沼部貝塚","大田区 田園調布本町","[縄文時代（早期～晩期）][弥生時代][近世]","集落・貝塚","[縄文時代]住居　集石　炉　炉穴　焼土　[弥生時代]住居　[近世]墓壙","縄文土器　打斧　磨斧　礫器　石槍　石鏃　掻器　石箆　石錘　石皿　磨石　凹石　敲石　石核　剥片　梵字形石器　耳飾　石棒　石剣　岩版　土版　昆虫形土製品　筒形土製品　獣骨　弥生土器　須恵器　埴輪　銭貨　人骨",139.6724802,35.58533812,"0","1","1","0","0","0","0","1","0"
1311104900,13111,"49","ゆきがやぎょうにんづか","雪ヶ谷行人塚","大田区 東雪谷二丁目","[奈良時代][平安時代]","墳墓","","",139.6847028,35.5965309,"0","0","0","0","1","1","0","0","0"
1311105000,13111,"50","にしおか49ごうふん","西岡49号墳","大田区 田園調布本町","[古墳時代]","古墳","円墳","",139.6709538,35.58545938,"0","0","0","1","0","0","0","0","0"
1311105100,13111,"51","にしおか50ごうふん","西岡50号墳","大田区 田園調布本町","[古墳時代]","古墳","円墳","",139.6708465,35.58590436,"0","0","0","1","0","0","0","0","0"
1311105200,13111,"52","にしおか51ごうふん","西岡51号墳","大田区 田園調布本町","[古墳時代]","古墳","円墳　[古墳時代]横穴式石室","直刀",139.6716083,35.58488351,"0","0","0","1","0","0","0","0","0"
1311105300,13111,"53","にしおか52ごうふん","西岡52号墳","大田区 田園調布本町","[古墳時代]","古墳","円墳","土師器　鉄鏃　方頭大刀　銀環　人骨",139.6722949,35.5844996,"0","0","0","1","0","0","0","0","0"
1311105400,13111,"54","にしおか53ごうふん","西岡53号墳","大田区 田園調布南","[古墳時代]","古墳","円墳","",139.676801,35.5810443,"0","0","0","1","0","0","0","0","0"
1311105500,13111,"55","にしおか54ごうふん","西岡54号墳","大田区 西嶺町","[古墳時代]","古墳","円墳","",139.6781743,35.58182961,"0","0","0","1","0","0","0","0","0"
1311105600,13111,"56","うのきおおつかこふん","鵜木大塚古墳","大田区 雪谷大塚町","[古墳時代]","古墳","円墳","",139.6771517,35.59133995,"0","0","0","1","0","0","0","0","0"
1311105700,13111,"57","ゆきがやかいづか","雪ヶ谷貝塚","大田区 南雪谷二丁目　 南雪谷三丁目　 南雪谷四丁目　 南雪谷五丁目","[旧石器時代][縄文時代（早期～前期）][弥生時代（後期）][古墳時代][平安時代]","集落・貝塚・その他の墓","","縄文土器　縄文石器　石鏃　石槍　弥生土器",139.6844687,35.58976951,"1","1","1","1","0","1","0","0","0"
1311105800,13111,"58","かつかいしゅうぼしょふきんいせき","勝海舟墓所付近遺跡","大田区 南千束一丁目　 南千束二丁目","[縄文時代（前期）]","包蔵地","","縄文土器　磨斧",139.6920433,35.60212279,"0","1","0","0","0","0","0","0","0"
1311105900,13111,"59","かみいけがみいせき","上池上遺跡","大田区 中馬込三丁目　 上池台五丁目","[縄文時代（前期）]","集落","[縄文時代]住居跡　墓壙","縄文土器　石斧　石器　装身具（玉類）",139.7019138,35.59277077,"0","1","0","0","0","0","0","0","0"
1311106000,13111,"60","まごめかいづか","馬込貝塚","大田区 中馬込一丁目　 上池台五丁目","[縄文時代（前期～晩期）]","集落・貝塚","[縄文時代]住居　土坑　土壙　犬埋葬土坑","縄文土器　打斧　磨斧　異形石器　土錘　けつ状耳飾　玉類　骨角製品牙鏃　弓筈　人骨　獣・魚骨",139.7035017,35.59549274,"0","1","0","0","0","0","0","0","0"
1311106100,13111,"61","みなみまごめいっちょうめよこあなぼぐん","南馬込一丁目横穴墓群","大田区 南馬込一丁目","[古墳時代][奈良時代]","横穴墓","","直刀　人骨",139.7128043,35.59316087,"0","0","0","1","1","0","0","0","0"
1311106200,13111,"62","てんまんぐうふきんかいづか","天満宮付近貝塚","大田区 南馬込二丁目","[縄文時代（前期）]","貝塚","","縄文土器",139.7166881,35.58939185,"0","1","0","0","0","0","0","0","0"
1311106300,13111,"63","まごめいっちょうめかいづか","馬込一丁目貝塚","大田区 南馬込四丁目","[縄文時代（前期）]","貝塚","","縄文土器",139.7140918,35.58647772,"0","1","0","0","0","0","0","0","0"
1311106400,13111,"64","つかごしよこあなぼぐん","塚越横穴墓群","大田区 南馬込五丁目　 西馬込二丁目　 仲池上一丁目　 仲池上二丁目　 上池台五丁目","[古墳時代][奈良時代]","横穴墓","[古墳時代][奈良時代]切石羨門","鉄鏃　刀子　金銅製頭椎大刀　金銅製圭頭大刀　直刀　轡　杏葉　挂甲小札　人骨",139.7028265,35.58682673,"0","0","0","1","1","0","0","0","0"
1311106500,13111,"65","ちょうおんじかいづか","長遠寺貝塚","大田区 南馬込五丁目　 西馬込一丁目","[縄文時代（前期）][弥生時代]","包蔵地・貝塚","","縄文土器　打斧　弥生土器",139.7096019,35.59124845,"0","1","1","0","0","0","0","0","0"
1311106600,13111,"66","かみいけがみ（こやすはちまんじんじゃうら）いせき","上池上（子安八幡神社裏）遺跡","大田区 仲池上一丁目","[弥生時代]","包蔵地","","弥生土器",139.6986138,35.58900204,"0","0","1","0","0","0","0","0","0"
1311106700,13111,"67","おおたに・しもたにいせき","大谷・下谷遺跡","大田区 西馬込二丁目　 仲池上一丁目","[旧石器時代][縄文時代（前期～中期）]","集落","[旧石器時代]礫群　[縄文時代]住居　竪穴状遺構　土坑","剥片　焼礫　縄文土器　石器　土製品　土錘",139.7014033,35.58769331,"1","1","0","0","0","0","0","0","0"
1311106800,13111,"68","さんのういっちょうめよこあなぼぐん","山王一丁目横穴墓群","大田区 山王一丁目","[古墳時代][奈良時代]","横穴墓","","人骨",139.7217452,35.59301536,"0","0","0","1","1","0","0","0","0"
1311106900,13111,"69","おおもりかいづか","大森貝塚","大田区 山王一丁目","[縄文時代（中期～晩期）]","貝塚","","縄文土器　打斧　石鏃　石皿　磨石　耳飾　石棒　土偶　土版　土製品　骨角器　牙鏃　人骨　獣骨",139.7303283,35.59301536,"0","1","0","0","0","0","0","0","0"
1311106902,13111,"69-2","おおもり・さんのうかまくらかいどうしもつみちかんれんいせき","大森・山王鎌倉街道下ッ道関連遺跡","大田区 山王一丁目","[中世]","その他（道路跡）","[中世]道路遺構　溝状遺構","須恵器　かわらけ　土錘　擂鉢　銭貨　磁器",139.7288048,35.59189863,"0","0","0","0","0","0","1","0","0"
1311107000,13111,"70","くまのじんじゃまえかいづか・あらいじゅくじょうあと","熊野神社前貝塚・新井宿城跡","大田区 山王三丁目","[奈良時代][平安時代][中世]","貝塚・城館","","土師器　須恵器　獣骨",139.721874,35.58434285,"0","0","0","0","1","1","1","0","0"
1311107100,13111,"71","くまのじんじゃふきんよこあなぼぐん","熊野神社付近横穴墓群","大田区 山王三丁目","[古墳時代][平安時代]","横穴墓","","土師器　須恵器　人骨",139.7208869,35.58397639,"0","0","0","1","0","1","0","0","0"
1311107200,13111,"72","くまのじんじゃいせき","熊野神社遺跡","大田区 山王三丁目　山王四丁目","[弥生時代]","包蔵地","","弥生土器",139.7214663,35.58542479,"0","0","1","0","0","0","0","0","0"
1311107300,13111,"73","さんのういせき・さんのういせきないよこあなぼぐん","山王遺跡・山王遺跡内横穴墓群","大田区 山王二丁目　 山王三丁目","[弥生時代（中期～後期）][古墳時代][奈良時代]","集落・貝塚・横穴墓","[弥生時代]環濠　住居　方形周溝墓　[古墳時代]住居　[奈良時代]横穴墓3基　[時期不明]地下式土坑","弥生土器　石器　土師器　須恵器　鉄鏃　刀子　直刀　人骨",139.7252696,35.58752753,"0","0","1","1","1","0","0","0","0"
1311107400,13111,"74","きりさとまちかいづか","桐里町貝塚","大田区 池上一丁目","[縄文時代（前期）][弥生時代]","貝塚","","縄文土器　弥生土器",139.7069823,35.57945652,"0","1","1","0","0","0","0","0","0"
1311107500,13111,"75","ほんもんじうらいせき","本門寺裏遺跡","大田区 池上二丁目","[弥生時代]","集落","[弥生時代]住居","弥生土器",139.7042143,35.57996262,"0","0","1","0","0","0","0","0","0"
1311107600,13111,"76","しょうせんかいづか","庄仙貝塚","大田区 久が原一丁目　 北嶺町","[縄文時代（前期～中期）]","貝塚・集落","[縄文時代]住居","縄文土器　打斧　磨斧　石鏃　磨石　凹石　石棒　独鈷石　獣骨",139.6882712,35.586053,"0","1","0","0","0","0","0","0","0"
1311107700,13111,"77","てんしようちえんふきんいせき","天使幼稚園付近遺跡","大田区 久が原四丁目","[縄文時代（前期）]","包蔵地","","縄文土器",139.6936786,35.58212659,"0","1","0","0","0","0","0","0","0"
1311107800,13111,"78","くがはらかいづか・くがはらちょう1026ばんちかいづか","久ヶ原貝塚・久ヶ原町1026番地貝塚","大田区 久が原三丁目　 久が原四丁目","[縄文時代（前期～中期）]","貝塚","","縄文土器",139.6912324,35.58052107,"0","1","0","0","0","0","0","0","0"
1311107900,13111,"79","くがはらよんちょうめよこあなぼぐん","久が原四丁目横穴墓群","大田区 久が原四丁目","[古墳時代][奈良時代]","横穴墓","","人骨",139.6921765,35.5802942,"0","0","0","1","1","0","0","0","0"
1311108000,13111,"80","くがはらよこあなぼぐん","久ヶ原横穴墓群","大田区 久が原四丁目　 久が原五丁目　 久が原六丁目　 南久が原一丁目　 千鳥一丁目","[古墳時代][奈良時代]","横穴墓","[古墳時代][奈良時代]組合式石棺　切石羨門","土師器　須恵器　鉄鏃　刀子　管玉　勾玉　丸玉　金環　人骨",139.6937644,35.57514582,"0","0","0","1","1","0","0","0","0"
1311108100,13111,"81","くがはらいせき","久ヶ原遺跡","大田区 久が原四丁目　 久が原五丁目　 久が原六丁目　 千鳥一丁目","[弥生時代（中期～後期）][古墳時代][中世]","集落","竪穴住居跡","弥生土器　縄文土器　磨斧　軽石製品　土錘　勾玉　獣骨　土師器",139.6939146,35.57641986,"0","0","1","1","0","0","1","0","0"
1311108200,13111,"82","ゆきがやささまるおおつか","雪ヶ谷笹丸大塚","大田区 東雪谷一丁目","[奈良時代][平安時代]","墳墓","","",139.6880781,35.5987558,"0","0","0","0","1","1","0","0","0"
1311108300,13111,"83","すりばちやまこふん","スリバチ山古墳","大田区 久が原六丁目","[古墳時代]","古墳","円墳","円筒埴輪　人物埴輪",139.6935284,35.57388922,"0","0","0","1","0","0","0","0","0"
1311108400,13111,"84","みねいせき","嶺遺跡","大田区 南久が原一丁目　 千鳥三丁目","[弥生時代（後期）]","集落","[弥生時代]住居跡","弥生土器",139.6882283,35.57483168,"0","0","1","0","0","0","0","0","0"
1311108500,13111,"85","ちどりくぼかいづか","千鳥久保貝塚","大田区 久が原四丁目　 南久が原一丁目","[縄文時代（中期～後期）]","集落・貝塚","[縄文時代]住居","縄文土器　打斧　凹石　鹿角棒　人骨",139.6891725,35.57711795,"0","1","0","0","0","0","0","0","0"
1311108600,13111,"86","おおつかこふん","大塚古墳","大田区 千鳥一丁目","[古墳時代]","古墳","円墳","",139.6916401,35.57430809,"0","0","0","1","0","0","0","0","0"
1311108700,13111,"87","ぞうみょういんうらかいづか","増明院裏貝塚","大田区 鵜の木一丁目","[縄文時代（前期・後期）]","貝塚","","縄文土器　石器　耳飾",139.6829192,35.57566033,"0","1","0","0","0","0","0","0","0"
1311108800,13111,"88","ねぎしよこあなぼぐん","根岸横穴墓群","大田区 南久が原一丁目　 千鳥三丁目","[古墳時代][奈良時代]","横穴墓","[古墳時代][奈良時代]横穴墓（切石羨門）","須恵器　切石羨門　人骨",139.6880959,35.5740285,"0","0","0","1","1","0","0","0","0"
1311108900,13111,"89","こうみょうじよこあなぼぐん","光明寺横穴墓群","大田区 鵜の木一丁目","[古墳時代][奈良時代]","横穴墓","3基","土師器　須恵器　刀子　人骨",139.6837453,35.57359218,"0","0","0","1","1","0","0","0","0"
1311109001,13111,"90-1","こうみょうじいせき","光明寺遺跡","大田区 鵜の木一丁目","[旧石器時代][縄文時代（早期）][弥生時代][古墳時代][奈良時代][中世][近世]","集落・その他（墓地）","[旧石器時代]石器集中　礫群　[縄文時代]陥し穴　[弥生時代]住居　方形周溝墓　[中世][近世]竪穴状遺構　墓地　集石土坑　集石","石器　礫　縄文土器　弥生土器　陶磁器　蔵骨器　板碑",139.684314,35.57385397,"1","1","1","1","1","0","1","1","0"
1311109002,13111,"90-2","あらづか１ごうふん","荒塚1号墳","大田区 鵜の木一丁目","[古墳時代]","古墳","円墳","円筒埴輪",139.6841959,35.57387143,"0","0","0","1","0","0","0","0","0"
1311109003,13111,"90-3","あらづか2ごうふん","荒塚2号墳","大田区 鵜の木一丁目","[古墳時代]","古墳","[古墳時代]周溝","円筒埴輪　埴輪棺",139.6839599,35.57381034,"0","0","0","1","0","0","0","0","0"
1311109100,13111,"91","きりがやよこあなぼぐん","桐ヶ谷横穴墓群","大田区 中央五丁目","[古墳時代][奈良時代]","横穴墓","13基　[古墳時代][奈良時代]切石羨門　横穴墓","人骨",139.7125128,35.58064849,"0","0","0","1","1","0","0","0","0"
1311109200,13111,"92","じゅうにてん（じゅうにてんにし）いせき","十二天（十二天西）遺跡","大田区 中央八丁目","[奈良時代][平安時代]","官衙","","須恵器　土師器　灰釉陶器　銅製?帯　木製品",139.7176412,35.57159067,"0","0","0","0","1","1","0","0","0"
1311109300,13111,"93","おなづかかいづか","女塚貝塚","大田区 西蒲田四丁目　 西蒲田五丁目","[弥生時代（後期）][奈良時代][平安時代]","貝塚・その他（祭祀遺構）","井戸","土師器　砥石　鉄器　滑石製紡錘車　石製品",139.717035,35.56813481,"0","0","1","0","1","1","0","0","0"
1311109400,13111,"94","おなづかこふん","女塚古墳","大田区 西蒲田六丁目","[古墳時代]","古墳","円墳","土師器",139.712384,35.56524609,"0","0","0","1","0","0","0","0","0"
1311109500,13111,"95","えんとんじかいづか","円頓寺貝塚","大田区 蒲田二丁目","[奈良時代][平安時代]","貝塚","","土師器　須恵器",139.7239014,35.56501045,"0","0","0","0","1","1","0","0","0"
1311109600,13111,"96","ひえだじんじゃいせき","?田神社遺跡","大田区 蒲田三丁目","[古墳時代]","包蔵地","","土師器",139.7225711,35.56457408,"0","0","0","1","0","0","0","0","0"
1311109700,13111,"97","ひえだじんじゃけいだいこふん","?田神社境内古墳","大田区 蒲田三丁目","[古墳時代]","古墳","円墳","土師器",139.7225496,35.56436462,"0","0","0","1","0","0","0","0","0"
1311109800,13111,"98","かまたはちまんじんじゃけいだいこふん","蒲田八幡神社境内古墳","大田区 蒲田四丁目","[古墳時代]","古墳","円墳","",139.7224852,35.56057679,"0","0","0","1","0","0","0","0","0"
1311109900,13111,"99","みちづかかいづか","道塚貝塚","大田区 新蒲田三丁目","[奈良時代][平安時代]","貝塚","","土師器　須恵器",139.7061345,35.55748705,"0","0","0","0","1","1","0","0","0"
1311110000,13111,"100","あやめばしふきんいせき","あやめ橋付近遺跡","大田区 蒲田一丁目","[古墳時代]","包蔵地","","土師器　木片　骨片",139.7207472,35.5632824,"0","0","0","1","0","0","0","0","0"
1311110100,13111,"101","やくしづかこふん","薬師塚古墳","大田区 西糀谷三丁目","[古墳時代]","古墳","円墳","土師器　刀",139.7381708,35.55472887,"0","0","0","1","0","0","0","0","0"
1311110200,13111,"102","てんそじんじゃかいづか","天祖神社貝塚","大田区 西糀谷四丁目","[奈良時代][平安時代]","貝塚","","土師器",139.7305748,35.5558112,"0","0","0","0","1","1","0","0","0"
1311110300,13111,"103","しもぶくろかいづか","下袋貝塚","大田区 北糀谷一丁目","[奈良時代][平安時代]","貝塚","","須恵器",139.7354457,35.56139721,"0","0","0","0","1","1","0","0","0"
1311110400,13111,"104","まえかたかいづか","前方貝塚","大田区 大森中二丁目　 大森中三丁目","[奈良時代][平安時代]","貝塚","","土師器",139.731695,35.56634979,"0","0","0","0","1","1","0","0","0"
1311110500,13111,"105","じゅうにてんひがし（せんろひがしがわ）かいづか","十二天東（線路東側）貝塚","大田区 大森西七丁目","[奈良時代]","貝塚","","土師器　須恵器",139.7221432,35.56990786,"0","0","0","0","1","0","0","0","0"
