JASID,自治体コード,遺跡番号,ふりがな,遺跡名,所在地,時代,種別,主な遺構/概要,主な出土品,経度,緯度,色
1311228100,13112,281,たなおしいせき,田直遺跡,世田谷区 大蔵五丁目,[旧石器時代][縄文時代(早期～後期)][奈良時代][平安時代][中世][近世],集落,[旧石器時代]ブロック [縄文時代]住居址 土坑 炉穴 集石 ピット 配石 遺物集中部 土器埋設土坑 [古代以降]溝 土坑 ピット [中世以降]土坑 [近世以降]段切り ピット,[旧石器時代]石器 [縄文時代]土器 石器 土製品 石製品（装飾品） [古代以降]土師器 須恵器 [中世以降]陶磁器 [近世以降]陶磁器,139.6064007,35.62882062,"rgb(255,255,0)"
1311228500,13112,285,うなねほんむらいせき,宇奈根本村遺跡,世田谷区 宇奈根二丁目,[古墳時代][奈良時代][平安時代][中世][近世],包蔵地,,土師器 陶磁器,139.6021049,35.62118808,"rgb(255,255,0)"
1311228800,13112,288,おかもとまえこうちいせき,岡本前耕地遺跡,世田谷区 岡本二丁目,[縄文時代（早期～晩期）][弥生時代][古墳時代][奈良時代][平安時代][中世][近世],集落,[縄文時代]集石 杭列 [近世]溝,縄文土器 石器 土製品 石製品 木製品 浮子 弥生土器 土師器 須恵器 灰釉 陶磁器,139.6192162,35.62029178,"rgb(255,255,0)"
1311232500,13112,325,たいしどうしもほんむらいせき,太子堂下本村遺跡,世田谷区 三宿二丁目 太子堂三丁目,[旧石器時代][縄文時代（早期～後期）][古墳時代][奈良時代][平安時代][近世],集落,,,139.6721799,35.65106232,"rgb(255,255,0)"
1320200200,13202,2,とのがやしんでんいせき,殿ヶ谷新田遺跡,立川市 西砂町五丁目,[縄文時代（中期）][平安時代][中世],包蔵地,畝状遺構 ピット 土杭（時代不明）,尖頭器 縄文土器 打斧 石鏃 土師器 陶器,139.3647032,35.73408838,"rgb(255,255,0)"
1320201100,13202,11,だいいせき,台遺跡,立川市 富士見町三丁目,[縄文時代（中期）][奈良時代][平安時代],集落,[奈良時代][平安時代]住居 土坑,縄文土器 土師器 須恵器,139.3906385,35.6976392,"rgb(255,255,0)"
1320201400,13202,14,おおわだいせき,大和田遺跡,立川市 柴崎町四丁目 錦町五丁目,[旧石器時代][縄文時代（早期・中期～後期）][奈良時代][平安時代][中世][近世],集落,[縄文時代]住居 集石 土坑 [奈良時代][平安時代]住居 土坑 溝,尖頭器 礫器 縄文土器 打斧 磨斧 石皿 磨石 スタンプ形石器 土師器 須恵器 陶磁器 銭貨,139.4089033,35.69072429,"rgb(255,255,0)"
1320201800,13202,18,むかいごういせき,向郷遺跡,立川市 錦町四丁目 羽衣町三丁目,[旧石器時代][縄文時代（早期～後期）][奈良時代][平安時代],集落,[縄文時代]住居 集石 土坑 炉穴,ナイフ形石器 縄文土器 打斧 磨斧 石鏃 磨石 土師器,139.4234894,35.69047063,"rgb(255,255,0)"
1320201900,13202,19,だいのしたいせき,台の下遺跡,立川市 富士見町三丁目,[縄文時代][奈良時代][平安時代][中世][近世],集落,[平安時代]住居 土坑 [近世]水路 [時代不明]柱穴 溝状遺構,縄文土器 土師器 須恵器 陶磁器 緑釉陶器 灰釉陶器 鉄製品,139.3898832,35.69630088,"rgb(255,255,0)"
1320202000,13202,20,しもおおわだいせき,下大和田遺跡,立川市 柴崎町三丁目 柴崎町四丁目 錦町二丁目 錦町五丁目,[縄文時代（中期）][奈良時代][平安時代][近世],集落,[旧石器時代]礫群 [縄文時代]土坑 ピット 埋甕 [奈良時代][平安時代]住居 掘立柱建物 土坑 ピット 溝状遺構 他,縄文土器 石器 土師器 須恵器 灰釉陶器 陶磁器 鉄製品,139.4104825,35.6913935,"rgb(255,255,0)"
1320202100,13202,21,,立川市№21遺跡,立川市 柴崎町一丁目 柴崎町四丁目,[縄文時代（前期～中期）][奈良時代][平安時代],集落,[縄文時代]土坑,縄文土器 石器 土師器 須恵器,139.4059507,35.69256461,"rgb(255,255,0)"
1320300100,13203,1,こんこんづか,こんこん塚,武蔵野市 吉祥寺本町三丁目,[奈良時代][平安時代],塚,,,139.5682,35.70377,"rgb(255,255,0)"
1320300200,13203,2,,武蔵野市№2遺跡,武蔵野市 吉祥寺東町一丁目,[奈良時代][平安時代],古墳,円墳,蕨手刀,139.5802,35.70775,"rgb(255,255,0)"
1320300500,13203,5,きちじょうじみなみちょうさんちょうめいせき,吉祥寺南町三丁目遺跡,武蔵野市 吉祥寺南町三丁目,[旧石器時代] [縄文時代（早期～後期）] [平安時代],包蔵地,ブロック 礫群 土坑 集石 ピット,石器 縄文土器 細石刃 スクレイパー 打製石斧 敲石 剥片,139.5852,35.69714,"rgb(255,255,0)"
1320400100,13204,1,あいしーゆーこうないいせきぐん,ICU構内遺跡群,三鷹市 大沢三丁目,[旧石器時代][縄文時代（早期～後期）][奈良時代][平安時代][近世],集落,[旧石器時代]ユニット　礫群　[縄文時代]住居　小竪穴　土坑　配石,石器　縄文土器　石器　土製円板　耳栓　土偶　土師器　陶磁器,139.5281783,35.6866886,"rgb(255,255,0)"
1320401200,13204,12,てんもんだいこうないいせき,天文台構内遺跡,三鷹市 大沢二丁目,[旧石器時代][縄文時代（早期～中期）][奈良時代][平安時代][近世],集落,[旧石器時代]ユニット　礫群　性格不明遺構　[縄文時代]住居　集石　集石土坑　土坑　[時代不明]ピット,石器　縄文土器　石器　土師器　陶磁器,139.5359284,35.67582296,"rgb(255,255,0)"
1320401400,13204,14,ふるはちまんいせき,古八幡遺跡,三鷹市 大沢二丁目　 大沢五丁目,[旧石器時代][縄文時代（早期～晩期）][古墳時代][奈良時代][平安時代][中世][近世],包蔵地,[縄文時代]集石,石器　縄文土器　石器　土器片錘　陶磁器　石臼　木製高杯　ガラス製品　銭貨　種子材,139.5358014,35.67239775,"rgb(255,255,0)"
1320401500,13204,15,しもはらいせき,下原遺跡,三鷹市 大沢四丁目　 大沢五丁目,[旧石器時代][縄文時代（早期～中期）][奈良時代][平安時代],包蔵地,[時代不明]皿鉢状遺構　溝状遺構　[旧石器時代]石器集中部　礫群　炭化物集中　[縄文時代]住居跡　土坑　陥し穴　ピット　[中世][近世]溝,石器　縄文土器　須恵器　陶磁器　鉄製品,139.5373271,35.66874042,"rgb(255,255,0)"
1320401600,13204,16,しみずばしいせき,清水橋遺跡,三鷹市 大沢四丁目,[縄文時代（中期）][奈良時代][平安時代][近世],包蔵地,,縄文土器　石器　須恵器　カワラケ　陶磁器(灰釉・青磁）,139.5407272,35.66787721,"rgb(255,255,0)"
1320402500,13204,25,みなみだいいせき,南台遺跡,三鷹市 新川六丁目,[縄文時代（前期～中期）][平安時代][近世],包蔵地,,縄文土器　須恵器　磁器,139.5652209,35.67565823,"rgb(255,255,0)"
1320600100,13206,1,むさしこくぶんじあとかんれんいせき,武蔵国分寺跡関連遺跡,府中市 栄町一丁目　 栄町二丁目　 栄町三丁目　 武蔵台一丁目　 武蔵台二丁目,[旧石器時代][縄文時代（前期～後期）][奈良時代][平安時代][中世][近世],集落,[旧石器時代]炭化物集中部　[縄文時代]集石　土坑　焼土　[奈良時代][平安時代]土坑　火葬墓　[平安時代]住居　掘立柱建物　土坑　道路　溝　[中世][近世]柱穴列　土坑　道路　溝,ナイフ形石器　尖頭器　細石刃　石核　縄文土器　打斧　磨斧　石鏃　石匙　石錐　石錘　ピエス・エスキーユ　石皿　スタンプ形石器　剥片　凹石　敲石　土師器　須恵器　陶器(緑釉・灰釉)　磁器　擂鉢　瓦　石製品　砥石　鉄製品　瓦　銭貨　漆紙文書　土製品　木製くし　煙管,139.470458,35.69050485,"rgb(255,255,0)"
1320600200,13206,2,むさしこくふかんれんいせき,武蔵国府関連遺跡,府中市 日鋼町、片町一丁目、片町二丁目、片町三丁目 寿町一丁目、寿町二丁目、寿町三丁目、小柳町一丁目、小柳町二丁目 清水が丘一丁目、清水が丘二丁目、清水が丘三丁目 白糸台一丁目、白糸台二丁目、白糸台三丁目、白糸台四丁目、白糸台五丁目、白糸台六丁目 八幡町一丁目、八幡町二丁目、八幡町三丁目 府中町一丁目、府中町二丁目、府中町三丁目 分梅町一丁目、分梅町二丁目、分梅町三丁目 本宿町一丁目、本宿町二丁目、本宿町三丁目、本宿町四丁目 緑町一丁目、緑町二丁目、緑町三丁目 宮西町一丁目、宮西町二丁目、宮西町三丁目、宮西町四丁目、宮西町五丁目 宮町一丁目、宮町二丁目、宮町三丁目 美好町一丁目、美好町二丁目、美好町三丁目 若松町一丁目、若松町二丁目、若松町三丁目、日吉町 西府町一丁目、西府町二丁目、西府町三丁目、西府町四丁目、西府町五丁目、日新町二丁目,[旧石器時代][縄文時代][弥生時代][古墳時代][奈良時代][平安時代][中世][近世],官衙・集落,奈良時代][平安時代]住居　掘立柱建物　土坑　柵　道路　溝　井戸　土壙墓　地下式横穴墓　火葬墓　火葬遺構,須恵器　土師器　二彩　緑釉　刀子　鉄鏃　鉄斧　紡錘車　石帯　土錘　瓦,139.4847811,35.67019899,"rgb(255,255,0)"
1320600300,13206,3,みたけづか,御岳塚,府中市 本宿町一丁目,［縄文時代（前期～中期）］［奈良時代］［平安時代］[中世]［近世］,包蔵地・塚,[中世]周溝,,139.457327,35.67054776,"rgb(255,255,0)"
1320804700,13208,47,こくりょうみなみいせき,国領南遺跡,調布市 国領町五丁目　 国領町六丁目,[旧石器時代][縄文時代（早期・中期）][古墳時代][奈良時代][平安時代][中世][近世],集落,[縄文時代]住居　集石　陥し穴　埋甕　[古墳時代]方形周溝墓　土壙墓　[古墳時代][奈良時代][平安時代]住居　掘立柱建物　溝　[中世]地下式土坑　[近世]土坑　溝,ナイフ形石器　縄文土器　土製品　土師器　須恵器　鉄製品　陶磁器,139.5532333,35.64551589,"rgb(255,255,0)"
1320804800,13208,48,あげきゅういせき,上ヶ給遺跡,調布市 国領町四丁目　 国領町七丁目,[縄文時代（中期）][古墳時代][奈良時代][平安時代][中世][近世],集落,[縄文時代]住居　集石　炉　貯蔵穴　陥し穴　土坑　[古墳時代]住居　土坑　道路　溝　土師器焼成工房　製鉄工房　[中世][近世]土坑　溝,縄文土器　石器　土師器　須恵器　鉄鎌　刀子　釘　鉄鏃　鉄滓　石製品　羽口　勾玉　管玉　陶磁器,139.5602214,35.6443852,"rgb(255,255,0)"
1320804900,13208,49,そめちいせき,染地遺跡,調布市 染地二丁目　 染地三丁目,[縄文時代（晩期）][弥生時代（後期）][古墳時代][奈良時代][平安時代],集落,[弥生時代]住居　炉　[古墳時代]土坑　生産工房　[古墳時代][奈良時代][平安時代]住居　道路　溝　鍛冶工房　[中世]溝　濠　[近世]土葬墓,縄文土器　石器　石製品　弥生土器　土師器　須恵器　墨書土器　陶器（灰釉・緑釉）　紡錘車　勾玉　臼玉　ガラス玉　金属製品　陶磁器　板碑　小鉄仏　瓦　銭貨　木製品,139.5573796,35.64174287,"rgb(255,255,0)"
1320805000,13208,50,とびたきゅうきたいせき,飛田給北遺跡,調布市 西町　 飛田給一丁目,[旧石器時代][縄文時代（中期）][奈良時代][平安時代][近世],集落,[旧石器時代]礫群　[縄文時代]土坑　陥穴　[古墳時代]住居　竪穴状遺構　竈　土坑　竪穴住居　[近世]ピット列　土坑　溝,ナイフ形石器　細石刃　掻器　敲石　磨石　石核　剥片　砕片　縄文土器　打斧　礫器　石槍　石皿　磨石　土玉　土師器　須恵器　砥石　帯金具　陶磁器　打製石斧　墨書土器,139.5240667,35.66610443,"rgb(255,255,0)"
1321001800,13210,18,のがわなかすきたいせき,野川中洲北遺跡,小金井市 中町一丁目,[旧石器時代][縄文時代（草創期～早期・後期）][古墳時代][平安時代][中世][近世],集落,[旧石器時代]ブロック 礫群 配石 炭化物集中 [縄文時代]住居 集石 土坑 ピット [平安時代]土坑 [中世]掘立柱建物 ピット 土坑 溝 [近世]ピット 土坑,ナイフ形石器 尖頭器 細石刃 打斧 局部磨斧 礫器 縄文土器 打斧 磨斧 石槍 有舌尖頭器 石鏃 石錘 石皿 磨石 敲石 木製品 土師器 刀子 陶磁器,139.5162,35.69313,"rgb(255,255,0)"
1321100200,13211,2,はっしょういせき,八小遺跡,小平市 鈴木町一丁目,[奈良時代][平安時代],集落,[奈良時代～平安時代]住居 市指定史跡－小平市八小遺跡（昭56.1.1),土師器 砥石 瓦,139.5017,35.71965,"rgb(255,255,0)"
1321400200,13214,2,こいがくぼいせき,恋ヶ窪遺跡,国分寺市 西恋ヶ窪一丁目　 東恋ヶ窪一丁目　 東恋ヶ窪三丁目,[旧石器時代][縄文時代（早期・中期～後期）][奈良時代][平安時代][中世],集落,[縄文時代]住居　敷石住居　集石　土坑　屋外埋甕　[中世]溝,(縄文)縄文土器　打斧　磨斧　石槍　石鏃　掻器　彫器　石匙　石錐　ピエス・エスキーユ　スタンプ形石器　敲石　砥石　土錘　土製円板　耳飾　硬玉製大珠　器台　(中世)陶器,139.4705243,35.70254176,"rgb(255,255,0)"
1321400500,13214,5,はねざわいせき,羽根沢遺跡,国分寺市 東恋ヶ窪一丁目、三丁目,[縄文時代（早期・中期）][奈良時代][平安時代],集落,[縄文時代]住居　敷石住居　集石　土坑　埋甕　[古代]井戸,縄文土器　打斧　磨斧　石鏃　石匙　石皿　磨石　土製円板　耳飾,139.4739233,35.70318815,"rgb(255,255,0)"
1321400900,13214,9,ひかげやまいせき,日影山遺跡,国分寺市 泉町二丁目 西恋ヶ窪一丁目,[旧石器時代][縄文時代（中期）][奈良時代][平安時代][中世],包蔵地,[旧石器時代]石器集中部 集石 ユニット 礫群 [縄文時代]竪穴住居 [歴史時代]掘立柱建物 柵列 井戸 火葬墓 土壙墓 井戸 道路跡（鎌倉街道） 溝 土坑 集石 特殊遺構,(旧石器時代)尖頭器 ナイフ形石器 スクレイパー 剥片遺物 石核 (縄文時代)土器 打製石斧 (歴史時代)土師質土器 瓦質土器 土器（在地土器） 陶磁器 銭貨 金属製品（刀子） 砥石 板碑 銭貨 鉄製品（鉄釘） 瓦,139.4717981,35.69264697,"rgb(255,255,0)"
1321401000,13214,10,むさしこくぶんじあと（そうにじ）,武蔵国分寺跡（僧尼寺）,国分寺市 西元町一丁目 西元町二丁目 西元町三丁目 西元町四丁目 東元町三丁目 東元町四丁目,[奈良時代][平安時代],社寺跡,[奈良時代][平安時代]金堂 尼寺金堂 講堂 中門 塔 僧坊 尼坊 鐘楼 憧竿 回廊 住居 掘立柱建物 道路 溝 井戸 [中世]土坑 地下式横穴,土師器 須恵器 土師質土器 陶磁器(緑釉・灰釉・青磁・白磁・三彩・天目) カワラケ 支脚 砥石 石臼 鍬鋤先 鎌 ヤリガンナ 刀子 鉄鏃 紡錘車 土錘 鞴羽口 鈴 陶硯 ?帯 鬼瓦 軒丸瓦 丸瓦 平瓦 熨斗瓦 面戸瓦 ? 文様入銅製蓋 観音菩薩立像 銭貨 板碑,139.4668193,35.69189309,"rgb(255,255,0)"
1321401900,13214,19,むさしこくぶんじあと,武蔵国分寺跡,国分寺市 東元町二丁目 東元町三丁目 東元町四丁目 西元町一丁目 西元町二丁目 西元町三丁目 西元町四丁目 泉町一丁目 泉町二丁目 泉町三丁目 西恋ヶ窪一丁目,[旧石器時代][縄文時代][奈良時代][平安時代][中世][近世],集落,[縄文時代]住居 [奈良時代][平安時代]住居 掘立柱建物 道路 溝 [中世]門 土坑 地下式横穴,縄文土器 陶磁器 土製品 石製品 鉄製品 青銅製品 瓦 ?,139.4662512,35.6985094,"rgb(255,255,0)"
1321402200,13214,22,こいがくぼはいじあと,恋ヶ窪廃寺跡,国分寺市 泉町三丁目,[縄文時代][平安時代][中世],社寺,[平安時代][中世]礎石建物 掘立柱建物 土坑 溝 火葬墓 土壙墓,土師器 須恵器 陶器（灰釉） 瓦 板碑 宝筐印塔 銭貨 人骨,139.4853228,35.69644562,"rgb(255,255,0)"
1321402300,13214,23,,国分寺市№23遺跡,国分寺市 東元町二丁目,[縄文時代][奈良時代][平安時代],包蔵地,[縄文時代]集石土坑,縄文土器 石器,139.4837496,35.6961901,"rgb(255,255,0)"
1321402400,13214,24,,国分寺市№24遺跡,国分寺市 東元町一丁目,[縄文時代][奈良時代][平安時代],包蔵地,,縄文土器,139.4823459,35.69642596,"rgb(255,255,0)"
1321402500,13214,25,,国分寺市№25遺跡,国分寺市 東元町一丁目,[縄文時代][奈良時代][平安時代],包蔵地,,縄文土器,139.4765747,35.70015531,"rgb(255,255,0)"
1321402600,13214,26,,国分寺市№26遺跡,国分寺市 東元町二丁目,[縄文時代][奈良時代][平安時代],包蔵地,,縄文土器,139.4720246,35.69197866,"rgb(255,255,0)"
1321402800,13214,28,ほんちょう（こくぶんじむらせっきじだい）いせき,本町（国分寺村石器時代）遺跡,国分寺市 南町二丁目 本町二丁目,[旧石器時代][縄文時代（中期）][奈良時代][平安時代],集落,[縄文時代]住居 土坑 埋甕,縄文土器 打斧 磨斧 石鏃 敲石,139.483665,35.70079777,"rgb(255,255,0)"
