JASID,自治体コード,遺跡番号,ふりがな,遺跡名,所在地,時代,種別,主な遺構/概要,主な出土品
13117001100,13117,11,てんのうづかこふん,天王塚古墳,北区 赤羽台一丁目,[古墳時代],古墳,[古墳時代]石棺?,人骨
13117001200,13117,12,だいろくてんいせき,大六天遺跡,北区 赤羽台二丁目,[旧石器時代][縄文時代（前期）][平安時代][近世],集落跡,[旧石器時代]遺物集中地点　[縄文時代]住居址　柱穴群　土坑　竪穴状遺構　ピット　[平安時代]住居址　[近世]溝址　地下式土坑　土坑,旧石器　縄文土器　石器　土師器　須恵器　陶磁器類　銭貨
13117001300,13117,13,しましたいせき,島下遺跡,北区 赤羽西五丁目　赤羽西六丁目,[縄文時代（早期・後期）][弥生時代],包蔵地,,縄文土器　弥生土器
13117001400,13117,14,おおつかこふん,大塚古墳,北区 赤羽西五丁目,[古墳時代],古墳,円墳,
13117001500,13117,15,いねつけじょうあと,稲付城跡,北区 赤羽西一丁目,[古墳時代][奈良時代][中世],集落・城館,[中世]空堀　[古墳時代][奈良時代]住居址　[中世]竪穴状遺構　溝,土師器　須恵器　陶器
13117001600,13117,16,いねつけこうえんいせき,稲付公園遺跡,北区 赤羽西三丁目,[古墳時代],集落,[古墳時代]住居址,土師器
13117001700,13117,17,うめのきいせき,梅ノ木遺跡,北区 西が丘一丁目　西が丘二丁目,[縄文時代][弥生時代],包蔵地,[縄文時代]土坑　ピット,縄文土器　石器　土製品
13117001800,13117,18,しみずざかいせき,清水坂遺跡,北区 中十条四丁目　十条仲原四丁目,[縄文時代（早期～前期）][弥生時代],集落・貝塚,[弥生時代][古墳時代]堅穴建物址,弥生土器　土師器
13117001900,13117,19,じゅうじょうだいいせきぐん,十条台遺跡群,北区 中十条一丁目　 中十条二丁目　 中十条三丁目　 王子本町一丁目　 王子本町二丁目　 王子本町三丁目,[旧石器時代][縄文時代][弥生時代][古墳時代][奈良時代][平安時代][近世],集落・その他の墓,[縄文時代]住居　[弥生時代][古墳時代]住居址　方形周溝墓　[弥生時代]環濠　方形周溝墓　[古墳時代]周溝　溝址　[奈良時代]住居址　[近世]溝,縄文土器　石斧　弥生土器　土師器　須恵器　人骨　鉄製品　土製品
13117002000,13117,20,ふじづかこふん,富士塚古墳,北区 中十条二丁目,[古墳時代],古墳,円墳,
13117002100,13117,21,じゅうじょうだいしょうがっこうおうけつぼ,十条台小学校横穴墓,北区 中十条一丁目,[奈良時代],横穴墓,,人骨
13117002200,13117,22,おうじいなりうらこふん,王子稲荷裏古墳,北区 王子本町二丁目,[古墳時代],古墳,,人骨
13117002300,13117,23,,北区№23遺跡,北区 王子本町三丁目,[中世],古銭出土地,,"銭貨12,672枚（永楽通宝・宣徳通宝・朝鮮通宝・大平通宝・洪式通宝他）"
13117002400,13117,24,よもとぎいなりこふん,四本木稲荷古墳,北区 滝野川三丁目,[古墳時代],古墳,円墳,
13117002500,13117,25,たきのがわはちまんしゃうらかいづか,滝野川八幡社裏貝塚,北区 滝野川五丁目,[縄文時代（後期～晩期）][古墳時代],貝塚・集落,[縄文時代]住居　[古墳時代]住居,縄文土器　磨斧　剥片　土師器
13117002600,13117,26,たきのがわこふん,滝野川古墳,北区 滝野川三丁目,[古墳時代],古墳,円墳,土師器　陶磁器
13117002700,13117,27,にしがはらいせきぐん,西ヶ原遺跡群,北区 西ヶ原一丁目　 西ヶ原二丁目　 西ヶ原三丁目　 上中里一丁目　 王子一丁目,[旧石器時代][縄文時代][弥生時代][古墳時代][奈良時代][平安時代][中世][近世],集落・貝塚・その他の墓・城館,[縄文時代]住居址　土坑　ピット群　土壙墓　墓壙　貝塚　[弥生時代]住居址　土坑　溝址　方形周溝墓　環濠　[弥生時代][古墳時代]方形周溝墓　[古墳時代]住居址　土坑　溝址　古墳　[奈良時代][平安時代]住居址　掘立柱建物址　ピット　土坑　溝　正倉大溝　溝址　[中世][近世]溝址　土坑　[近世]建物　ピット土坑　地下式土坑　井戸　溝　区画溝　道路　土壙墓群　柵列　集石　特殊埋葬遺構,掻器　彫器　縄文土器　打斧　磨斧　石鏃　抉入石器　石器　ヤス状鹿角製品　耳飾　土板　埋葬人骨　動物遺存体　石皿　磨石　凹石　敲石　石核　大珠　骨角器　弥生土器　石皿　磨石　敲石　滑石製玉　土師器　須恵器　支脚　砥石　紡錘車　土錘　羽口　土玉　鉄製品　陶磁器類　土製品　鉄製品　銭貨　鳥獣魚骨　貝　剥片石器
13117002800,13117,28,かっちゅうづかこふん,甲胄塚古墳,北区 上中里一丁目,[古墳時代],古墳,,
13117002900,13117,29,むさしのくにとしまぐんがあと,武蔵国豊島郡衙跡,北区 西ケ原二丁目　 上中里一丁目,[古墳時代][奈良時代][平安時代],官衙,[古墳時代][奈良時代][平安時代]掘立柱建物　井戸　溝　[古墳時代][奈良時代]土坑,土師器　須恵器　円面硯　鉄器
13117003000,13117,30,なかざといせき,中里遺跡,北区 上中里二丁目　東田端一丁目　東田端二丁目,[縄文時代（早期～後期）][弥生時代][古墳時代][奈良時代][平安時代][中世][近世],包蔵地・貝塚,[縄文時代]集石　貝塚　木枠付土坑　杭列　炉址　木道　焚き火跡　波食台　[奈良時代][平安時代][中世]掘立柱建物　土坑　道路状遺構　杭列　[近世]旧河道,縄文土器　石斧　石皿　石棒　独木舟　石器　貝製品　耳栓　弥生土器　土師器　須恵器　埴輪　瓦　陶磁器　煙管　木簡　木製品　銭貨
13117003100,13117,31,たばたちょういせき,田端町遺跡,北区 中里一丁目　 中里二丁目　 中里三丁目　 田端三丁目　 田端四丁目,[弥生時代][古墳時代][奈良時代][平安時代][中世],集落,[弥生時代]住居　[古墳時代]土坑　溝　土師器焼成遺構　[奈良時代]井戸,弥生土器　土師器　須恵器　陶器　板碑
13117003200,13117,32,たばたふどうさかいせき,田端不動坂遺跡,北区 田端一丁目,[縄文時代（前期）][弥生時代（中期～後期）][古墳時代][奈良時代][平安時代][中世][近世][近代],集落,[縄文時代]住居址　[弥生時代][古墳時代]住居址　方形周溝墓　掘立柱建物址　土坑　[奈良時代][平安時代]住居址　掘立柱建物址　ピット　道路状遺構　溝址　[平安時代]住居址　柵列　[中世][近世]道路址　溝址　[近代]胞衣埋納遺構　[時代不明]住居　土坑　溝,縄文土器　弥生土器　土師器　須恵器　陶器（灰釉）　支脚　石皿　鉄器　帯金具　青銅鏡　銅鏃　玉類
13117003300,13117,33,くまのじんじゃほっぽういせき,熊野神社北方遺跡,北区 志茂五丁目,[弥生時代],包蔵地,,弥生土器
13117003400,13117,34,くまのじんじゃいせき,熊野神社遺跡,北区 志茂四丁目,[弥生時代],包蔵地,,弥生土器　獣骨　埋れ木
13117003500,13117,35,しもいせき,志茂遺跡,北区 志茂三丁目　 志茂四丁目,[弥生時代][古墳時代][奈良時代][平安時代],集落,[弥生時代][古墳時代]方形周溝墓　土坑　溝址　[奈良時代][平安時代]溝址,弥生土器　土師器 須恵器
13117003600,13117,36,とみんごるふじょういせき,都民ゴルフ場遺跡,北区 豊島五丁目,[古墳時代],包蔵地,[古墳時代]焚火,土師器
13117003700,13117,37,としまきよみつやかたあと,豊島清光館跡,北区 豊島七丁目,[中世],城館,,
13117003800,13117,38,たきのがわじょうあと,滝野川城跡,北区 滝野川三丁目,[中世],城館,,
13117003900,13117,39,しもじゅうじょういせき,下十条遺跡,北区 十条台一丁目　 十条台二丁目　 滝野川四丁目,[縄文時代][古墳時代][奈良時代][平安時代][中世][近世],集落,[縄文時代]陥穴　[奈良時代][平安時代]住居址　柵列　[近世]溝　柵列,縄文土器　土師器　須恵器　石製品　鉄製品
13117004000,13117,40,なかざとはけうえ,中里峽上遺跡,北区 中里三丁目　 田端六丁目　 上中里一丁目　 西ケ原一丁目,[縄文時代][弥生時代][古墳時代][奈良時代][平安時代][近世],集落・貝塚,[弥生時代]住居址　[古墳時代][奈良時代]住居址　掘立柱建物　溝址　特殊遺構　[平安時代]掘立柱建物　住居址　土坑,弥生土器　土師器　須恵器　砥石　鉄製品　瓦　鉄滓
13117004100,13117,41,たばたにしだいどおりいせき,田端西台通遺跡,北区 田端二丁目　 田端三丁目　 田端四丁目　 田端五丁目　 田端六丁目,[縄文時代][弥生時代][古墳時代][奈良時代][平安時代][中世][近世],集落・貝塚・古墳,[縄文時代]堅穴建物址　土坑　[弥生時代]堅穴建物址　方形周溝墓　[古墳時代]堅穴建物址　円墳　住居址　[奈良時代][平安時代]堅穴建物址　掘立柱建物址　住居址　[平安時代]土坑　溝　畝[中世]溝址,縄文土器　弥生土器　土師器　須恵器　灰釉陶器　金属製品　石製品　土製器　銭貨　陶磁器　ガラス製品　石器　鉄製品　帯金具　ガラス小玉　鉄釧
13117004102,13117,41-2,たばたにしだいどおり1ごうこふん,田端西台通1号古墳,北区 田端三丁目,[古墳時代],古墳,[古墳時代]周溝,土師器
13117004103,13117,41-3,たばたにしだいどおり2ごうこふん,田端西台通2号古墳,北区 田端三丁目,[古墳時代],古墳,[古墳時代]周溝,
13117004104,13117,41-4,たばたにしだいどおり3ごうこふん,田端西台通3号古墳,北区 田端三丁目,[古墳時代],古墳,[古墳時代]周溝,
13117004105,13117,41-5,たばたにしだいどおり4ごうこふん,田端西台通4号古墳,北区 田端三丁目,[古墳時代],古墳,[古墳時代]周溝,
13117004200,13117,42,としまばんばいせき,豊島馬場遺跡,北区 豊島八丁目　 王子五丁目,[弥生時代（後期）][古墳時代][奈良時代][平安時代][中世][近世],集落,[弥生時代][古墳時代]住居　掘立柱建物　土坑　溝　方形周溝墓　ピット　[古墳時代]井戸,弥生土器　土師器　須恵器　土製品　管玉　勾玉　ガラス小玉鋳型　陶磁器　木製品　石臼
13117004300,13117,43,みやぼりきたいせき,宮堀北遺跡,北区 神谷三丁目　 志茂三丁目,[古墳時代][奈良時代][平安時代],包蔵地,[古墳時代][奈良時代][平安時代]土坑　溝　河道,土師器　須恵器　砥石　土錘　土玉　勾玉　木製品
13117004400,13117,44,ひがしやといせき,東谷戸遺跡,北区 西ケ原一丁目,[縄文時代（早期・中期～後期）][弥生時代][近世],集落,[縄文時代]住居　土坑　ピット　[近世]井戸　溝,縄文土器　打斧　磨斧　石鏃　石錘　石皿　磨石　敲石　土偶　陶器　板碑
13117004500,13117,45,じゅうじょうだいこふんぐん,十条台古墳群,北区 中十条二丁目　 中十条三丁目,[古墳時代],古墳群,円墳　[古墳時代]周溝,土師器　須恵器　円筒埴輪
13117004600,13117,46,あすかやまこふんぐん,飛鳥山古墳群,北区 西ヶ原二丁目　 王子一丁目,[古墳時代],古墳群,円墳　[古墳時代]主体部　周溝,縄文土器　弥生土器　土師器　須恵器
13117004700,13117,47,じゅうじょうくぼいせき,十条久保遺跡,北区 十条台一丁目,[縄文時代（後期）][弥生時代（後期）][奈良時代][平安時代][中世][近世],集落,[縄文時代]土坑　[弥生時代]井戸址　土坑　[奈良時代]住居址　[奈良時代][平安時代]住居址　掘立柱建物址　井戸址　土坑　[弥生時代]～[近世]ピット群　土坑　[奈良時代]～[近世]溝址　[平安時代]～[近世]道路址　[中世]井戸址　[近世]畝,縄文土器　弥生土器　木製品　土師器　須恵器　陶磁器　銭貨　中世陶器　近世陶磁器　石器
13117004800,13117,48,ふくろにしうらいせき,袋西浦遺跡,北区 赤羽北二丁目,[縄文時代（中期）][古墳時代][中世][近世],包蔵地,[古墳時代][中世]ピット　溝　[中世]井戸　土坑　[近世]土坑,縄文土器　打斧　土師器　須恵器　陶器　石製品　板碑　木製品　金属製品　ガラス製品　玩具　人形　銭貨
13117004900,13117,49,みちあいいせき,道合遺跡,北区 赤羽台一丁目　 赤羽台二丁目,[縄文時代（早期～前期・後期）][弥生時代][古墳時代][奈良時代][平安時代][近世],集落,[縄文時代]土坑　ピット　小貝塚　[弥生時代][古墳時代]住居址　土坑　ピット　[奈良時代][平安時代]住居址　土坑　溝址　[近世]溝址,縄文土器　石器　弥生土器　土師器　須恵器　陶磁器類
13117005000,13117,50,かみやいせき,神谷遺跡,北区 神谷三丁目,[縄文時代][平安時代][近世],包蔵地,[縄文時代]土壙　[平安時代]流路,縄文土器　陶磁器　銭貨
