JASID,自治体コード,遺跡番号,ふりがな,遺跡名,所在地,時代,種別,主な遺構/概要,主な出土品
13201007900,13201,79,こみやちょう・あわのすいせき,小宮町・粟の須遺跡,八王子市 小宮町,[縄文時代（早期?中期）][古墳時代][奈良時代][平安時代][中世][近世],集落,[縄文時代]集石　陥し穴　[奈良時代]住居　[平安時代]住居　集石　[中世]堀立柱建物　竪穴状遺構　焼土　井戸　土坑　炭焼土坑　溝状遺構,縄文土器　打斧　磨石　剥片　土師器　須恵器　陶磁器　カワラケ　舶載陶磁器　硯
13201008000,13201,80,かのうやいせき,叶谷遺跡,八王子市 叶谷町,[縄文時代（中期?後期）][弥生時代（中期）][古墳時代][近世],包蔵地,[弥生時代]土坑,縄文土器　弥生土器　土師器　陶磁器
13201008100,13201,81,かしまこふん,鹿島古墳,八王子市 楢原町,[古墳時代],墳墓,[古墳時代]横穴式石室,
13201008200,13201,82,ならはらいせき,楢原遺跡,八王子市 楢原町　 中野上町三丁目　 中野上町五丁目　 中野町,[縄文時代（中期?後期）][弥生時代][古墳時代][平安時代][近世],集落,[縄文時代]住居　土坑　[弥生時代]住居,縄文土器　打斧　磨斧　石槍　石鏃　掻器　石匙　石錐　石皿　凹石　有孔石器　土製円板　けつ状耳飾　勾玉　硬玉製大珠　土偶　弥生土器　炭化稗　土師器　陶磁器
13201008300,13201,83,なかのこうのはらいせき,中野甲の原遺跡,八王子市 中野町　 中野山王二丁目　 中野山王三丁目　 左入町,[縄文時代（早期?後期）][弥生時代][古墳時代][奈良時代][平安時代][近世],集落,[縄文時代]住居　敷石住居　集石　土坑　炉穴　土坑　土壙　有穴遺構　[弥生時代]住居　[古墳時代]住居　[平安時代]住居　[時代不明]集石　土坑,縄文土器　打斧　磨斧　礫器　石鏃　石匙　石錘　石皿　磨石　凹石　石棒　土偶　弥生土器　土師器　須恵器　砥石　編み石　鉄製紡錘車　土製管玉　石製装身具
13201008600,13201,86,,八王子市№86遺跡,八王子市 中野上町五丁目,[近世],塚,,
13201008700,13201,87,,八王子市№87遺跡,八王子市 中野上町五丁目,[近世],塚,,
13201008800,13201,88,にしなかのいせき,西中野遺跡,八王子市 中野上町三丁目,[縄文時代（中期?後期）][古墳時代][平安時代][近世],集落,[縄文時代]敷石住居跡　集石跡　[古墳?奈良]住居跡　溝　ピット　[古墳以降]堀立柱建物跡　土坑　溝　[中近世]建物跡　竪穴状遺構　週関跡　道　土坑　溝,縄文土器　石器　土師器　須恵器　土製品　石製品　陶磁器
13201008900,13201,89,ひよどりやまこふん,鵯山古墳,八王子市 暁町二丁目,[古墳時代],古墳,[古墳時代]竪穴式石室,
13201009000,13201,90,べんてんばしにしいせき,弁天橋西遺跡,八王子市 暁町一丁目,[縄文時代（早期?後期）][古墳時代][奈良時代][平安時代],集落,[縄文時代]住居　炉　屋外炉　炉穴　焼土　土坑　配石状遺構　[時代不明]段切状遺構　溝状遺構,縄文土器　打斧　磨斧　石鏃　石匙　石皿　磨石　敲石　土製円板　土師器
13201009100,13201,91,べんてんばしいせき,弁天橋遺跡,八王子市 大和田町七丁目,[縄文時代（早期・中期）][弥生時代],集落,[縄文時代]住居　集石　炉穴　土坑,縄文土器　打斧　礫器　石鏃　掻器　石匙　ピエス・エスキーユ　不定形石器　石皿　磨石　台石　石核　石製品
13201009200,13201,92,なかだいせき,中田遺跡,八王子市 中野山王三丁目,[縄文時代（中期）][弥生時代][古墳時代][奈良時代][平安時代],集落,[縄文時代]住居　[弥生時代]住居　[古墳時代]住居　工房　[奈良時代]住居　[平安時代]住居　[時代不明]住居　石組遺構　集石　配石　溝,縄文土器　打斧　磨斧　掻器　弥生土器　土師器　須恵器　鉄鍬　釘　鉄鏃　刀子　砥石　鉄製紡錘車　土錘　管玉　勾玉　丸玉　臼玉　切子玉　土鈴　土製鏡　鉄製環　瓦　有孔小板　石製模造品　炭化米　炭化物
13201009300,13201,93,さんのうばやしいせき,山王林遺跡,八王子市 中野山王一丁目,[縄文時代（中期?後期）][弥生時代][古墳時代][奈良時代][平安時代][近世],集落,[弥生時代]住居　[古墳時代]住居　[奈良時代]住居　[平安時代]住居,縄文土器　弥生土器　土師器　須恵器　瓦　炭化米
13201009500,13201,95,,八王子市№95遺跡,八王子市 中野山王二丁目,[縄文時代（早期・中期）],包蔵地,,縄文土器
13201009600,13201,96,たんぎさかいいせき,丹木境遺跡,八王子市 丹木町二丁目,[旧石器時代][縄文時代（早期?後期）][古墳時代][平安時代][中世][近世],集落・城館,[縄文時代]竪穴状遺構　炉穴　陥穴　集石　土坑　[中世]腰曲和錠遺構　掘状遺構　館址状遺構　溝,縄文土器
13201009700,13201,97,てらまえいせき,寺前遺跡,八王子市 谷野町,[縄文時代（早期?後期）][弥生時代（後期）][古墳時代][平安時代],集落,[旧石器時代]]礫群　[縄文時代]住居　集石　焼土　陥し穴　土坑　ピット　[弥生時代]溝　方形周溝墓　[平安時代]住居　土坑,石刃　掻器　剥片　縄文土器　打斧　磨斧　磨石　敲石　砥石　垂飾　弥生土器　土師器　磨石　敲石　砥石　垂飾　弥生土器　土師器　須恵器
13201009800,13201,98,やのがようし,谷野瓦窯址,八王子市 谷野町,[奈良時代][平安時代],窯跡,,土師器　須恵器　記銘瓦　丸瓦　軒丸瓦　平瓦　軒平瓦　せん　木炭
13201009900,13201,99,くらぼねやまいせき,鞍骨山遺跡,八王子市 谷野町,[縄文時代（早期?後期）][弥生時代][平安時代],集落,[縄文時代]住居　土坑　[弥生時代]住居　[平安時代]住居　[時代不明]集石,縄文土器　打斧　磨斧　礫器　石鏃　石皿　磨石　砥石　けつ状耳飾　弥生土器　土師器　須恵器　ミニチュア土製品　瓦　炭化物
13201010000,13201,100,たきやまたかそういせき,滝山高燥遺跡,八王子市 滝山町一丁目　 左入町,[縄文時代（前期?後期）][弥生時代][古墳時代][奈良時代][平安時代],集落,[縄文時代]住居　集石　陥し穴　[古墳時代]住居　[奈良時代]住居,縄文土器　打斧　磨斧　石鏃　石匙　石錐　石皿　磨石　敲石　石刀　石剣　土師器　須恵器　土製支脚
13201010100,13201,101,きたおおや・かすがだいいせき,北大谷・春日台遺跡,八王子市 大谷町　 宇津木町　 石川町,[旧石器時代][縄文時代（早期?後期）][弥生時代][古墳時代][奈良時代][平安時代][近世],集落,[縄文時代]集石　炉穴　土坑　[弥生時代]住居,縄文土器　打斧　磨石　弥生土器　土師器　須恵器　炭化材
13201010400,13201,104,きたおおやこふん,北大谷古墳,八王子市 大谷町,[古墳時代],古墳,円墳　[古墳時代]横穴式石室,
13201010800,13201,108,にしのいせき,西野遺跡,八王子市 石川町,[旧石器時代][縄文時代（早期?後期）][古墳時代][平安時代][近世],集落,[縄文時代]住居　集石　焼土　土壙　[古墳時代]住居　溝状遺構　墓壙,掻器　縄文土器　打斧　磨斧　礫器　石槍　石鏃　掻器　石匙　石錐　石皿　磨石　凹石　敲石　砥石　剥片　耳飾　土偶　土製模造品　土師器　須恵器　支脚　鉄鏃　丸玉　陶磁器
13201010900,13201,109,だいはちしょうがっこううらいせき,第八小学校裏遺跡,八王子市 石川町,[縄文時代（早期・中期?後期）][古墳時代][近世],集落,[古墳時代]住居　土坑　[近世]掘立柱建物,縄文土器　土師器
13201011000,13201,110,つかばいせき,塚場遺跡,八王子市 石川町,[縄文時代（早期?後期）][古墳時代][奈良時代][平安時代][中世][近世],集落,[縄文時代]住居址　集石　炉穴　陥し穴土坑　配石土坑　[古墳時代]竪穴住居址　[平安時代]住居址　[中世]掘立柱建物址　竪穴状遺構　ピット群　土坑　室状遺構　溝状遺構　[近世]掘立柱建物址　溝状遺構　[古代]土坑,縄文土器　打斧　磨斧　礫器　石匙　石皿　磨石　敲石　石核　剥片　土師器　須恵器　鉄斧　焼成粘土塊　陶磁器　磨製石斧　石器　鉄製品
