JASID,自治体コード,遺跡番号,ふりがな,遺跡名,所在地,時代,種別,主な遺構/概要,主な出土品
1311201003,13112,10-3,きぬたちゅうがっこうこふんぐん3ごうこふん,砧中学校古墳群3号古墳,世田谷区 成城一丁目,[古墳時代],古墳,円墳　[古墳時代]周溝,
1311201004,13112,10-4,きぬたちゅうがっこうこふんぐん4ごうこふん,砧中学校古墳群4号古墳,世田谷区 成城一丁目,[古墳時代],古墳,※遺跡範囲のすべてが、世田谷区史跡砧中学校古墳群四号墳 円墳　[古墳時代]周溝　幅5～10ｍ　深2ｍ,土師器　直刀
1311201005,13112,10-5,きぬたちゅうがっこうこふんぐん5ごうこふん,砧中学校古墳群5号古墳,世田谷区 成城一丁目,[古墳時代],古墳,方墳,
1311201006,13112,10-6,きぬたちゅうがっこうこふんぐん6ごうこふん,砧中学校古墳群6号古墳,世田谷区 成城一丁目,[古墳時代],古墳,円墳,土師器　須恵器　直刀　刀子　鉄鏃　耳環　ガラス玉　歯
1311201007,13112,10-7,きぬたちゅうがっこうこふんぐん7ごうこふん,砧中学校古墳群7号古墳,世田谷区 成城一丁目,[古墳時代],古墳,,
1311201008,13112,10-8,きぬたちゅうがっこうこふんぐん8ごうこふん,砧中学校古墳群8号古墳,世田谷区 成城一丁目,[古墳時代],古墳,円墳[古墳時代]周溝,土師器　須恵器
1311201009,13112,10-9,きぬたちゅうがっこうこふんぐん9ごうふん,砧中学校古墳群9号墳,世田谷区 成城一丁目,[古墳時代],古墳,古墳周溝,刀子
1311201800,13112,18,しものしんめいいせき,下神明遺跡,世田谷区 成城一丁目　成城三丁目,[旧石器時代][縄文時代（早期・中期～後期）][弥生時代][古墳時代][奈良時代][平安時代][中世][近世],集落,[旧石器時代]ブロック　ブロック　礫群　[縄文時代]土坑　ピット　土坑　[古墳時代]住居址　[平安時代]住居址　[近世]溝　土坑　ピット　溝,（旧石器）石器・剥片　（縄文）縄文土器・石器　（古墳）土師器・石器　（平安）土師器・須恵器・砥石　（近世）煙管
1311201900,13112,19,かみのしんめいいせき,上神明遺跡,世田谷区 成城四丁目　 成城五丁目,[旧石器時代][縄文時代（早期～晩期）][弥生時代][古墳時代][平安時代][中世][近世],集落,[縄文時代]住居　土坑　[弥生時代][古墳時代]住居　ピット群　方形周溝墓,石器　縄文土器　弥生土器　土師器　須恵器　鉄製品　土製品
1311202000,13112,20,かみのしんめいおうけつぼぐん,上神明横穴墓群,世田谷区 成城四丁目,[古墳時代],横穴墓,,人骨
1311202100,13112,21,せいじょうがくえんおうけつぼぐん,成城学園横穴墓群,世田谷区 成城六丁目,[古墳時代],横穴墓,,
1311202200,13112,22,ひがしのはらいせき,東之原遺跡,世田谷区 成城六丁目,[縄文時代（中期）],包蔵地,,縄文土器
1311202300,13112,23,みやのはらいせき,宮之原遺跡,世田谷区 喜多見四丁目,[旧石器時代][縄文時代（早期～中期）][古墳時代][奈良時代][平安時代][近世],集落,[縄文時代]集石　[弥生時代]住居　[古墳時代]住居,縄文土器　石器　弥生土器　土師器　須恵器　灰釉陶器　鉄鏃　刀子　鉄製農工具　土師質土器　瓦　砥石　土器片錘　土錘
1311202400,13112,24,てんじんづかこふん,天神塚古墳,世田谷区 喜多見四丁目,[古墳時代],古墳,円墳　[古墳時代]横穴式石室,
1311202500,13112,25,いなりづかこふん,稲荷塚古墳,世田谷区 喜多見四丁目,[古墳時代],古墳,※遺跡範囲のすべてが、世田谷区指定史跡稲荷塚古墳となっています。 円墳　[古墳時代]横穴式石室,土師器　須恵器　鉄鏃　刀子　玉類　直刀　圭頭大刀　耳環　骨片
