JASID,自治体コード,遺跡番号,ふりがな,遺跡名,変換元住所,時代,種別,主な遺構/概要,主な出土品
1330703200,13307,32,せんげんだいいせき,浅間台遺跡,檜原村 樋里,[縄文時代（早期〜中期）][中世],包蔵地,,縄文土器　経石
1330703300,13307,33,しろいわいせき,白岩遺跡,檜原村 倉掛,[縄文時代（前期〜中期）],包蔵地,,縄文土器
1330703400,13307,34,しんめいいせき,神明遺跡,檜原村 大沢,[縄文時代（中期〜後期）],包蔵地,,縄文土器
1330703500,13307,35,,檜原村��35遺跡,檜原村 三都郷,[縄文時代（中期〜後期）],包蔵地,,縄文土器
1330703600,13307,36,おうじがじょうびーちてんいせき,王子ヶ城B地点遺跡,檜原村 樋里,[縄文時代（中期）],包蔵地,,縄文土器
1330703700,13307,37,なかざといせき,中里遺跡,檜原村 三都郷,[縄文時代（中期〜後期）],包蔵地,,縄文土器
1330703800,13307,38,かずましょうがっこういせき,数馬小学校遺跡,檜原村 数馬,[時代不明],包蔵地,,
1330703900,13307,39,くまのじんじゃびーちてんいせき,熊野神社B地点遺跡,檜原村 上川乗,[縄文時代],包蔵地,,縄文土器
1330704000,13307,40,なつじばらいせき,夏地原遺跡,檜原村 下川乗,[縄文時代],包蔵地,,縄文土器
1330704100,13307,41,しもだいらいせき,下平遺跡,檜原村 南郷,[縄文時代（後期）],包蔵地,,縄文土器
1330704200,13307,42,ささのばんばいせき,笹野馬場遺跡,檜原村 笹野,[縄文時代（中期）],包蔵地,,縄文土器
