JASID,自治体コード,遺跡番号,ふりがな,遺跡名,所在地,時代,種別,主な遺構/概要,主な出土品
1321202700,13212,27,ひらやまたておよびひらやまじょうあと,平山館及平山城跡,日野市 平山六丁目,[平安時代][中世],城館,[中世]腰曲輪 虎口,
1321202800,13212,28,みなみだいらいせき,南平遺跡,日野市 南平,[旧石器時代],包蔵地,[旧石器時代]礫群,礫器 敲石 台石
1321202900,13212,29,,日野市№29遺跡,日野市 程久保,[縄文時代（早期）],包蔵地,,縄文土器 石槍
1321203000,13212,30,,日野市№30遺跡,日野市 程久保,[縄文時代][古墳時代],包蔵地,,打斧 土師器
1321203100,13212,31,,日野市№31遺跡,日野市 程久保,[縄文時代（早期）],包蔵地,[縄文時代]土坑,縄文土器
1321203200,13212,32,ほりきりやといせき,ホリキリ谷戸遺跡,日野市 程久保四丁目,[縄文時代][古墳時代][奈良時代][平安時代],包蔵地,2基 [縄文時代]集石 [奈良時代][平安時代]竪穴遺構,縄文土器 石器 土師器 須恵器
1321203300,13212,33,たかはたじょうあと,高幡城址,日野市 高幡,[中世],城館,[中世]堀切り 腰曲輪 土塁,
1321203400,13212,34,たかはただいいせき,高幡台遺跡,日野市 程久保一丁目,[縄文時代（前期～後期）],包蔵地,[縄文時代]集石 土坑,縄文土器 打斧 石鏃 石匙 敲石 土師器 須恵器
1321203500,13212,35,たかはただいいせきびー・しーちてん,高幡台遺跡B・C地点,日野市 程久保一丁目,[縄文時代（前期）][平安時代],包蔵地,,縄文土器 土師器
1321203600,13212,36,たかはただいいせきえーちてん,高幡台遺跡A地点,日野市 三沢,[縄文時代（後期）],包蔵地,[縄文時代]小竪穴,縄文土器 石鏃 石皿 磨石
1321203700,13212,37,,日野市№37遺跡,日野市 落川,[時代不明],包蔵地,,
1321203800,13212,38,おちかわ・いちのみやいせき,落川・一の宮遺跡,日野市 落川,[縄文時代（晩期）][弥生時代（中期）][古墳時代][奈良時代][平安時代][中世][近世],集落,[古墳時代]住居 土坑 [奈良時代]住居 掘立柱建物 土坑 溝 [古墳時代]?～[近世]水田 [奈良時代]～[中世]石敷遺構 [平安時代]住居 掘立柱建物 土坑 溝 粘土採掘坑 [中世]掘立柱建物 竪穴状遺構 地下炉 土坑 溝 道路 流路 [近世]礎石建物 畑 溝 墓壙,縄文土器 打斧 石鏃 弥生土器 土師器 須恵器 管玉 子持勾玉 勾玉 金環 石製模造品 砥石 刀子 鎚 釘 鉄鏃 石製・鉄製紡錘車 鉄錘 土錘 鉄鈴 門金具 陶硯 馬具 鍔 飾金具 墨書土器 磨石 石製・青銅製帯飾 馬歯 陶磁器 カワラケ 舶載陶磁器 瓦 板碑 銭貨 木杯 木蓋 くし 木杭
1321203900,13212,39,におうづかいせき,仁王塚遺跡,日野市 百草,[縄文時代（早期）]［中世］,集落,,縄文土器 礫器 石鏃 磨石
1321204000,13212,40,,日野市№40遺跡,日野市 百草,[中世],経塚？,,
1321204100,13212,41,におうづか,仁王塚,日野市 百草,[平安時代][中世],経塚,,陶器 経筒
1321204200,13212,42,まんぞういんだいいせき,万蔵院台遺跡,日野市 百草,[縄文時代（前期～中期）][古墳時代],集落,[縄文時代][古墳時代]住居,縄文土器 打斧 磨斧 石鏃 石皿 磨石 土錘 耳栓 土師器
1321204300,13212,43,まんぞういんだいこふんぐん,万蔵院台古墳群,日野市 百草,[古墳時代],古墳,[古墳時代]横穴式石室,土師器 須恵器 鉄鏃 刀子 直刀 金環 人骨 朱
1321204400,13212,44,かがづか,加賀塚,日野市 栄町一丁目,[中世],塚,※遺跡範囲のすべてが日野市指定史跡加賀塚(竹間加賀入道の墓)となっています。,
1321204500,13212,45,,日野市№45遺跡,日野市 東平山一丁目,[古墳時代]［奈良時代］,古墳,[古墳時代]横穴式石室,鉄鏃 刀子 勾玉 直刀 馬具
1321204600,13212,46,よつやまえいせき,四ツ谷前遺跡,日野市 栄町一丁目,[縄文時代][古墳時代][奈良時代][平安時代][中世][近世],集落・社寺,[奈良時代][平安時代]住居 土坑 道路 [平安時代]溝 [中世][近世]井戸 土坑 溝 水田 掘込炉 配石遺構 地下式土壙 [中世]土壙 火葬址 道路,縄文土器 打斧 土師器 須恵器 灰釉陶器 陶磁器 鉄鏃 刀子 紡錘車 風字硯 丸鞆 瓦塔 板碑 鉦鼓 銭貨 人骨 牛馬骨
1321204700,13212,47,うばくぼいせき,姥久保遺跡,日野市 新町一丁目,[縄文時代（前期～中期）][古墳時代][奈良時代][平安時代][中世][近世],集落・その他（水田・墓地）,[古墳時代]住居 [平安時代]道路 水田 [中世]掘込炉 集石遺構 井戸 土坑 地下式土壙 土壙 火葬墓溝 道路 [時代不明]掘立柱建物,縄文土器 打斧 石鏃 土師器 須恵器 丸鞆 カワラケ 板碑 陶磁器 石臼 短刀 銅製笄 銭貨 人骨
1321204800,13212,48,にしひらやまこふんぐん,西平山古墳群,日野市 西平山三丁目,[古墳時代],古墳,[古墳時代]周溝 石組,須恵器
1321204900,13212,49,おおじっぺらいせき,大寺平遺跡,日野市 高幡 南平一丁目,[古墳時代],集落,[古墳時代]住居,土師器
1321205000,13212,50,さんのううえいせき,山王上遺跡,日野市 多摩平二丁目 多摩平四丁目,[縄文時代][奈良時代][平安時代][中世],集落,[縄文時代]土壙 集石 ピット 竪穴住居址 [平安時代]掘立柱建物址 溝 竪穴住居址,縄文土器 土師器 須恵器 石鏃 打製石斧 土錘 金属製品 石製品
1321205100,13212,51,,日野市№51遺跡,日野市 多摩平六丁目,[旧石器時代][縄文時代（早期～前期・後期）][平安時代][中世],集落,[旧石器時代]石器ブロック [縄文時代]土坑 ピット [平安時代]竪穴住居址 土坑,石器（尖頭器） 土器 石器 土師器
1321205200,13212,52,しょうにんづか,上人塚,日野市 日野台三丁目,[平安時代][中世],その他（塚）,※遺跡範囲のすべてが日野市指定史跡上人塚となっています。,須恵器（古代） かわらけ（中世）
1321205300,13212,53,ひらやまだい２ごうおうけつぼ,平山台２号横穴墓,日野市 旭が丘一丁目,[奈良時代][平安時代],横穴墓,横穴墓,人骨
